Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),471.82,0.00,97343.54,,,,,,518.31,,621.92,644.50,793.32,196.54
Active Decode Throughput Per User (tokens/sec/user),42.67,0.00,45109.77,,,,,,38.23,,58.21,73.24,117.50,31.96
Active Prefill Throughput (tokens/sec),1934.42,120.91,7052.46,,,,,,1099.61,,5150.08,7052.46,7052.46,1901.60
Active Prefill Throughput Per User (tokens/sec/user),198.34,120.91,736.63,,,,,,157.09,,343.34,440.78,440.78,87.21
Active Total Throughput (tokens/sec),929.40,36.54,7052.46,,,,,,631.11,,1653.90,3532.70,7052.46,1141.56
Credit-to-Start Latency (ms),3.12,1.38,11.26,49.98,1.38,1.38,1.40,1.49,1.60,4.25,4.45,6.22,10.25,2.47
Decode Duration (ms),210799.12,169229.20,245699.13,3372785.87,169965.30,172909.73,174852.73,194130.76,207674.74,233086.39,245236.04,245424.04,245644.12,25684.48
E2E Output Token Throughput (tokens/sec/user),34.16,29.03,47.19,546.53,29.10,29.36,29.74,31.17,32.56,34.50,42.08,45.48,46.85,5.14
Effective Concurrency,13.86,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.83
Effective Decode Concurrency,11.96,0.00,16.00,,,,,,14.00,,16.00,16.00,16.00,4.80
Effective Decode Throughput (tokens/sec),464.58,0.00,97343.54,,,,,,514.79,,621.09,643.83,793.32,203.47
Effective Decode Throughput Per User (tokens/sec/user),42.01,0.00,45109.77,,,,,,38.13,,58.02,72.71,117.45,32.15
Effective Latency (CO-aware) (ms),244384.41,173552.95,282000.03,3910150.49,174836.28,179969.61,195420.04,237511.54,251615.37,262864.32,275489.85,278960.85,281392.20,30955.93
Effective Prefill Concurrency,1.90,0.00,16.00,,,,,,0.00,,8.00,13.00,16.00,4.06
Effective Prefill Throughput (tokens/sec),464.78,0.00,7052.46,,,,,,0.00,,1346.70,3401.99,7052.46,1245.75
Effective Prefill Throughput Per User (tokens/sec/user),47.65,0.00,736.63,,,,,,0.00,,168.34,261.69,440.78,94.91
Effective Total Throughput (tokens/sec),929.36,0.00,7052.46,,,,,,631.11,,1653.90,3532.70,7052.46,1141.55
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2573.12,2057.00,3085.00,41170.00,2059.40,2069.00,2077.50,2316.75,2489.50,2992.25,3067.50,3085.00,3085.00,371.57
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),28.32,0.00,31.43,453.18,4.26,21.31,28.50,28.98,30.84,30.98,31.18,31.28,31.40,7.39
HTTP Connection Overhead (ms),28.32,0.00,31.43,453.18,4.26,21.31,28.50,28.98,30.84,30.98,31.18,31.28,31.40,7.39
HTTP Connection Reused (ratio),0.06,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.85,0.24
HTTP Data Received (KB),889.84,719.54,1068.84,14237.46,722.94,736.55,747.57,773.96,853.01,1026.79,1055.19,1060.55,1067.18,124.81
HTTP Data Sent (KB),33.82,30.82,34.98,541.08,31.05,31.98,32.74,33.40,34.13,34.55,34.70,34.82,34.95,1.04
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),244381.05,173541.60,281996.09,3910096.73,174826.37,179965.43,195418.26,237509.85,251612.27,262860.46,275486.62,278956.49,281388.17,30956.69
HTTP Receiving (ms),210808.73,169235.51,245701.33,3372939.74,169971.30,172914.45,174856.30,194182.24,207692.57,233089.76,245239.84,245428.52,245646.77,25682.08
HTTP Sending (ms),28.81,0.19,31.91,461.01,4.50,21.74,28.93,29.42,31.32,31.52,31.74,31.84,31.89,7.46
HTTP Total Time (ms),244409.37,173541.60,282025.96,3910549.91,174831.04,179988.77,195449.22,237540.99,251642.01,262889.55,275516.45,278985.49,281417.87,30960.68
HTTP Waiting (TTFB) (ms),33543.50,4305.90,67724.54,536695.98,4850.15,7027.18,9641.86,16950.87,30211.91,50229.47,60183.43,63716.64,66922.96,19865.83
Input Sequence Length (tokens),8192.06,8192.00,8193.00,131073.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.25,8192.85,0.24
Inter Chunk Latency (ms),80.05,0.00,283.07,3372785.87,0.00,36.55,54.39,75.99,83.69,88.51,93.81,103.32,151.84,23.63
Inter Token Latency (ms),25.74,20.67,30.00,411.88,20.76,21.14,21.37,23.71,25.37,28.46,29.94,29.96,29.99,3.13
OSL Mismatch Diff % (%),-0.03,-0.17,0.00,-0.48,-0.16,-0.12,-0.09,-0.04,-0.01,0.00,0.00,0.00,0.00,0.05
Output Sequence Length (tokens),8189.56,8178.00,8192.00,131033.00,8178.90,8182.50,8185.00,8189.00,8191.00,8192.00,8192.00,8192.00,8192.00,3.76
Output Token Count (tokens),5524.11,2710.00,7312.00,49717.00,2785.68,3088.40,3466.80,4670.00,5386.00,7032.00,7310.40,7311.20,7311.84,1609.08
Output Token Throughput Per User (tokens/sec/user),39.45,33.34,48.38,631.14,33.34,33.37,33.40,35.14,39.42,42.24,46.81,47.31,48.17,4.96
Prefill Throughput Per User (tokens/sec/user),440.78,120.91,1902.38,7052.46,122.46,128.67,136.23,163.21,273.42,485.54,874.04,1246.84,1771.27,447.98
Reasoning Token Count (tokens),5082.25,877.00,8192.00,81316.00,877.60,880.00,1013.50,2422.00,5005.50,8192.00,8192.00,8192.00,8192.00,2996.53
Request Latency (ms),244371.72,173535.38,281986.90,3909947.54,174820.50,179961.00,195415.01,237499.93,251608.38,262809.25,275484.80,278952.78,281380.07,30955.73
Time to First Output Token (ms),107112.82,14048.26,234144.57,964015.40,15110.75,19360.68,24673.09,78790.32,103748.61,146338.60,171241.20,202692.88,227854.23,63171.28
Time to First Token (ms),33572.60,4306.18,67754.32,537161.66,4855.20,7051.27,9673.98,16982.93,30243.67,50260.77,60213.35,63746.02,66952.66,19867.89
Time to Second Token (ms),93.69,33.27,208.60,1499.05,33.84,36.13,37.41,59.58,90.14,100.30,164.22,187.58,204.40,48.40
Tokens In Flight (tokens),162231.97,0.00,217009.53,,,,,,174234.07,,202979.41,208744.29,215336.20,43365.11

Metric,Value
Benchmark Duration (sec),281.99
Input Token Throughput (tokens/sec),464.78
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),464.64
Request Count,16.00
Request Throughput (requests/sec),0.06
Total Input Sequence Length (tokens),131073.00
Total Output Sequence Length (tokens),131033.00
Total Output Tokens (tokens),49717.00
Total Reasoning Tokens (tokens),81316.00
Total Token Throughput (tokens/sec),929.41


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
