Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),98.37,2.47,109506.47,,,,,,98.10,,115.05,121.19,162.45,173.99
Active Decode Throughput Per User (tokens/sec/user),12.32,1.40,13688.31,,,,,,12.27,,14.39,15.16,20.37,21.74
Active Prefill Throughput (tokens/sec),4731.88,707.04,15418.83,,,,,,4588.57,,9613.96,14711.79,15418.83,3204.99
Active Prefill Throughput Per User (tokens/sec/user),1931.62,707.04,3472.50,,,,,,2229.32,,2841.06,3126.94,3126.94,797.49
Active Total Throughput (tokens/sec),196.54,12.58,15418.83,,,,,,99.83,,99.83,99.83,4662.39,811.86
Credit-to-Start Latency (ms),16.02,1.23,30.51,256.35,1.23,1.24,1.27,1.33,25.63,26.99,29.13,30.07,30.43,13.04
Decode Duration (ms),661593.21,651090.76,668353.80,10585491.32,651292.49,652099.44,653177.96,656676.26,663638.98,666798.59,667899.84,668126.94,668308.43,5838.37
E2E Output Token Throughput (tokens/sec/user),12.29,12.05,12.53,196.69,12.05,12.07,12.09,12.17,12.30,12.41,12.48,12.51,12.53,0.15
Effective Concurrency,8.00,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.14
Effective Decode Concurrency,7.94,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.52
Effective Decode Throughput (tokens/sec),98.26,0.00,109506.47,,,,,,98.08,,115.05,121.18,162.42,173.92
Effective Decode Throughput Per User (tokens/sec/user),12.31,0.00,13688.31,,,,,,12.26,,14.38,15.16,20.36,21.74
Effective Latency (CO-aware) (ms),666492.84,653735.78,679970.60,10663885.37,653977.26,654943.15,656194.86,660129.73,665979.20,672912.23,677329.47,678683.42,679713.17,8004.99
Effective Prefill Concurrency,0.06,0.00,8.00,,,,,,0.00,,0.00,0.00,2.00,0.50
Effective Prefill Throughput (tokens/sec),98.27,0.00,15418.83,,,,,,0.00,,0.00,0.00,4588.57,817.74
Effective Prefill Throughput Per User (tokens/sec/user),40.12,0.00,3472.50,,,,,,0.00,,0.00,0.00,2229.32,298.48
Effective Total Throughput (tokens/sec),196.53,0.00,15418.83,,,,,,99.83,,99.83,99.83,4662.39,811.85
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,8184.25,8180.00,8188.00,130948.00,8180.15,8180.75,8181.00,8182.00,8184.00,8186.00,8188.00,8188.00,8188.00,2.59
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),10.06,0.00,23.13,160.93,0.00,0.00,0.00,0.00,0.00,22.96,23.01,23.04,23.11,11.40
HTTP Connection Overhead (ms),10.06,0.00,23.13,160.93,0.00,0.00,0.00,0.00,0.00,22.96,23.01,23.04,23.11,11.40
HTTP Connection Reused (ratio),0.56,0.00,1.00,9.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),2352.39,2346.65,2355.30,37638.16,2347.11,2348.98,2349.98,2351.64,2352.69,2353.64,2354.98,2355.26,2355.29,2.14
HTTP Data Sent (KB),34.66,32.22,37.12,554.60,32.40,33.12,33.45,34.04,34.78,35.24,35.77,36.14,36.92,1.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),666476.66,653710.46,679939.99,10663626.58,653951.74,654916.87,656168.49,660102.89,665964.66,672910.67,677327.92,678674.58,679686.91,8012.51
HTTP Receiving (ms),661593.24,651090.77,668353.81,10585491.84,651292.51,652099.44,653177.96,656676.26,663639.01,666798.66,667899.92,668127.02,668308.45,5838.39
HTTP Sending (ms),10.43,0.14,23.72,166.84,0.15,0.18,0.19,0.20,0.27,23.53,23.60,23.65,23.71,11.59
HTTP Total Time (ms),666486.72,653710.46,679939.99,10663787.51,653951.74,654916.87,656168.49,660102.89,665976.16,672933.71,677350.88,678691.80,679690.35,8019.84
HTTP Waiting (TTFB) (ms),4872.99,1387.39,11585.89,77967.90,1572.21,2311.51,2751.34,3051.02,3573.15,6088.41,9404.48,10529.84,11374.68,2868.62
Input Sequence Length (tokens),8192.00,8192.00,8192.00,131072.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Inter Chunk Latency (ms),80.77,0.00,648.58,10585491.32,6.78,57.92,67.01,72.61,79.36,86.88,93.19,103.77,158.09,26.36
Inter Token Latency (ms),80.77,79.49,81.60,1292.33,79.51,79.61,79.74,80.17,81.02,81.41,81.54,81.57,81.59,0.71
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),8192.00,8192.00,8192.00,131072.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Output Token Count (tokens),8192.00,8192.00,8192.00,131072.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Output Token Throughput Per User (tokens/sec/user),12.38,12.26,12.58,198.11,12.26,12.26,12.26,12.28,12.34,12.47,12.54,12.56,12.58,0.11
Prefill Throughput Per User (tokens/sec/user),2244.00,707.04,5804.88,35903.92,721.44,779.01,874.76,1352.68,2294.28,2679.75,2984.00,3796.43,5403.19,1188.99
Request Latency (ms),666476.81,653710.57,679940.09,10663629.02,653951.85,654916.96,656168.57,660102.98,665964.83,672910.90,677328.16,678674.80,679687.03,8012.56
Time to First Output Token (ms),4883.61,1411.23,11586.29,78137.70,1592.51,2317.66,2751.62,3057.22,3573.48,6112.31,9428.32,10547.85,11378.60,2871.90
Time to First Token (ms),4883.61,1411.23,11586.29,78137.70,1592.51,2317.66,2751.62,3057.22,3573.48,6112.31,9428.32,10547.85,11378.60,2871.90
Time to Second Token (ms),364.10,62.36,580.43,5825.60,62.63,63.69,164.40,311.61,367.80,462.91,538.23,560.77,576.50,144.23
Tokens In Flight (tokens),99502.96,0.00,130960.00,,,,,,100328.00,,125104.00,128049.00,130376.00,19067.02
Usage Completion Tokens (tokens),8192.00,8192.00,8192.00,131072.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Usage Prompt Tokens (tokens),8192.00,8192.00,8192.00,131072.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Usage Total Tokens (tokens),16384.00,16384.00,16384.00,262144.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,16384.00,0.00

Metric,Value
Benchmark Duration (sec),1333.73
Input Token Throughput (tokens/sec),98.27
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),98.27
Request Count,16.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),131072.00
Total Output Tokens (tokens),131072.00
