Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),55.72,0.00,961.63,,,,,,55.72,,61.48,65.16,82.72,12.54
Active Decode Throughput Per User (tokens/sec/user),55.72,0.00,961.63,,,,,,55.72,,61.48,65.16,82.72,12.54
Active Prefill Throughput (tokens/sec),14524.95,14524.95,14524.95,,,,,,14524.95,,14524.95,14524.95,14524.95,0.00
Active Prefill Throughput Per User (tokens/sec/user),14524.95,14524.95,14524.95,,,,,,14524.95,,14524.95,14524.95,14524.95,0.00
Active Total Throughput (tokens/sec),111.23,55.72,14524.95,,,,,,55.72,,55.72,55.72,55.72,894.47
Credit-to-Start Latency (ms),1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,0.00
Decode Duration (ms),18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,18360.16,0.00
E2E Output Token Throughput (tokens/sec/user),55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.06
Effective Decode Throughput (tokens/sec),55.49,0.00,961.63,,,,,,55.70,,61.44,65.16,82.23,13.02
Effective Decode Throughput Per User (tokens/sec/user),55.49,0.00,961.63,,,,,,55.70,,61.44,65.16,82.23,13.02
Effective Latency (CO-aware) (ms),18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,18432.03,0.00
Effective Prefill Concurrency,0.00,0.00,1.00,,,,,,0.00,,0.00,0.00,0.00,0.06
Effective Prefill Throughput (tokens/sec),55.70,0.00,14524.95,,,,,,0.00,,0.00,0.00,0.00,897.78
Effective Prefill Throughput Per User (tokens/sec/user),55.70,0.00,14524.95,,,,,,0.00,,0.00,0.00,0.00,897.78
Effective Total Throughput (tokens/sec),111.19,0.00,14524.95,,,,,,55.72,,55.72,55.72,55.72,894.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,0.00
HTTP Connection Overhead (ms),1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,0.00
HTTP Data Sent (KB),4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,0.00
