Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),141.11,1.82,318.24,,,,,,141.57,,192.91,210.78,262.97,52.32
Active Decode Throughput Per User (tokens/sec/user),17.75,1.82,39.78,,,,,,17.70,,24.11,26.35,32.87,6.25
Active Prefill Throughput (tokens/sec),5998.36,754.53,9484.25,,,,,,6514.66,,9484.25,9484.25,9484.25,2320.78
Active Prefill Throughput Per User (tokens/sec/user),916.21,752.25,2969.58,,,,,,930.67,,1185.53,1185.53,1185.53,186.01
Active Total Throughput (tokens/sec),709.17,18.16,9484.25,,,,,,149.09,,149.09,6532.30,9484.25,1866.07
Credit-to-Start Latency (ms),2.68,1.37,5.51,21.41,1.40,1.48,1.60,1.72,2.12,2.95,4.74,5.12,5.43,1.38
Decode Duration (ms),6820.38,6674.65,7200.05,54563.07,6674.66,6674.72,6674.79,6674.91,6675.09,6994.19,7055.99,7128.02,7185.65,196.97
E2E Output Token Throughput (tokens/sec/user),17.35,17.35,17.36,138.83,17.35,17.35,17.35,17.35,17.35,17.35,17.36,17.36,17.36,0.00
Effective Concurrency,7.99,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.20
Effective Decode Concurrency,7.39,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.91
Effective Decode Throughput (tokens/sec),137.64,0.00,318.24,,,,,,141.23,,192.91,210.78,262.97,56.10
Effective Decode Throughput Per User (tokens/sec/user),17.32,0.00,39.78,,,,,,17.65,,24.11,26.35,32.87,6.75
Effective Latency (CO-aware) (ms),7378.80,7378.60,7379.09,59030.37,7378.61,7378.63,7378.66,7378.71,7378.76,7378.88,7378.95,7379.02,7379.07,0.14
Effective Prefill Concurrency,0.60,0.00,8.00,,,,,,0.00,,0.00,7.00,8.00,1.90
Effective Prefill Throughput (tokens/sec),571.16,0.00,9484.25,,,,,,0.00,,0.00,6514.66,9484.25,1900.70
Effective Prefill Throughput Per User (tokens/sec/user),87.24,0.00,2969.58,,,,,,0.00,,0.00,930.67,1185.53,274.98
Effective Total Throughput (tokens/sec),708.80,0.00,9484.25,,,,,,149.09,,149.09,6532.30,9484.25,1865.66
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,127.75,127.00,128.00,1022.00,127.00,127.00,127.00,127.75,128.00,128.00,128.00,128.00,128.00,0.43
HTTP Chunks Sent,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),10.12,6.89,13.43,80.95,6.89,6.89,6.89,7.28,10.26,12.88,13.10,13.26,13.40,2.63
HTTP Connection Overhead (ms),10.12,6.89,13.43,80.95,6.89,6.89,6.89,7.28,10.26,12.88,13.10,13.26,13.40,2.63
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),36.58,36.33,36.69,292.68,36.34,36.35,36.37,36.56,36.66,36.67,36.68,36.68,36.68,0.13
HTTP Data Sent (KB),2.39,2.05,2.54,19.14,2.07,2.13,2.20,2.28,2.48,2.51,2.52,2.53,2.54,0.16
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),7375.85,7372.80,7377.23,59006.80,7372.89,7373.26,7373.72,7375.50,7376.59,7376.75,7376.91,7377.07,7377.19,1.46
HTTP Receiving (ms),6820.41,6674.66,7200.07,54563.24,6674.67,6674.74,6674.81,6674.93,6675.12,6994.20,7056.01,7128.04,7185.67,196.97
HTTP Sending (ms),10.69,7.44,13.91,85.49,7.44,7.44,7.44,7.86,10.84,13.46,13.71,13.81,13.89,2.63
HTTP Total Time (ms),7385.97,7382.44,7390.12,59087.74,7382.52,7382.86,7383.27,7383.66,7384.81,7388.97,7389.65,7389.89,7390.07,2.81
HTTP Waiting (TTFB) (ms),544.76,169.16,687.91,4358.07,183.57,241.23,313.30,375.10,687.62,687.73,687.90,687.90,687.91,193.93
Input Sequence Length (tokens),527.00,527.00,527.00,4216.00,527.00,527.00,527.00,527.00,527.00,527.00,527.00,527.00,527.00,0.00
Inter Chunk Latency (ms),53.81,22.98,548.38,54563.07,27.49,35.98,38.12,43.14,54.61,58.25,61.74,64.02,221.46,27.78
Inter Token Latency (ms),53.70,52.56,56.69,429.63,52.56,52.56,52.56,52.56,52.56,55.07,55.56,56.13,56.58,1.55
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.00,128.00,128.00,1024.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Count (tokens),128.00,128.00,128.00,1024.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Throughput Per User (tokens/sec/user),18.64,17.64,19.03,149.09,17.68,17.82,18.00,18.16,19.03,19.03,19.03,19.03,19.03,0.53
Prefill Throughput Per User (tokens/sec/user),1185.53,750.88,2969.58,9484.25,750.88,750.88,750.89,751.27,754.05,1376.66,1854.62,2412.10,2858.09,724.10
Request Latency (ms),7376.12,7373.09,7377.52,59008.96,7373.18,7373.55,7374.00,7375.76,7376.86,7377.00,7377.17,7377.34,7377.48,1.45
