Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1352.18,0.09,125553.68,,,,,,2016.41,,2701.27,2875.72,3449.61,1330.55
Active Decode Throughput Per User (tokens/sec/user),5.32,0.09,490.44,,,,,,7.88,,10.55,11.23,13.48,5.16
Active Prefill Throughput (tokens/sec),6159.55,14.28,43972.19,,,,,,4336.91,,8673.27,16499.89,38877.45,5462.55
Active Prefill Throughput Per User (tokens/sec/user),19.43,14.28,681.17,,,,,,16.87,,24.88,38.37,76.23,10.65
Active Total Throughput (tokens/sec),6657.37,9.16,43972.19,,,,,,6163.99,,8654.77,15235.88,30015.51,5175.47
Credit-to-Start Latency (ms),8.82,0.46,32.51,9032.70,0.67,1.09,1.66,3.36,5.93,14.07,18.80,20.83,26.82,6.87
Decode Duration (ms),18433.26,12934.04,24418.98,18875656.08,12941.64,13275.94,13858.32,15771.08,18616.70,21406.11,22984.10,23560.34,23907.69,3246.54
E2E Output Token Throughput (tokens/sec/user),3.26,2.60,5.21,3333.42,2.60,2.60,2.60,2.61,2.61,3.26,5.20,5.20,5.20,1.12
Effective Concurrency,447.27,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,111.40
Effective Decode Concurrency,192.04,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,84.52
Effective Decode Throughput (tokens/sec),1323.10,0.00,125553.68,,,,,,1951.15,,2695.38,2865.63,3449.61,1330.70
Effective Decode Throughput Per User (tokens/sec/user),5.21,0.00,490.44,,,,,,7.62,,10.53,11.19,13.48,5.17
Effective Latency (CO-aware) (ms),42940.53,24586.39,49250.12,43971107.74,24600.75,24615.08,24625.04,42787.88,48959.31,49116.02,49220.72,49236.04,49244.41,10543.35
Effective Prefill Concurrency,255.23,0.00,512.00,,,,,,256.00,,448.00,480.00,512.00,139.68
Effective Prefill Throughput (tokens/sec),5334.08,0.00,43972.19,,,,,,4336.35,,8348.05,14667.53,29919.29,5499.42
Effective Prefill Throughput Per User (tokens/sec/user),16.83,0.00,681.17,,,,,,16.87,,21.54,35.43,60.57,11.92
Effective Total Throughput (tokens/sec),6657.19,0.00,43972.19,,,,,,6163.99,,8654.77,15235.88,30015.51,5175.51
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,127.98,127.00,128.00,131056.00,127.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.12
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),29.65,0.00,145.83,30361.15,0.00,0.00,0.00,0.00,27.43,52.34,80.49,84.05,89.80,32.53
HTTP Connection Overhead (ms),29.65,0.00,145.83,30361.15,0.00,0.00,0.00,0.00,27.43,52.34,80.49,84.05,89.80,32.53
HTTP Connection Reused (ratio),0.49,0.00,1.00,504.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),32.00,31.65,32.19,32770.67,31.83,31.92,31.94,31.97,32.01,32.04,32.06,32.08,32.13,0.06
HTTP Data Sent (KB),2.34,2.00,2.60,2395.29,2.09,2.18,2.22,2.28,2.34,2.40,2.45,2.48,2.56,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),42931.65,24585.28,49245.26,43962014.68,24597.29,24610.94,24620.86,42772.54,48955.15,49110.82,49215.90,49228.93,49236.98,10540.16
HTTP Receiving (ms),18433.25,12934.04,24418.97,18875652.56,12941.64,13275.94,13858.33,15771.08,18616.69,21406.11,22984.09,23560.33,23907.69,3246.55
HTTP Sending (ms),29.76,0.05,146.00,30475.97,0.06,0.06,0.07,0.10,27.55,52.49,80.57,84.19,89.94,32.53
HTTP Total Time (ms),42961.30,24589.87,49286.87,43992375.83,24625.57,24647.42,24662.04,42784.56,49000.32,49135.06,49232.97,49246.15,49273.82,10531.98
HTTP Waiting (TTFB) (ms),24468.64,181.07,35937.22,25055886.15,885.74,3007.98,5136.26,21734.30,28855.63,32334.18,34535.59,35247.73,35934.52,11088.70
Input Sequence Length (tokens),512.00,512.00,512.00,524288.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),145.15,0.00,11405.31,18875656.08,54.01,72.74,86.10,95.22,102.39,109.44,124.45,136.44,199.11,557.40
Inter Token Latency (ms),145.14,101.84,192.28,148627.21,101.90,104.53,109.12,124.18,146.59,168.55,180.98,185.51,188.25,25.56
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.00,128.00,128.00,131072.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Count (tokens),128.00,128.00,128.00,131072.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Throughput Per User (tokens/sec/user),7.12,5.20,9.82,7286.97,5.31,5.39,5.53,5.93,6.82,8.05,9.16,9.57,9.81,1.30
Prefill Throughput Per User (tokens/sec/user),51.41,14.21,2822.20,52645.46,14.22,14.49,14.79,15.83,17.73,26.42,98.94,168.29,559.49,138.70
Request Latency (ms),42931.71,24585.33,49245.33,43962075.04,24597.33,24611.02,24620.95,42772.58,48955.20,49110.89,49215.96,49228.98,49237.05,10540.16
Time to First Output Token (ms),24498.46,181.42,36020.03,25086418.96,915.12,3042.35,5174.92,21746.13,28871.82,32353.61,34613.69,35329.22,36014.66,11082.14
Time to First Token (ms),24498.46,181.42,36020.03,25086418.96,915.12,3042.35,5174.92,21746.13,28871.82,32353.61,34613.69,35329.22,36014.66,11082.14
Time to Second Token (ms),5472.02,103.55,11405.31,5603346.67,106.53,136.89,811.08,2859.76,5716.49,8537.11,10029.39,10668.60,10923.48,3287.63
Tokens In Flight (tokens),238015.46,0.00,294656.99,,,,,,262320.00,,286975.75,290815.87,293924.97,58062.72
Usage Completion Tokens (tokens),128.00,128.00,128.00,131072.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Usage Prompt Tokens (tokens),512.00,512.00,512.00,524288.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Usage Total Tokens (tokens),640.00,640.00,640.00,655360.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,0.00

Metric,Value
Benchmark Duration (sec),98.29
Input Token Throughput (tokens/sec),5334.08
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),1333.52
Request Count,1024.00
Request Throughput (requests/sec),10.42
Total Input Sequence Length (tokens),524288.00
Total Output Sequence Length (tokens),131072.00
Total Output Tokens (tokens),131072.00
Total Token Throughput (tokens/sec),6667.60
Total Usage Completion Tokens (tokens),131072.00
Total Usage Prompt Tokens (tokens),524288.00
Total Usage Total Tokens (tokens),655360.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
