Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),379.91,0.00,63432.62,,,,,,406.95,,461.21,483.33,650.82,191.37
Active Decode Throughput Per User (tokens/sec/user),54.51,0.00,31716.31,,,,,,53.41,,62.07,73.69,121.10,31.52
Active Prefill Throughput (tokens/sec),376.08,47.01,711.17,,,,,,335.98,,711.17,711.17,711.17,207.49
Active Prefill Throughput Per User (tokens/sec/user),61.76,47.01,130.16,,,,,,56.00,,88.90,88.90,88.90,16.06
Active Total Throughput (tokens/sec),414.33,52.52,711.17,,,,,,431.74,,431.74,447.23,711.17,83.00
Credit-to-Start Latency (ms),2.23,1.06,8.35,17.80,1.06,1.07,1.08,1.11,1.22,1.86,3.83,6.09,7.90,2.34
Decode Duration (ms),152067.52,135366.25,160866.36,1216540.19,135779.10,137430.51,139494.76,149656.50,155456.86,156888.06,160076.18,160471.27,160787.35,8441.20
E2E Output Token Throughput (tokens/sec/user),49.10,46.09,58.03,392.77,46.10,46.13,46.16,46.78,47.27,49.85,53.60,55.82,57.59,3.80
Effective Concurrency,7.54,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.15
Effective Decode Concurrency,6.84,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.13
Effective Decode Throughput (tokens/sec),368.21,0.00,63432.62,,,,,,404.77,,460.16,482.79,637.13,199.51
Effective Decode Throughput Per User (tokens/sec/user),52.83,0.00,31716.31,,,,,,53.22,,61.94,73.00,118.41,32.43
Effective Latency (CO-aware) (ms),167558.86,140836.50,177725.23,1340470.87,142041.94,146863.68,152890.87,164264.74,173080.21,174958.20,177301.69,177513.46,177682.88,11764.60
Effective Prefill Concurrency,0.70,0.00,8.00,,,,,,0.00,,3.00,6.00,8.00,1.96
Effective Prefill Throughput (tokens/sec),46.09,0.00,711.17,,,,,,0.00,,141.03,335.98,711.17,143.13
Effective Prefill Throughput Per User (tokens/sec/user),7.57,0.00,130.16,,,,,,0.00,,47.01,56.00,88.90,21.02
Effective Total Throughput (tokens/sec),414.30,0.00,711.17,,,,,,431.74,,431.74,447.23,711.17,83.06
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2400.12,2087.00,2527.00,19201.00,2095.89,2131.45,2175.90,2367.75,2465.50,2509.75,2518.60,2522.80,2526.16,151.11
HTTP Chunks Sent,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),19.78,0.00,22.84,158.21,1.55,7.74,15.48,22.33,22.61,22.82,22.83,22.83,22.83,7.48
