Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),55.65,0.00,12673.64,,,,,,55.43,,61.68,65.03,74.35,27.00
Active Decode Throughput Per User (tokens/sec/user),55.65,0.00,12673.64,,,,,,55.43,,61.68,65.03,74.35,27.00
Active Prefill Throughput (tokens/sec),16773.64,16773.64,16773.64,,,,,,16773.64,,16773.64,16773.64,16773.64,0.00
Active Prefill Throughput Per User (tokens/sec/user),16773.64,16773.64,16773.64,,,,,,16773.64,,16773.64,16773.64,16773.64,0.00
Active Total Throughput (tokens/sec),111.14,55.65,16773.64,,,,,,55.65,,55.65,55.65,55.65,961.60
Credit-to-Start Latency (ms),1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.00
Decode Duration (ms),18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,18383.90,0.00
E2E Output Token Throughput (tokens/sec/user),55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.06
Effective Decode Throughput (tokens/sec),55.45,0.00,12673.64,,,,,,55.42,,61.68,65.03,74.35,27.16
Effective Decode Throughput Per User (tokens/sec/user),55.45,0.00,12673.64,,,,,,55.42,,61.68,65.03,74.35,27.16
Effective Latency (CO-aware) (ms),18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,18446.38,0.00
Effective Prefill Concurrency,0.00,0.00,1.00,,,,,,0.00,,0.00,0.00,0.00,0.06
Effective Prefill Throughput (tokens/sec),55.66,0.00,16773.64,,,,,,0.00,,0.00,0.00,0.00,964.66
Effective Prefill Throughput Per User (tokens/sec/user),55.66,0.00,16773.64,,,,,,0.00,,0.00,0.00,0.00,964.66
Effective Total Throughput (tokens/sec),111.11,0.00,16773.64,,,,,,55.65,,55.65,55.65,55.65,961.46
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,0.00
HTTP Connection Overhead (ms),1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,1.30,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,250.79,0.00
HTTP Data Sent (KB),4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,0.00
