Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),165.48,0.00,3217.00,,,,,,165.89,,236.10,305.36,347.37,78.60
Active Decode Throughput Per User (tokens/sec/user),78.70,0.00,1072.33,,,,,,74.88,,112.39,127.74,178.81,32.27
Active Prefill Throughput (tokens/sec),2188.19,547.05,4574.91,,,,,,1296.60,,4574.91,4574.91,4574.91,1547.80
Active Prefill Throughput Per User (tokens/sec/user),784.34,547.05,1143.73,,,,,,648.30,,1143.73,1143.73,1143.73,230.24
Active Total Throughput (tokens/sec),1290.99,75.35,4574.91,,,,,,767.46,,4574.91,4574.91,4574.91,1503.87
Credit-to-Start Latency (ms),1.28,1.23,1.32,5.12,1.23,1.24,1.24,1.26,1.28,1.31,1.32,1.32,1.32,0.03
Decode Duration (ms),13930.64,12184.83,15308.36,55722.56,12226.50,12393.18,12601.52,13226.57,14114.68,14818.76,15112.52,15210.44,15288.78,1183.09
E2E Output Token Throughput (tokens/sec/user),46.32,35.87,63.89,185.28,35.99,36.49,37.12,38.98,42.76,50.10,58.37,61.13,63.33,10.70
Effective Concurrency,3.25,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.01
Effective Decode Concurrency,1.95,0.00,4.00,,,,,,2.00,,3.00,3.00,4.00,1.13
Effective Decode Throughput (tokens/sec),143.27,0.00,3217.00,,,,,,138.83,,232.73,290.83,345.22,92.36
Effective Decode Throughput Per User (tokens/sec/user),68.14,0.00,1072.33,,,,,,71.78,,110.74,125.17,175.80,40.26
Effective Latency (CO-aware) (ms),23168.92,16021.45,28552.03,92675.68,16216.15,16994.96,17968.47,20889.00,24051.10,26331.02,27663.63,28107.83,28463.19,4646.54
Effective Prefill Concurrency,1.29,0.00,4.00,,,,,,1.00,,4.00,4.00,4.00,1.48
Effective Prefill Throughput (tokens/sec),1147.56,0.00,4574.91,,,,,,547.05,,4574.91,4574.91,4574.91,1565.43
Effective Prefill Throughput Per User (tokens/sec/user),411.33,0.00,1143.73,,,,,,547.05,,1143.73,1143.73,1143.73,425.71
Effective Total Throughput (tokens/sec),1290.83,0.00,4574.91,,,,,,767.46,,4574.91,4574.91,4574.91,1503.85
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,293.00,192.00,383.00,1172.00,194.58,204.90,217.80,256.50,298.50,335.00,363.80,373.40,381.08,69.29
HTTP Chunks Sent,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),15.32,0.00,20.47,61.27,0.61,3.06,6.11,15.28,20.40,20.44,20.45,20.46,20.47,8.84
HTTP Connection Overhead (ms),15.32,0.00,20.47,61.27,0.61,3.06,6.11,15.28,20.40,20.44,20.45,20.46,20.47,8.84
HTTP Connection Reused (ratio),0.25,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.25,0.70,0.85,0.97,0.43
HTTP Data Received (KB),125.11,121.37,129.98,500.43,121.38,121.46,121.55,121.83,124.54,127.82,129.12,129.55,129.89,3.59
HTTP Data Sent (KB),33.56,30.82,34.55,134.22,30.93,31.36,31.90,33.51,34.43,34.47,34.52,34.53,34.54,1.58
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),23167.45,16020.05,28550.51,92669.80,16214.74,16993.54,17967.04,20887.52,24049.62,26329.55,27662.13,28106.32,28461.67,4646.50
HTTP Receiving (ms),13935.55,12192.01,15313.97,55742.22,12233.53,12399.61,12607.22,13230.02,14118.12,14823.65,15117.84,15215.91,15294.36,1182.62
