Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),299.63,0.00,85842.10,,,,,,270.66,,453.36,504.71,591.84,113.97
Active Decode Throughput Per User (tokens/sec/user),4.69,0.00,1341.28,,,,,,4.23,,7.09,7.89,9.26,1.77
Active Prefill Throughput (tokens/sec),2476.86,94.47,27412.34,,,,,,1416.99,,4130.27,8545.38,20381.85,3455.04
Active Prefill Throughput Per User (tokens/sec/user),221.15,94.47,4832.14,,,,,,189.82,,354.39,467.62,582.34,103.32
Active Total Throughput (tokens/sec),337.07,4.74,27412.34,,,,,,301.02,,301.02,301.02,1451.27,512.25
Credit-to-Start Latency (ms),16.42,0.79,97.50,2102.28,0.79,0.87,0.92,2.79,4.28,33.16,35.40,36.79,91.07,19.67
Decode Duration (ms),1743782.08,1727223.49,1762790.03,223204106.84,1727289.77,1729812.25,1730865.15,1734580.61,1743839.17,1753025.64,1756305.10,1756803.54,1760704.07,9758.92
E2E Output Token Throughput (tokens/sec/user),4.69,4.63,4.74,599.73,4.63,4.64,4.64,4.66,4.69,4.71,4.73,4.73,4.74,0.03
Effective Concurrency,63.96,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,1.24
Effective Decode Concurrency,63.78,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,2.43
Effective Decode Throughput (tokens/sec),299.61,0.00,85842.10,,,,,,270.65,,453.36,504.71,591.84,113.99
Effective Decode Throughput Per User (tokens/sec/user),4.69,0.00,1341.28,,,,,,4.23,,7.09,7.89,9.26,1.77
Effective Latency (CO-aware) (ms),1748511.96,1727436.63,1767739.82,223809530.60,1727826.46,1731580.83,1732604.92,1737874.17,1748308.65,1759204.42,1765254.56,1766013.61,1767551.98,11959.15
Effective Prefill Concurrency,0.17,0.00,64.00,,,,,,0.00,,0.00,0.00,7.00,2.09
Effective Prefill Throughput (tokens/sec),37.46,0.00,27412.34,,,,,,0.00,,0.00,0.00,1184.83,521.43
Effective Prefill Throughput Per User (tokens/sec/user),3.34,0.00,4832.14,,,,,,0.00,,0.00,0.00,167.20,29.83
Effective Total Throughput (tokens/sec),337.06,0.00,27412.34,,,,,,301.02,,301.02,301.02,1451.27,512.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,8157.30,8084.00,8164.00,1044135.00,8121.91,8154.00,8154.00,8155.00,8158.00,8161.00,8162.00,8163.00,8164.00,8.26
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),7.53,0.00,41.66,963.70,0.00,0.00,0.00,0.00,5.51,13.08,15.59,16.72,41.35,8.98
HTTP Connection Overhead (ms),7.53,0.00,41.66,963.70,0.00,0.00,0.00,0.00,5.51,13.08,15.59,16.72,41.35,8.98
HTTP Connection Reused (ratio),0.49,0.00,1.00,63.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),1890.19,1877.36,1915.73,241944.54,1881.14,1883.34,1884.70,1887.36,1890.27,1892.87,1894.79,1895.55,1898.83,4.52
HTTP Data Sent (KB),4.51,3.89,4.92,577.20,4.11,4.25,4.32,4.41,4.51,4.60,4.74,4.77,4.87,0.17
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1748495.45,1727435.16,1767712.12,223807418.07,1727825.07,1731549.78,1732594.30,1737870.30,1748305.54,1759200.99,1765251.38,1766010.26,1767525.25,11963.41
HTTP Receiving (ms),1743788.96,1727223.54,1762790.03,223204987.42,1727291.35,1729812.24,1730870.56,1734589.95,1743854.51,1753035.74,1756312.09,1756821.17,1760715.25,9760.49
HTTP Sending (ms),7.69,0.07,41.81,984.75,0.10,0.13,0.14,0.16,5.67,13.19,16.05,17.16,41.44,8.98
HTTP Total Time (ms),1748502.98,1727451.64,1767753.78,223808381.77,1727841.40,1731549.78,1732594.30,1737880.23,1748317.62,1759214.11,1765264.29,1766024.92,1767566.33,11965.91
HTTP Waiting (TTFB) (ms),4698.80,194.64,10797.01,601445.90,516.95,1215.43,1745.17,2812.78,4321.24,6172.99,8149.63,9460.72,10666.56,2486.35
Input Sequence Length (tokens),1024.00,1024.00,1024.00,131072.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Inter Chunk Latency (ms),213.53,0.00,3943.30,223204106.84,96.68,116.88,127.95,156.33,211.61,264.09,297.36,308.19,326.17,90.94
Inter Token Latency (ms),212.89,210.87,215.21,27249.92,210.88,211.18,211.31,211.77,212.90,214.02,214.42,214.48,214.96,1.19
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),8192.00,8192.00,8192.00,1048576.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Output Token Count (tokens),8192.00,8192.00,8192.00,1048576.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Output Token Throughput Per User (tokens/sec/user),4.70,4.65,4.74,601.27,4.65,4.66,4.66,4.67,4.70,4.72,4.73,4.74,4.74,0.03
Prefill Throughput Per User (tokens/sec/user),354.00,94.47,4832.14,45311.74,95.67,108.05,125.48,165.56,236.80,364.00,584.74,832.06,1989.65,488.32
Request Latency (ms),1748488.66,1727435.40,1767642.43,223806548.47,1727823.82,1731549.85,1732592.54,1737870.37,1748305.59,1759199.35,1765245.32,1765963.58,1767516.96,11961.49
Time to First Output Token (ms),4706.58,211.91,10838.87,602441.63,534.01,1230.69,1751.21,2813.33,4324.31,6185.21,8160.84,9477.27,10707.86,2488.78
Time to First Token (ms),4706.58,211.91,10838.87,602441.63,534.01,1230.69,1751.21,2813.33,4324.31,6185.21,8160.84,9477.27,10707.86,2488.78
Time to Second Token (ms),724.15,76.77,1995.32,92691.81,87.61,236.16,257.05,297.99,457.54,1129.25,1677.09,1808.35,1972.47,542.63
Tokens In Flight (tokens),369778.84,0.00,588750.36,,,,,,388574.86,,552774.93,570866.92,585173.27,145421.03
Usage Completion Tokens (tokens),8192.00,8192.00,8192.00,1048576.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Usage Prompt Tokens (tokens),1024.00,1024.00,1024.00,131072.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Total Tokens (tokens),9216.00,9216.00,9216.00,1179648.00,9216.00,9216.00,9216.00,9216.00,9216.00,9216.00,9216.00,9216.00,9216.00,0.00

Metric,Value
Benchmark Duration (sec),3499.37
Input Token Throughput (tokens/sec),37.46
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),299.64
Request Count,128.00
Request Throughput (requests/sec),0.04
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),1048576.00
Total Output Tokens (tokens),1048576.00
Total Token Throughput (tokens/sec),337.10
Total Usage Completion Tokens (tokens),1048576.00
Total Usage Prompt Tokens (tokens),131072.00
Total Usage Total Tokens (tokens),1179648.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
