Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.43,0.00,28974.70,,,,,,71.71,,82.79,88.78,137.08,121.14
Active Decode Throughput Per User (tokens/sec/user),71.43,0.00,28974.70,,,,,,71.71,,82.79,88.78,137.08,121.14
Active Prefill Throughput (tokens/sec),4557.73,4557.73,4557.73,,,,,,4557.73,,4557.73,4557.73,4557.73,0.00
Active Prefill Throughput Per User (tokens/sec/user),4557.73,4557.73,4557.73,,,,,,4557.73,,4557.73,4557.73,4557.73,0.00
Active Total Throughput (tokens/sec),140.92,71.43,4557.73,,,,,,71.43,,71.43,71.43,4557.73,554.01
Credit-to-Start Latency (ms),1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.00
Decode Duration (ms),14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,14322.08,0.00
E2E Output Token Throughput (tokens/sec/user),70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,70.39,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.98,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.12
Effective Decode Throughput (tokens/sec),70.30,0.00,28974.70,,,,,,71.59,,82.76,88.40,137.08,120.51
Effective Decode Throughput Per User (tokens/sec/user),70.30,0.00,28974.70,,,,,,71.59,,82.76,88.40,137.08,120.51
Effective Latency (CO-aware) (ms),14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,14548.52,0.00
Effective Prefill Concurrency,0.02,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.12
Effective Prefill Throughput (tokens/sec),70.57,0.00,4557.73,,,,,,0.00,,0.00,0.00,4557.73,562.73
Effective Prefill Throughput Per User (tokens/sec/user),70.57,0.00,4557.73,,,,,,0.00,,0.00,0.00,4557.73,562.73
Effective Total Throughput (tokens/sec),140.87,0.00,4557.73,,,,,,71.43,,71.43,71.43,4557.73,553.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,1005.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.00
HTTP Connection Overhead (ms),1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),286.77,286.77,286.77,286.77,286.77,286.77,286.77,286.77,286.77,286.77,286.77,286.77,286.77,0.00
HTTP Data Sent (KB),4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,14547.23,0.00
HTTP Receiving (ms),14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,14322.15,0.00
HTTP Sending (ms),1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,0.00
HTTP Total Time (ms),14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,14548.43,0.00
HTTP Waiting (TTFB) (ms),223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,0.00
Input Sequence Length (tokens),1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,0.00
Inter Chunk Latency (ms),14.00,0.00,151.61,14322.08,0.00,5.97,10.83,12.89,13.93,14.86,16.50,19.31,34.82,6.70
Inter Token Latency (ms),14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,0.00
Prefill Throughput Per User (tokens/sec/user),4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,4557.72,0.00
Request Latency (ms),14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,14547.41,0.00
Time to First Output Token (ms),225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,0.00
Time to First Token (ms),225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,0.00
Time to Second Token (ms),11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.56,0.00
Tokens In Flight (tokens),1530.63,0.00,2051.00,,,,,,1531.00,,1946.00,1999.00,2040.00,301.38
