Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),49.07,0.00,27639.88,,,,,,49.26,,54.74,57.73,78.23,88.47
Active Decode Throughput Per User (tokens/sec/user),49.07,0.00,27639.88,,,,,,49.26,,54.74,57.73,78.23,88.47
Active Prefill Throughput (tokens/sec),62.09,62.09,62.09,,,,,,62.09,,62.09,62.09,62.09,0.00
Active Prefill Throughput Per User (tokens/sec/user),62.09,62.09,62.09,,,,,,62.09,,62.09,62.09,62.09,0.00
Active Total Throughput (tokens/sec),54.83,49.07,62.09,,,,,,49.07,,62.09,62.09,62.09,6.47
Credit-to-Start Latency (ms),1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,0.00
Decode Duration (ms),20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,20848.58,0.00
E2E Output Token Throughput (tokens/sec/user),27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,27.39,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.56,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.50
Effective Decode Throughput (tokens/sec),27.36,0.00,27639.88,,,,,,40.29,,52.77,55.10,67.93,70.41
Effective Decode Throughput Per User (tokens/sec/user),27.36,0.00,27639.88,,,,,,40.29,,52.77,55.10,67.93,70.41
Effective Latency (CO-aware) (ms),37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,37390.52,0.00
Effective Prefill Concurrency,0.44,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.50
Effective Prefill Throughput (tokens/sec),27.46,0.00,62.09,,,,,,0.00,,62.09,62.09,62.09,30.84
Effective Prefill Throughput Per User (tokens/sec/user),27.46,0.00,62.09,,,,,,0.00,,62.09,62.09,62.09,30.84
Effective Total Throughput (tokens/sec),54.82,0.00,62.09,,,,,,49.07,,62.09,62.09,62.09,6.50
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,1009.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.00
HTTP Connection Overhead (ms),0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
