Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),77.63,3.08,21339.54,,,,,,78.25,,86.85,92.38,111.53,43.32
Active Decode Throughput Per User (tokens/sec/user),38.83,3.08,10669.77,,,,,,39.12,,43.43,46.19,55.76,21.63
Active Prefill Throughput (tokens/sec),6320.20,3160.10,9076.07,,,,,,9076.07,,9076.07,9076.07,9076.07,2951.07
Active Prefill Throughput Per User (tokens/sec/user),3896.15,3160.10,4538.03,,,,,,4538.03,,4538.03,4538.03,4538.03,687.36
Active Total Throughput (tokens/sec),230.23,39.26,9076.07,,,,,,78.08,,78.08,78.08,9076.07,1066.90
Credit-to-Start Latency (ms),1.22,1.19,1.26,2.44,1.19,1.19,1.19,1.21,1.22,1.24,1.25,1.25,1.26,0.03
Decode Duration (ms),26205.50,26054.37,26356.64,52411.01,26057.39,26069.48,26084.59,26129.94,26205.50,26281.07,26326.42,26341.53,26353.62,151.14
E2E Output Token Throughput (tokens/sec/user),38.35,38.35,38.35,76.69,38.35,38.35,38.35,38.35,38.35,38.35,38.35,38.35,38.35,0.00
Effective Concurrency,2.00,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.03
Effective Decode Concurrency,1.96,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.25
Effective Decode Throughput (tokens/sec),76.60,0.00,21339.54,,,,,,78.14,,86.80,91.97,111.53,43.94
Effective Decode Throughput Per User (tokens/sec/user),38.32,0.00,10669.77,,,,,,39.07,,43.40,45.99,55.76,21.94
Effective Latency (CO-aware) (ms),26704.59,26704.52,26704.65,53409.17,26704.52,26704.53,26704.53,26704.55,26704.59,26704.62,26704.64,26704.64,26704.65,0.07
Effective Prefill Concurrency,0.04,0.00,2.00,,,,,,0.00,,0.00,0.00,2.00,0.25
Effective Prefill Throughput (tokens/sec),153.58,0.00,9076.07,,,,,,0.00,,0.00,0.00,9076.07,1076.44
Effective Prefill Throughput Per User (tokens/sec/user),94.68,0.00,4538.03,,,,,,0.00,,0.00,0.00,4538.03,609.42
Effective Total Throughput (tokens/sec),230.19,0.00,9076.07,,,,,,78.08,,78.08,78.08,9076.07,1066.80
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1019.00,1019.00,1019.00,2038.00,1019.00,1019.00,1019.00,1019.00,1019.00,1019.00,1019.00,1019.00,1019.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),5.14,5.14,5.15,10.29,5.14,5.14,5.14,5.14,5.14,5.15,5.15,5.15,5.15,0.01
HTTP Connection Overhead (ms),5.14,5.14,5.15,10.29,5.14,5.14,5.14,5.14,5.14,5.15,5.15,5.15,5.15,0.01
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),255.41,254.96,255.86,510.81,254.97,255.00,255.05,255.18,255.41,255.63,255.77,255.81,255.85,0.45
HTTP Data Sent (KB),8.25,8.02,8.47,16.49,8.03,8.04,8.07,8.13,8.25,8.36,8.42,8.45,8.46,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),26703.19,26703.16,26703.21,53406.37,26703.16,26703.17,26703.17,26703.18,26703.19,26703.20,26703.20,26703.21,26703.21,0.02
HTTP Receiving (ms),26205.52,26054.39,26356.66,52411.05,26057.42,26069.51,26084.62,26129.96,26205.52,26281.09,26326.43,26341.54,26353.63,151.13
HTTP Sending (ms),5.57,5.55,5.58,11.13,5.55,5.55,5.55,5.56,5.57,5.57,5.58,5.58,5.58,0.02
HTTP Total Time (ms),26708.33,26708.30,26708.36,53416.66,26708.30,26708.31,26708.31,26708.32,26708.33,26708.34,26708.35,26708.36,26708.36,0.03
HTTP Waiting (TTFB) (ms),492.10,340.96,643.23,984.19,343.98,356.07,371.19,416.53,492.10,567.66,613.01,628.12,640.21,151.14
Input Sequence Length (tokens),2051.00,2051.00,2051.00,4102.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,0.00
Inter Chunk Latency (ms),25.62,0.00,325.91,52411.01,8.24,20.64,22.39,24.17,25.41,26.74,28.28,30.51,38.30,8.56
Inter Token Latency (ms),25.62,25.47,25.76,51.23,25.47,25.48,25.50,25.54,25.62,25.69,25.73,25.75,25.76,0.15
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,2048.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,2048.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),39.04,38.81,39.26,78.08,38.82,38.84,38.86,38.93,39.04,39.15,39.22,39.24,39.26,0.23
Prefill Throughput Per User (tokens/sec/user),4538.03,3160.10,5915.96,9076.07,3187.66,3297.90,3435.69,3849.07,4538.03,5227.00,5640.38,5778.17,5888.41,1377.93
Request Latency (ms),26703.36,26703.33,26703.40,53406.73,26703.33,26703.34,26703.34,26703.35,26703.36,26703.38,26703.39,26703.39,26703.39,0.03
Time to First Output Token (ms),497.86,346.69,649.03,995.72,349.71,361.81,376.92,422.27,497.86,573.44,618.80,633.91,646.01,151.17
Time to First Token (ms),497.86,346.69,649.03,995.72,349.71,361.81,376.92,422.27,497.86,573.44,618.80,633.91,646.01,151.17
Time to Second Token (ms),174.91,23.90,325.91,349.81,26.92,39.00,54.10,99.40,174.91,250.41,295.71,310.81,322.89,151.01
Tokens In Flight (tokens),5109.23,0.00,6149.00,,,,,,5114.00,,5946.00,6048.00,6130.00,609.46
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,2048.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Tokens (tokens),2051.00,2051.00,2051.00,4102.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,0.00
Usage Total Tokens (tokens),3075.00,3075.00,3075.00,6150.00,3075.00,3075.00,3075.00,3075.00,3075.00,3075.00,3075.00,3075.00,3075.00,0.00

Metric,Value
Benchmark Duration (sec),26.70
Input Token Throughput (tokens/sec),153.58
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),76.68
Request Count,2.00
Request Throughput (requests/sec),0.07
Total Input Sequence Length (tokens),4102.00
Total Output Sequence Length (tokens),2048.00
Total Output Tokens (tokens),2048.00
Total Token Throughput (tokens/sec),230.26
Total Usage Completion Tokens (tokens),2048.00
Total Usage Prompt Tokens (tokens),4102.00
Total Usage Total Tokens (tokens),6150.00
