Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),534.90,0.00,15216.04,,,,,,597.13,,668.10,689.23,910.56,255.24
Active Decode Throughput Per User (tokens/sec/user),46.30,0.00,1074.77,,,,,,41.06,,59.00,89.88,131.70,24.18
Active Prefill Throughput (tokens/sec),319.04,19.94,830.47,,,,,,254.57,,830.47,830.47,830.47,229.47
Active Prefill Throughput Per User (tokens/sec/user),28.81,19.94,80.09,,,,,,25.46,,51.90,51.90,51.90,9.55
Active Total Throughput (tokens/sec),588.30,41.27,830.47,,,,,,626.93,,677.00,677.00,830.47,141.94
Credit-to-Start Latency (ms),2.58,1.14,7.50,41.27,1.15,1.19,1.21,1.28,1.63,3.77,4.62,5.37,7.08,1.79
Decode Duration (ms),193892.47,163165.47,222871.48,3102279.57,164789.24,171284.33,177974.75,188278.70,191561.96,202105.03,207359.95,211643.48,220625.88,13791.54
E2E Output Token Throughput (tokens/sec/user),36.62,32.79,48.40,585.98,32.90,33.36,33.61,33.74,35.06,36.79,42.75,46.28,47.97,4.34
Effective Concurrency,14.44,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.25
Effective Decode Concurrency,12.42,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,4.88
Effective Decode Throughput (tokens/sec),522.69,0.00,15216.04,,,,,,594.96,,666.99,688.78,906.46,264.66
Effective Decode Throughput Per User (tokens/sec/user),45.25,0.00,1074.77,,,,,,40.97,,58.61,88.06,131.08,24.89
Effective Latency (CO-aware) (ms),225523.20,168871.68,249802.75,3608371.17,170494.64,176986.49,192301.17,222255.15,230747.45,242691.63,243534.47,245347.96,248911.79,22629.22
Effective Prefill Concurrency,2.03,0.00,16.00,,,,,,0.00,,10.00,14.00,16.00,4.42
Effective Prefill Throughput (tokens/sec),65.58,0.00,830.47,,,,,,0.00,,254.57,470.62,830.47,165.67
Effective Prefill Throughput Per User (tokens/sec/user),5.92,0.00,80.09,,,,,,0.00,,25.46,33.62,51.90,12.42
Effective Total Throughput (tokens/sec),588.27,0.00,830.47,,,,,,626.93,,677.00,677.00,830.47,141.99
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2408.12,2078.00,2785.00,38530.00,2096.30,2169.50,2206.50,2300.75,2378.00,2526.50,2618.50,2675.50,2763.10,176.52
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),19.64,0.00,22.05,314.26,2.79,13.93,18.85,19.67,21.43,21.83,22.00,22.01,22.04,5.19
HTTP Connection Overhead (ms),19.64,0.00,22.05,314.26,2.79,13.93,18.85,19.67,21.43,21.83,22.00,22.01,22.04,5.19
HTTP Connection Reused (ratio),0.06,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.85,0.24
HTTP Data Received (KB),820.74,751.11,952.11,13131.76,752.79,759.48,766.40,780.85,799.73,873.26,879.12,898.15,941.32,54.54
HTTP Data Sent (KB),4.39,4.00,4.72,70.25,4.03,4.13,4.19,4.30,4.42,4.48,4.54,4.59,4.69,0.16
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),225520.40,168870.31,249800.36,3608326.34,170492.34,176980.46,192296.59,222252.67,230743.75,242689.77,243531.86,245346.22,248909.53,22629.68
HTTP Receiving (ms),193903.26,163175.82,222873.66,3102452.18,164798.89,171291.16,177979.56,188290.07,191587.54,202108.86,207363.31,211646.99,220628.33,13788.71
HTTP Sending (ms),20.10,0.19,22.54,321.52,3.01,14.27,19.27,20.06,21.92,22.34,22.49,22.51,22.54,5.26
HTTP Total Time (ms),225540.04,168892.36,249821.04,3608640.60,170511.08,176985.97,192307.59,222273.58,230764.21,242711.07,243552.72,245367.87,248930.40,22632.10
HTTP Waiting (TTFB) (ms),31597.04,5671.95,51331.37,505552.64,5674.26,5683.52,11180.16,19832.34,33990.94,42621.26,51331.14,51331.26,51331.35,15194.56
Input Sequence Length (tokens),1024.00,1024.00,1024.00,16384.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Inter Chunk Latency (ms),79.08,0.00,301.05,3102279.57,0.00,33.15,57.38,76.21,82.33,85.89,90.82,102.87,164.20,23.62
Inter Token Latency (ms),23.76,19.97,27.24,380.24,20.16,20.93,21.73,23.05,23.40,24.74,25.82,26.49,27.09,1.76
OSL Mismatch Diff % (%),-0.37,-4.30,-0.01,-5.88,-3.70,-1.31,-0.28,-0.17,-0.10,-0.03,-0.01,-0.01,-0.01,1.02
Output Sequence Length (tokens),8161.88,7840.00,8191.00,130590.00,7888.90,8084.50,8169.00,8178.00,8183.50,8189.25,8191.00,8191.00,8191.00,83.41
Output Token Count (tokens),6169.06,4360.00,7637.00,98705.00,4391.05,4515.25,4717.00,5505.25,6259.50,6947.25,7356.00,7542.50,7618.10,988.59
Output Token Throughput Per User (tokens/sec/user),42.32,36.72,50.08,677.04,36.92,37.76,38.74,40.43,42.74,43.38,46.04,47.82,49.63,3.21
