Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),136.11,0.00,35422.39,,,,,,145.46,,167.18,184.86,339.57,94.42
Active Decode Throughput Per User (tokens/sec/user),136.11,0.00,35422.39,,,,,,145.46,,167.18,184.86,339.57,94.42
Active Prefill Throughput (tokens/sec),415.31,415.31,415.31,,,,,,415.31,,415.31,415.31,415.31,0.00
Active Prefill Throughput Per User (tokens/sec/user),415.31,415.31,415.31,,,,,,415.31,,415.31,415.31,415.31,0.00
Active Total Throughput (tokens/sec),147.14,136.11,415.31,,,,,,136.11,,136.11,136.11,415.31,54.39
Credit-to-Start Latency (ms),1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,0.00
Decode Duration (ms),60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,60161.69,0.00
E2E Output Token Throughput (tokens/sec/user),130.75,130.75,130.75,130.75,130.75,130.75,130.75,130.75,130.75,130.75,130.75,130.75,130.75,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.96,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.20
Effective Decode Throughput (tokens/sec),130.70,0.00,35422.39,,,,,,144.85,,166.66,183.54,333.81,96.27
Effective Decode Throughput Per User (tokens/sec/user),130.70,0.00,35422.39,,,,,,144.85,,166.66,183.54,333.81,96.27
Effective Latency (CO-aware) (ms),62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,62642.21,0.00
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.19
Effective Prefill Throughput (tokens/sec),16.41,0.00,415.31,,,,,,0.00,,0.00,0.00,415.31,80.90
Effective Prefill Throughput Per User (tokens/sec/user),16.41,0.00,415.31,,,,,,0.00,,0.00,0.00,415.31,80.90
Effective Total Throughput (tokens/sec),147.11,0.00,415.31,,,,,,136.11,,136.11,136.11,415.31,54.42
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,2194.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,0.00
HTTP Connection Overhead (ms),9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),796.77,796.77,796.77,796.77,796.77,796.77,796.77,796.77,796.77,796.77,796.77,796.77,796.77,0.00
HTTP Data Sent (KB),4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,62640.82,0.00
HTTP Receiving (ms),60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,60165.80,0.00
HTTP Sending (ms),10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,0.00
HTTP Total Time (ms),62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,62650.66,0.00
HTTP Waiting (TTFB) (ms),2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,2464.73,0.00
Input Sequence Length (tokens),1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,1028.00,0.00
Inter Chunk Latency (ms),25.27,0.00,183.28,60161.69,0.00,0.00,6.57,22.53,24.79,26.42,29.75,37.97,125.84,18.55
Inter Token Latency (ms),7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,0.00
OSL Mismatch Diff % (%),-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,0.00
Output Sequence Length (tokens),8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,8190.00,0.00
Output Token Count (tokens),6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,6415.00,0.00
Output Token Throughput Per User (tokens/sec/user),136.12,136.12,136.12,136.12,136.12,136.12,136.12,136.12,136.12,136.12,136.12,136.12,136.12,0.00
Prefill Throughput Per User (tokens/sec/user),415.31,415.31,415.31,415.31,415.31,415.31,415.31,415.31,415.31,415.31,415.31,415.31,415.31,0.00
Reasoning Token Count (tokens),1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,1775.00,0.00
Request Latency (ms),62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,62636.97,0.00
Time to First Output Token (ms),19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,19189.53,0.00
Time to First Token (ms),2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,2475.28,0.00
