Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),828.08,0.00,76010.16,,,,,,1070.13,,1228.21,1299.27,2468.92,1086.57
Active Decode Throughput Per User (tokens/sec/user),13.03,0.00,1187.66,,,,,,16.72,,19.19,20.30,38.58,16.92
Active Prefill Throughput (tokens/sec),10475.24,152.86,23257.55,,,,,,9207.44,,22768.14,22768.14,23257.55,6858.78
Active Prefill Throughput Per User (tokens/sec/user),231.22,152.86,1249.76,,,,,,206.75,,355.75,355.75,363.40,68.52
Active Total Throughput (tokens/sec),3989.68,16.39,23257.55,,,,,,1014.00,,12391.25,16740.33,22768.14,5806.93
Credit-to-Start Latency (ms),3.18,0.45,7.75,406.81,0.53,0.78,1.07,1.86,3.29,4.09,5.23,6.44,7.11,1.62
Decode Duration (ms),8233.24,7031.02,10445.75,1053855.06,7031.34,7032.77,7033.67,7745.55,8444.17,9141.76,9470.47,9472.81,10099.56,850.47
E2E Output Token Throughput (tokens/sec/user),12.51,12.10,12.92,1601.09,12.10,12.10,12.10,12.11,12.51,12.90,12.91,12.91,12.92,0.40
Effective Concurrency,63.95,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,1.41
Effective Decode Concurrency,51.40,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,21.42
Effective Decode Throughput (tokens/sec),792.81,0.00,76010.16,,,,,,1059.49,,1223.07,1297.73,2468.92,1076.25
Effective Decode Throughput Per User (tokens/sec/user),12.47,0.00,1187.66,,,,,,16.55,,19.11,20.28,38.58,16.76
Effective Latency (CO-aware) (ms),10246.54,9912.83,10586.81,1311557.22,9913.05,9914.43,9916.17,9921.44,10247.06,10570.74,10579.79,10581.45,10584.56,325.66
Effective Prefill Concurrency,12.55,0.00,64.00,,,,,,0.00,,48.00,62.00,64.00,21.38
Effective Prefill Throughput (tokens/sec),3196.22,0.00,23257.55,,,,,,0.00,,12169.07,16715.87,22768.14,6133.45
Effective Prefill Throughput Per User (tokens/sec/user),70.55,0.00,1249.76,,,,,,0.00,,253.52,269.61,355.75,112.99
Effective Total Throughput (tokens/sec),3989.03,0.00,23257.55,,,,,,1014.00,,12391.25,16740.33,22768.14,5806.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.00,128.00,128.00,16384.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.80,0.00,17.49,870.77,0.00,0.00,0.00,0.00,5.60,13.18,14.65,16.07,16.56,6.88
HTTP Connection Overhead (ms),6.80,0.00,17.49,870.77,0.00,0.00,0.00,0.00,5.60,13.18,14.65,16.07,16.56,6.88
HTTP Connection Reused (ratio),0.50,0.00,1.00,64.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),32.01,31.65,32.16,4096.75,31.89,31.92,31.94,31.97,32.01,32.04,32.08,32.09,32.12,0.06
HTTP Data Sent (KB),2.33,2.08,2.58,298.74,2.09,2.17,2.22,2.27,2.34,2.39,2.47,2.50,2.53,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
