Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.72,0.00,47069.41,,,,,,72.12,,81.52,85.82,112.56,153.47
Active Decode Throughput Per User (tokens/sec/user),71.72,0.00,47069.41,,,,,,72.12,,81.52,85.82,112.56,153.47
Active Prefill Throughput (tokens/sec),1411.70,1411.70,1411.70,,,,,,1411.70,,1411.70,1411.70,1411.70,0.00
Active Prefill Throughput Per User (tokens/sec/user),1411.70,1411.70,1411.70,,,,,,1411.70,,1411.70,1411.70,1411.70,0.00
Active Total Throughput (tokens/sec),136.75,71.72,1411.70,,,,,,71.72,,71.72,71.72,1411.70,287.94
Credit-to-Start Latency (ms),1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,0.00
Decode Duration (ms),14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,14262.88,0.00
E2E Output Token Throughput (tokens/sec/user),68.31,68.31,68.31,68.31,68.31,68.31,68.31,68.31,68.31,68.31,68.31,68.31,68.31,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.95,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.22
Effective Decode Throughput (tokens/sec),68.22,0.00,47069.41,,,,,,71.84,,81.39,85.63,111.76,150.46
Effective Decode Throughput Per User (tokens/sec/user),68.22,0.00,47069.41,,,,,,71.84,,81.39,85.63,111.76,150.46
Effective Latency (CO-aware) (ms),14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,14991.46,0.00
Effective Prefill Concurrency,0.05,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.21
Effective Prefill Throughput (tokens/sec),68.49,0.00,1411.70,,,,,,0.00,,0.00,0.00,1411.70,303.30
Effective Prefill Throughput Per User (tokens/sec/user),68.49,0.00,1411.70,,,,,,0.00,,0.00,0.00,1411.70,303.30
Effective Total Throughput (tokens/sec),136.70,0.00,1411.70,,,,,,71.72,,71.72,71.72,1411.70,287.90
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,0.00
HTTP Connection Overhead (ms),1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),286.69,286.69,286.69,286.69,286.69,286.69,286.69,286.69,286.69,286.69,286.69,286.69,286.69,0.00
HTTP Data Sent (KB),4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
