Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),109.15,0.00,1265.63,,,,,,108.89,,124.47,135.65,208.92,31.39
Active Decode Throughput Per User (tokens/sec/user),109.15,0.00,1265.63,,,,,,108.89,,124.47,135.65,208.92,31.39
Active Prefill Throughput (tokens/sec),2438.94,2438.94,2438.94,,,,,,2438.94,,2438.94,2438.94,2438.94,0.00
Active Prefill Throughput Per User (tokens/sec/user),2438.94,2438.94,2438.94,,,,,,2438.94,,2438.94,2438.94,2438.94,0.00
Active Total Throughput (tokens/sec),209.00,109.15,2438.94,,,,,,109.15,,109.15,109.15,2438.94,471.88
Credit-to-Start Latency (ms),1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.00
Decode Duration (ms),75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,75042.22,0.00
E2E Output Token Throughput (tokens/sec/user),104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,104.49,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.96,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.20
Effective Decode Throughput (tokens/sec),104.45,0.00,1265.63,,,,,,108.35,,123.92,134.70,201.46,37.86
Effective Decode Throughput Per User (tokens/sec/user),104.45,0.00,1265.63,,,,,,108.35,,123.92,134.70,201.46,37.86
Effective Latency (CO-aware) (ms),78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,78406.30,0.00
Effective Prefill Concurrency,0.04,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.20
Effective Prefill Throughput (tokens/sec),104.52,0.00,2438.94,,,,,,0.00,,0.00,0.00,2438.94,493.95
Effective Prefill Throughput Per User (tokens/sec/user),104.52,0.00,2438.94,,,,,,0.00,,0.00,0.00,2438.94,493.95
Effective Total Throughput (tokens/sec),208.97,0.00,2438.94,,,,,,109.15,,109.15,109.15,2438.94,471.85
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,3001.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,0.00
HTTP Connection Overhead (ms),9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,9.23,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,1027.41,0.00
HTTP Data Sent (KB),34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,0.00
