Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1115.34,0.17,5282.17,,,,,,1590.27,,1925.14,2085.00,2914.03,884.35
Active Decode Throughput Per User (tokens/sec/user),8.78,0.17,41.27,,,,,,12.42,,15.04,16.29,22.77,6.85
Active Prefill Throughput (tokens/sec),11380.09,88.86,33462.97,,,,,,9552.56,,26514.40,30109.80,30109.80,8957.61
Active Prefill Throughput Per User (tokens/sec/user),136.69,88.84,915.08,,,,,,122.47,,210.43,235.23,261.43,50.93
Active Total Throughput (tokens/sec),5452.34,13.42,33462.97,,,,,,1429.62,,18226.13,26531.68,30109.80,7385.07
Credit-to-Start Latency (ms),6.59,0.55,17.80,1686.01,0.69,1.21,2.45,4.02,6.10,9.11,11.12,12.17,17.04,3.57
Decode Duration (ms),11719.41,9140.41,14770.86,3000169.54,9141.40,9147.99,9456.52,10378.30,11712.12,13052.95,13909.31,14301.01,14303.60,1611.72
E2E Output Token Throughput (tokens/sec/user),8.54,8.47,8.61,2187.05,8.48,8.49,8.49,8.49,8.54,8.60,8.60,8.60,8.60,0.05
Effective Concurrency,127.84,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,3.62
Effective Decode Concurrency,99.99,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,42.22
Effective Decode Throughput (tokens/sec),1083.56,0.00,5282.17,,,,,,1567.25,,1923.50,2060.72,2913.41,891.20
Effective Decode Throughput Per User (tokens/sec/user),8.53,0.00,41.27,,,,,,12.24,,15.03,16.10,22.76,6.90
Effective Latency (CO-aware) (ms),14989.89,14879.07,15115.44,3837411.68,14880.07,14886.16,14889.89,14893.37,14993.72,15080.46,15087.16,15089.28,15096.23,91.55
Effective Prefill Concurrency,27.85,0.00,128.00,,,,,,0.00,,102.00,126.00,128.00,42.10
Effective Prefill Throughput (tokens/sec),4368.37,0.00,33462.97,,,,,,0.00,,18062.80,26514.40,30109.80,7837.75
Effective Prefill Throughput Per User (tokens/sec/user),52.47,0.00,915.08,,,,,,0.00,,164.21,210.43,235.23,73.59
Effective Total Throughput (tokens/sec),5451.93,0.00,33462.97,,,,,,1429.62,,18226.13,26531.68,30109.80,7384.94
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.00,128.00,128.00,32768.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),21.18,0.00,82.21,5422.05,0.00,0.00,0.00,0.00,17.78,22.56,77.39,78.49,80.48,28.52
HTTP Connection Overhead (ms),21.18,0.00,82.21,5422.05,0.00,0.00,0.00,0.00,17.78,22.56,77.39,78.49,80.48,28.52
HTTP Connection Reused (ratio),0.49,0.00,1.00,126.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),32.00,31.81,32.18,8192.84,31.89,31.93,31.95,31.98,32.00,32.03,32.06,32.07,32.13,0.05
HTTP Data Sent (KB),2.34,2.07,2.58,599.99,2.09,2.20,2.23,2.29,2.34,2.40,2.46,2.49,2.53,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14983.22,14874.66,15114.16,3835704.73,14876.29,14882.59,14885.84,14888.96,14983.21,15074.67,15079.36,15083.22,15089.87,90.40
HTTP Receiving (ms),11719.41,9140.40,14770.85,3000169.63,9141.40,9147.99,9456.52,10378.29,11712.13,13052.95,13909.34,14301.00,14303.59,1611.72
HTTP Sending (ms),21.31,0.05,82.45,5455.37,0.06,0.07,0.08,0.10,17.88,22.67,77.50,78.63,80.63,28.53
HTTP Total Time (ms),15004.40,14876.57,15156.14,3841126.79,14897.36,14903.05,14906.26,14911.18,15024.27,15074.67,15079.42,15083.40,15112.05,74.78
HTTP Waiting (TTFB) (ms),3242.50,106.39,5691.41,830079.73,768.41,784.42,947.21,1971.93,3257.73,4503.10,5608.43,5683.95,5684.81,1596.68
Input Sequence Length (tokens),512.00,512.00,512.00,131072.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),92.28,14.73,5754.11,3000169.54,30.05,48.37,58.57,67.17,73.17,78.12,86.50,103.46,128.83,262.78
Inter Token Latency (ms),92.28,71.97,116.31,23623.38,71.98,72.03,74.46,81.72,92.22,102.78,109.52,112.61,112.63,12.69
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.00,128.00,128.00,32768.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Count (tokens),128.00,128.00,128.00,32768.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Throughput Per User (tokens/sec/user),11.05,8.60,13.89,2828.31,8.88,8.88,9.13,9.73,10.84,12.24,13.43,13.88,13.89,1.55
Prefill Throughput Per User (tokens/sec/user),248.33,88.78,4796.76,63572.76,88.80,88.93,91.29,112.41,157.39,261.73,528.27,652.53,666.06,348.45
Request Latency (ms),14983.30,14874.73,15114.23,3835725.67,14876.37,14882.65,14885.91,14889.01,14983.26,15074.72,15079.42,15083.26,15089.94,90.37
Time to First Output Token (ms),3263.89,106.74,5767.16,835556.13,768.70,784.64,969.20,1977.86,3268.49,4562.55,5608.55,5757.28,5765.54,1609.19
Time to First Token (ms),3263.89,106.74,5767.16,835556.13,768.70,784.64,969.20,1977.86,3268.49,4562.55,5608.55,5757.28,5765.54,1609.19
Time to Second Token (ms),2560.40,81.19,5754.11,655461.47,94.28,94.48,166.31,1275.31,2551.11,3833.28,4891.76,5028.09,5028.23,1613.56
Tokens In Flight (tokens),70655.63,0.00,81793.00,,,,,,68864.00,,79360.00,80512.00,81664.00,5799.57
Usage Completion Tokens (tokens),128.00,128.00,128.00,32768.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Usage Prompt Tokens (tokens),512.00,512.00,512.00,131072.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Usage Total Tokens (tokens),640.00,640.00,640.00,163840.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,0.00

Metric,Value
Benchmark Duration (sec),30.00
Input Token Throughput (tokens/sec),4368.37
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),1092.09
Request Count,256.00
Request Throughput (requests/sec),8.53
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),32768.00
Total Output Tokens (tokens),32768.00
Total Token Throughput (tokens/sec),5460.46
Total Usage Completion Tokens (tokens),32768.00
Total Usage Prompt Tokens (tokens),131072.00
Total Usage Total Tokens (tokens),163840.00
