Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),278.27,0.00,44366.38,,,,,,280.81,,395.44,455.19,630.08,126.15
Active Decode Throughput Per User (tokens/sec/user),48.86,0.00,44366.38,,,,,,45.06,,71.98,89.97,132.40,45.39
Active Prefill Throughput (tokens/sec),2548.38,79.64,10270.12,,,,,,1732.17,,5721.82,7849.69,10270.12,2386.48
Active Prefill Throughput Per User (tokens/sec/user),128.62,79.64,2420.44,,,,,,108.26,,197.30,253.22,320.94,54.58
Active Total Throughput (tokens/sec),2437.18,56.45,10270.12,,,,,,1639.81,,5908.90,7924.47,10270.12,2326.30
Credit-to-Start Latency (ms),4.00,1.25,8.99,128.15,1.27,1.38,1.48,1.82,3.77,5.65,7.29,7.76,8.64,2.23
Decode Duration (ms),22546.13,13666.53,27321.01,721476.18,14474.17,17288.01,18339.03,21378.41,23223.07,24498.41,25059.14,25632.15,26969.06,2869.56
E2E Output Token Throughput (tokens/sec/user),17.59,8.46,60.00,562.89,8.49,8.61,8.77,10.09,13.28,20.31,30.27,38.94,55.33,11.46
Effective Concurrency,19.98,0.00,32.00,,,,,,21.00,,32.00,32.00,32.00,9.44
Effective Decode Concurrency,5.97,0.00,9.00,,,,,,7.00,,8.00,8.00,8.00,2.10
Effective Decode Throughput (tokens/sec),270.48,0.00,44366.38,,,,,,277.01,,394.04,448.78,628.69,132.57
Effective Decode Throughput Per User (tokens/sec/user),47.49,0.00,44366.38,,,,,,44.73,,70.96,89.73,131.64,45.47
Effective Latency (CO-aware) (ms),75563.65,17052.47,120990.12,2418036.65,18824.39,26824.46,33886.08,50439.06,77135.23,101439.91,116759.70,118943.04,120562.12,31016.44
Effective Prefill Concurrency,14.02,0.00,32.00,,,,,,13.00,,29.00,31.00,32.00,10.34
Effective Prefill Throughput (tokens/sec),2166.62,0.00,10270.12,,,,,,1300.21,,5721.82,7849.69,10270.12,2381.02
Effective Prefill Throughput Per User (tokens/sec/user),109.36,0.00,2420.44,,,,,,100.02,,197.30,253.22,320.94,68.12
Effective Total Throughput (tokens/sec),2437.10,0.00,10270.12,,,,,,1639.81,,5908.90,7924.47,10270.12,2326.30
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,355.78,255.00,396.00,11385.00,263.37,290.25,315.10,339.75,365.50,377.00,389.70,396.00,396.00,32.57
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),24.59,0.00,30.69,786.85,5.28,18.63,22.09,23.75,25.30,27.43,27.63,29.32,30.31,5.20
HTTP Connection Overhead (ms),24.59,0.00,30.69,786.85,5.28,18.63,22.09,23.75,25.30,27.43,27.63,29.32,30.31,5.20
HTTP Connection Reused (ratio),0.03,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.17
HTTP Data Received (KB),130.14,111.48,144.59,4164.32,111.95,117.66,121.71,125.35,131.37,135.96,137.88,139.60,143.54,7.43
HTTP Data Sent (KB),33.80,30.82,35.06,1081.45,30.94,31.84,32.75,33.47,34.10,34.42,34.62,34.87,35.03,0.97
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),75559.37,17050.76,120988.21,2417899.97,18820.40,26817.74,33881.44,50436.63,77133.24,101436.04,116753.75,118935.84,120558.29,31015.98
HTTP Receiving (ms),22568.06,13666.58,27321.07,722178.06,14474.21,17289.10,18387.72,21433.59,23254.10,24537.37,25061.99,25636.68,26969.85,2871.40
HTTP Sending (ms),25.17,0.17,32.12,805.29,5.55,19.09,22.51,24.20,25.80,27.90,28.21,30.48,31.84,5.33
HTTP Total Time (ms),75583.96,17067.79,121017.42,2418686.82,18832.15,26830.29,33905.98,50463.52,77159.55,101462.51,116778.40,118960.26,120585.82,31018.17
HTTP Waiting (TTFB) (ms),52966.14,3366.65,102834.70,1694916.62,4334.04,8114.25,12605.94,28301.91,52375.78,78116.60,92708.47,97886.19,101878.41,29713.19
Input Sequence Length (tokens),8192.03,8192.00,8193.00,262145.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.69,0.17
Inter Chunk Latency (ms),59.01,0.00,288.00,721476.18,0.00,0.00,27.47,46.90,58.75,69.78,85.76,103.56,164.57,30.16
Inter Token Latency (ms),22.05,13.37,26.73,705.46,14.16,16.91,17.93,20.91,22.70,23.95,24.50,25.07,26.39,2.80
OSL Mismatch Diff % (%),-0.03,-0.29,0.10,-0.98,-0.23,-0.10,-0.10,-0.10,0.00,0.00,0.00,0.00,0.07,0.07
Output Sequence Length (tokens),1023.69,1021.00,1025.00,32758.00,1021.62,1023.00,1023.00,1023.00,1024.00,1024.00,1024.00,1024.00,1024.69,0.68
Output Token Count (tokens),215.88,21.00,452.00,1727.00,23.10,31.50,42.00,132.75,185.50,303.00,417.00,434.50,448.50,143.31
Output Token Throughput Per User (tokens/sec/user),46.28,37.41,74.78,1481.07,37.91,39.91,40.82,41.76,44.05,47.82,55.82,59.32,71.07,7.42
Prefill Throughput Per User (tokens/sec/user),320.94,79.64,2420.44,10270.12,80.40,83.69,88.35,104.86,156.44,290.07,651.81,1044.05,2061.55,454.47
Reasoning Token Count (tokens),969.72,569.00,1025.00,31031.00,585.12,693.60,821.10,1017.75,1024.00,1024.00,1024.00,1024.00,1024.69,118.34
