Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),170.15,2.33,295.70,,,,,,179.71,,211.06,230.50,264.66,53.94
Active Decode Throughput Per User (tokens/sec/user),21.61,2.33,66.17,,,,,,22.46,,26.38,28.81,36.29,6.64
Active Prefill Throughput (tokens/sec),4857.08,607.23,5545.36,,,,,,4266.43,,5545.36,5545.36,5545.36,693.83
Active Prefill Throughput Per User (tokens/sec/user),649.29,607.23,1278.94,,,,,,609.49,,693.17,693.17,693.17,42.26
Active Total Throughput (tokens/sec),819.63,23.03,5545.36,,,,,,182.73,,4288.06,5545.36,5545.36,1625.92
Credit-to-Start Latency (ms),1.33,1.09,1.49,10.65,1.10,1.15,1.21,1.31,1.35,1.39,1.44,1.46,1.48,0.11
Decode Duration (ms),5562.37,5515.37,5870.19,44498.95,5515.59,5516.48,5517.59,5518.59,5518.71,5519.30,5624.82,5747.51,5845.65,116.35
E2E Output Token Throughput (tokens/sec/user),20.09,20.05,20.37,160.75,20.05,20.05,20.05,20.05,20.05,20.05,20.15,20.26,20.35,0.11
Effective Concurrency,7.98,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.24
Effective Decode Concurrency,6.97,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.57
Effective Decode Throughput (tokens/sec),159.07,0.00,295.70,,,,,,178.58,,210.42,229.65,264.66,66.95
Effective Decode Throughput Per User (tokens/sec/user),20.21,0.00,66.17,,,,,,22.33,,26.34,28.81,33.08,8.35
Effective Latency (CO-aware) (ms),6371.79,6283.34,6384.66,50974.28,6290.39,6318.61,6353.88,6384.21,6384.37,6384.55,6384.66,6384.66,6384.66,33.43
Effective Prefill Concurrency,1.01,0.00,8.00,,,,,,0.00,,7.00,8.00,8.00,2.56
Effective Prefill Throughput (tokens/sec),660.07,0.00,5545.36,,,,,,0.00,,4266.43,5545.36,5545.36,1683.97
Effective Prefill Throughput Per User (tokens/sec/user),88.24,0.00,1278.94,,,,,,0.00,,609.49,693.17,693.17,223.04
Effective Total Throughput (tokens/sec),819.14,0.00,5545.36,,,,,,182.73,,4288.06,5545.36,5545.36,1625.56
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.12,128.00,129.00,1025.00,128.00,128.00,128.00,128.00,128.00,128.00,128.30,128.65,128.93,0.33
HTTP Chunks Sent,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),83.34,76.16,90.21,666.72,76.40,77.37,78.58,81.18,82.91,86.49,87.85,89.03,89.98,4.14
HTTP Connection Overhead (ms),85.04,77.88,91.95,680.30,78.12,79.10,80.32,82.89,84.54,88.25,89.50,90.73,91.70,4.14
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
