Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),130.96,0.00,85460.44,,,,,,132.32,,181.25,194.55,250.21,150.88
Active Decode Throughput Per User (tokens/sec/user),21.89,0.00,10682.55,,,,,,21.47,,29.36,31.17,43.57,22.37
Active Prefill Throughput (tokens/sec),7484.76,984.04,14837.91,,,,,,5771.71,,14837.91,14837.91,14837.91,3769.32
Active Prefill Throughput Per User (tokens/sec/user),1712.93,983.76,4715.60,,,,,,1332.06,,2621.83,2621.83,4715.60,774.30
Active Total Throughput (tokens/sec),391.46,25.09,14837.91,,,,,,160.26,,160.26,160.26,9344.09,1526.59
Credit-to-Start Latency (ms),2.47,0.79,5.98,29.67,0.80,0.84,0.88,0.90,2.38,3.33,3.87,4.85,5.75,1.50
Decode Duration (ms),47700.43,40776.47,52024.09,572405.11,40776.47,40776.47,40777.00,41325.40,50705.58,51235.50,51240.41,51593.07,51937.88,4784.66
E2E Output Token Throughput (tokens/sec/user),21.15,19.48,24.47,253.80,19.48,19.48,19.48,19.49,19.50,24.43,24.47,24.47,24.47,2.34
Effective Concurrency,6.23,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.99
Effective Decode Concurrency,6.06,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.14
Effective Decode Throughput (tokens/sec),130.05,0.00,85460.44,,,,,,131.73,,181.25,194.23,250.21,150.75
Effective Decode Throughput Per User (tokens/sec/user),21.74,0.00,10682.55,,,,,,21.43,,29.35,31.15,43.27,22.36
Effective Latency (CO-aware) (ms),48975.70,41851.25,52571.30,587708.35,41851.32,41851.60,41851.93,41922.09,52528.88,52543.00,52562.52,52567.64,52570.57,5021.04
Effective Prefill Concurrency,0.16,0.00,8.00,,,,,,0.00,,0.00,0.00,7.00,0.95
Effective Prefill Throughput (tokens/sec),261.38,0.00,14837.91,,,,,,0.00,,0.00,0.00,9324.42,1544.08
Effective Prefill Throughput Per User (tokens/sec/user),59.82,0.00,4715.60,,,,,,0.00,,0.00,0.00,1923.90,346.15
Effective Total Throughput (tokens/sec),391.43,0.00,14837.91,,,,,,160.26,,160.26,160.26,9344.09,1526.53
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,996.17,939.00,1022.00,11954.00,939.55,941.75,944.50,949.75,1021.00,1022.00,1022.00,1022.00,1022.00,35.92
HTTP Chunks Sent,1.00,1.00,1.00,12.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,12.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),244.78,244.59,245.16,2937.42,244.60,244.62,244.65,244.71,244.76,244.84,244.87,245.00,245.13,0.14
HTTP Data Sent (KB),8.88,8.57,9.24,106.51,8.57,8.58,8.61,8.72,8.84,9.02,9.20,9.23,9.23,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),48973.14,41847.80,52569.23,587677.72,41847.92,41848.39,41848.88,41919.12,52525.71,52541.26,52558.83,52564.51,52568.29,5021.47
HTTP Receiving (ms),47703.04,40776.47,52026.56,572436.45,40777.60,40782.15,40786.80,41328.68,50710.64,51235.52,51240.95,51594.51,51940.15,4783.27
HTTP Sending (ms),0.21,0.12,0.27,2.51,0.12,0.12,0.13,0.18,0.23,0.24,0.26,0.26,0.27,0.05
HTTP Total Time (ms),48973.14,41847.80,52569.23,587677.72,41847.92,41848.39,41848.88,41919.12,52525.71,52541.26,52558.83,52564.51,52568.29,5021.47
HTTP Waiting (TTFB) (ms),1269.90,370.09,2090.25,15238.76,377.02,404.75,495.88,1061.66,1286.98,1598.49,2040.14,2089.61,2090.12,516.18
Input Sequence Length (tokens),2056.00,2056.00,2056.00,24672.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,0.00
Inter Chunk Latency (ms),46.90,0.00,908.40,572405.11,0.00,20.57,32.91,39.32,45.50,52.36,59.38,67.76,126.55,24.88
Inter Token Latency (ms),46.63,39.86,50.85,559.54,39.86,39.86,39.86,40.40,49.57,50.08,50.09,50.43,50.77,4.68
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,12288.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,12288.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),21.68,19.66,25.09,260.17,19.70,19.83,19.96,19.97,20.18,24.76,25.09,25.09,25.09,2.34
Prefill Throughput Per User (tokens/sec/user),2110.43,983.48,5513.48,25325.22,983.54,983.79,1013.89,1285.30,1597.11,1922.20,4437.81,5074.65,5425.72,1389.53
Request Latency (ms),48972.17,41842.85,52562.34,587666.06,41843.52,41846.21,41848.96,41919.19,52525.67,52541.34,52558.90,52561.45,52562.16,5021.61
Time to First Output Token (ms),1271.75,372.90,2090.53,15260.95,379.84,407.61,498.51,1069.63,1287.33,1599.63,2040.72,2089.88,2090.40,515.30
Time to First Token (ms),1271.75,372.90,2090.53,15260.95,379.84,407.61,498.51,1069.63,1287.33,1599.63,2040.72,2089.88,2090.40,515.30
Time to Second Token (ms),174.61,10.41,492.64,2095.34,10.77,12.23,13.97,16.26,44.23,315.77,472.14,490.89,492.29,186.35
