Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),136.38,0.00,1625.08,,,,,,135.35,,162.52,175.05,271.93,48.22
Active Decode Throughput Per User (tokens/sec/user),136.38,0.00,1625.08,,,,,,135.35,,162.52,175.05,271.93,48.22
Active Prefill Throughput (tokens/sec),1646.15,1624.24,1668.66,,,,,,1624.24,,1668.66,1668.66,1668.66,22.21
Active Prefill Throughput Per User (tokens/sec/user),1646.15,1624.24,1668.66,,,,,,1624.24,,1668.66,1668.66,1668.66,22.21
Active Total Throughput (tokens/sec),252.14,128.28,1668.66,,,,,,145.60,,145.60,1624.24,1668.66,401.85
Credit-to-Start Latency (ms),8.70,7.61,9.79,17.41,7.63,7.72,7.83,8.16,8.70,9.25,9.58,9.68,9.77,1.09
Decode Duration (ms),59922.37,56021.21,63823.54,119844.75,56099.23,56411.33,56801.44,57971.79,59922.37,61872.96,63043.31,63433.42,63745.52,3901.17
E2E Output Token Throughput (tokens/sec/user),126.40,118.91,133.89,252.80,119.06,119.66,120.41,122.66,126.40,130.15,132.39,133.14,133.74,7.49
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.92,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.27
Effective Decode Throughput (tokens/sec),125.89,0.00,1625.08,,,,,,133.53,,161.51,172.94,265.02,58.88
Effective Decode Throughput Per User (tokens/sec/user),125.89,0.00,1625.08,,,,,,133.53,,161.51,172.94,265.02,58.88
Effective Latency (CO-aware) (ms),64910.23,60940.18,68880.29,129820.46,61019.58,61337.18,61734.19,62925.21,64910.23,66895.26,68086.28,68483.28,68800.89,3970.05
Effective Prefill Concurrency,0.08,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.27
Effective Prefill Throughput (tokens/sec),126.19,0.00,1668.66,,,,,,0.00,,0.00,1624.24,1668.66,437.99
Effective Prefill Throughput Per User (tokens/sec/user),126.19,0.00,1668.66,,,,,,0.00,,0.00,1624.24,1668.66,437.99
Effective Total Throughput (tokens/sec),252.07,0.00,1668.66,,,,,,145.60,,145.60,1624.24,1668.66,401.82
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2333.50,2141.00,2526.00,4667.00,2144.85,2160.25,2179.50,2237.25,2333.50,2429.75,2487.50,2506.75,2522.15,192.50
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),798.75,748.88,848.62,1597.50,749.88,753.87,758.85,773.81,798.75,823.68,838.64,843.63,847.62,49.87
HTTP Data Sent (KB),32.62,30.82,34.41,65.23,30.86,31.00,31.18,31.72,32.62,33.51,34.05,34.23,34.38,1.80
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),64901.44,60932.49,68870.40,129802.89,61011.87,61329.39,61726.28,62916.97,64901.44,66885.92,68076.61,68473.50,68791.02,3968.95
HTTP Receiving (ms),59925.07,56023.23,63826.91,119850.14,56101.27,56413.42,56803.60,57974.15,59925.07,61875.99,63046.54,63436.73,63748.87,3901.84
HTTP Sending (ms),0.17,0.15,0.20,0.35,0.15,0.15,0.15,0.16,0.17,0.19,0.19,0.20,0.20,0.03
HTTP Total Time (ms),64901.44,60932.49,68870.40,129802.89,61011.87,61329.39,61726.28,62916.97,64901.44,66885.92,68076.61,68473.50,68791.02,3968.95
HTTP Waiting (TTFB) (ms),4976.20,4909.11,5043.29,9952.40,4910.45,4915.82,4922.53,4942.65,4976.20,5009.74,5029.87,5036.58,5041.95,67.09
Input Sequence Length (tokens),8192.00,8192.00,8192.00,16384.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Inter Chunk Latency (ms),25.13,0.00,158.82,119844.75,0.00,12.71,20.23,23.43,24.80,26.25,28.76,32.91,58.93,10.41
Inter Token Latency (ms),7.33,6.87,7.79,14.66,6.88,6.91,6.96,7.10,7.33,7.56,7.70,7.75,7.79,0.46
OSL Mismatch Diff % (%),-0.23,-0.42,-0.04,-0.45,-0.41,-0.40,-0.38,-0.32,-0.23,-0.13,-0.07,-0.06,-0.04,0.19
Output Sequence Length (tokens),8173.50,8158.00,8189.00,16347.00,8158.31,8159.55,8161.10,8165.75,8173.50,8181.25,8185.90,8187.45,8188.69,15.50
Output Token Count (tokens),5347.00,4223.00,6471.00,10694.00,4245.48,4335.40,4447.80,4785.00,5347.00,5909.00,6246.20,6358.60,6448.52,1124.00
Output Token Throughput Per User (tokens/sec/user),136.95,128.29,145.61,273.90,128.46,129.16,130.02,132.62,136.95,141.28,143.87,144.74,145.43,8.66
Prefill Throughput Per User (tokens/sec/user),1646.45,1624.24,1668.66,3292.90,1624.68,1626.46,1628.68,1635.34,1646.45,1657.55,1664.22,1666.44,1668.21,22.21
