Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),300.11,0.00,144282.19,,,,,,316.53,,347.57,364.90,437.00,266.65
Active Decode Throughput Per User (tokens/sec/user),9.39,0.00,4508.82,,,,,,9.89,,10.86,11.40,13.66,8.33
Active Prefill Throughput (tokens/sec),8400.74,262.80,27783.20,,,,,,6323.84,,20969.76,21930.90,27783.20,6753.67
Active Prefill Throughput Per User (tokens/sec/user),402.97,262.80,1929.71,,,,,,351.32,,676.44,685.34,868.22,148.59
Active Total Throughput (tokens/sec),895.37,10.06,27783.20,,,,,,314.66,,314.66,3839.47,17375.89,2761.82
Credit-to-Start Latency (ms),10.62,1.14,41.11,679.42,1.15,1.17,1.23,3.48,4.80,17.30,29.27,31.81,36.35,10.23
Decode Duration (ms),105333.87,100721.39,110648.32,6741367.63,100724.78,100881.00,101678.22,103603.75,105524.99,107459.03,108471.56,109429.02,110480.82,2540.78
E2E Output Token Throughput (tokens/sec/user),9.33,9.23,9.44,597.30,9.23,9.23,9.23,9.23,9.33,9.44,9.44,9.44,9.44,0.10
Effective Concurrency,31.99,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,0.41
Effective Decode Concurrency,30.71,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,5.27
Effective Decode Throughput (tokens/sec),298.25,0.00,144282.19,,,,,,316.34,,347.43,364.66,436.08,266.86
Effective Decode Throughput Per User (tokens/sec/user),9.33,0.00,4508.82,,,,,,9.89,,10.86,11.40,13.63,8.33
Effective Latency (CO-aware) (ms),109744.99,108504.12,110979.97,7023679.17,108511.23,108517.25,108518.02,108529.14,109752.49,110960.80,110970.64,110975.85,110978.91,1216.02
Effective Prefill Concurrency,1.28,0.00,32.00,,,,,,0.00,,0.00,12.00,30.00,5.25
Effective Prefill Throughput (tokens/sec),597.09,0.00,27783.20,,,,,,0.00,,0.00,3645.56,17357.37,2810.93
Effective Prefill Throughput Per User (tokens/sec/user),28.64,0.00,1929.71,,,,,,0.00,,0.00,303.80,578.58,110.86
Effective Total Throughput (tokens/sec),895.34,0.00,27783.20,,,,,,314.66,,314.66,3839.47,17375.89,2761.78
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1023.42,1021.00,1024.00,65499.00,1021.63,1022.00,1022.00,1023.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.81
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.25,0.00,15.16,399.71,0.00,0.00,0.00,0.00,0.00,12.47,14.88,14.99,15.10,6.53
HTTP Connection Overhead (ms),6.25,0.00,15.16,399.71,0.00,0.00,0.00,0.00,0.00,12.47,14.88,14.99,15.10,6.53
HTTP Connection Reused (ratio),0.52,0.00,1.00,33.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),255.26,254.02,256.13,16336.34,254.14,254.49,254.71,255.11,255.28,255.47,255.71,255.80,256.07,0.40
