Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),105.00,0.00,2211.43,,,,,,106.05,,120.09,130.55,191.85,35.83
Active Decode Throughput Per User (tokens/sec/user),105.00,0.00,2211.43,,,,,,106.05,,120.09,130.55,191.85,35.83
Active Prefill Throughput (tokens/sec),1609.23,1609.23,1609.23,,,,,,1609.23,,1609.23,1609.23,1609.23,0.00
Active Prefill Throughput Per User (tokens/sec/user),1609.23,1609.23,1609.23,,,,,,1609.23,,1609.23,1609.23,1609.23,0.00
Active Total Throughput (tokens/sec),621.40,105.00,1609.23,,,,,,105.00,,1609.23,1609.23,1609.23,714.22
Credit-to-Start Latency (ms),1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,0.00
Decode Duration (ms),9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,9740.42,0.00
E2E Output Token Throughput (tokens/sec/user),69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,69.03,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.66,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.47
Effective Decode Throughput (tokens/sec),68.93,0.00,2211.43,,,,,,97.52,,115.46,123.71,173.43,57.70
Effective Decode Throughput Per User (tokens/sec/user),68.93,0.00,2211.43,,,,,,97.52,,115.46,123.71,173.43,57.70
Effective Latency (CO-aware) (ms),14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,14837.29,0.00
Effective Prefill Concurrency,0.34,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.47
Effective Prefill Throughput (tokens/sec),552.28,0.00,1609.23,,,,,,0.00,,1609.23,1609.23,1609.23,764.02
Effective Prefill Throughput Per User (tokens/sec/user),552.28,0.00,1609.23,,,,,,0.00,,1609.23,1609.23,1609.23,764.02
Effective Total Throughput (tokens/sec),621.21,0.00,1609.23,,,,,,105.00,,1609.23,1609.23,1609.23,714.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,385.00,385.00,385.00,385.00,385.00,385.00,385.00,385.00,385.00,385.00,385.00,385.00,385.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,0.00
HTTP Connection Overhead (ms),13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),133.31,133.31,133.31,133.31,133.31,133.31,133.31,133.31,133.31,133.31,133.31,133.31,133.31,0.00
HTTP Data Sent (KB),34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,14835.59,0.00
HTTP Receiving (ms),9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,9742.75,0.00
HTTP Sending (ms),14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,0.00
HTTP Total Time (ms),14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,14849.40,0.00
HTTP Waiting (TTFB) (ms),5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,5078.60,0.00
Input Sequence Length (tokens),8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,0.00
Inter Chunk Latency (ms),24.91,0.00,82.24,9740.42,0.00,14.57,20.38,23.46,24.84,26.41,29.56,34.64,48.96,7.35
Inter Token Latency (ms),9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),105.03,105.03,105.03,105.03,105.03,105.03,105.03,105.03,105.03,105.03,105.03,105.03,105.03,0.00
Prefill Throughput Per User (tokens/sec/user),1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,1609.23,0.00
