Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),118.07,0.00,93226.80,,,,,,117.94,,145.38,151.01,174.59,59.88
Active Decode Throughput Per User (tokens/sec/user),7.41,0.00,21506.78,,,,,,7.37,,9.09,9.44,10.99,5.69
Active Prefill Throughput (tokens/sec),3008.77,273.56,18821.35,,,,,,2460.23,,4816.62,8344.54,18821.35,2982.92
Active Prefill Throughput Per User (tokens/sec/user),1076.09,273.56,2115.85,,,,,,1214.49,,1625.06,1781.82,1808.01,488.68
Active Total Throughput (tokens/sec),236.00,7.63,18821.35,,,,,,119.79,,119.79,119.79,3092.58,823.59
Credit-to-Start Latency (ms),8.08,0.87,28.74,258.47,0.87,0.89,0.96,1.18,1.45,8.90,27.81,28.24,28.71,11.03
Decode Duration (ms),1099637.08,1073165.72,1118591.66,35188386.65,1073973.34,1077127.80,1080963.36,1091115.18,1101600.04,1110870.22,1113794.77,1114169.25,1117235.05,12570.00
E2E Output Token Throughput (tokens/sec/user),7.39,7.16,7.60,236.34,7.17,7.19,7.22,7.30,7.39,7.48,7.54,7.57,7.60,0.12
Effective Concurrency,15.98,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,0.39
Effective Decode Concurrency,15.84,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,1.11
Effective Decode Throughput (tokens/sec),117.99,0.00,93226.80,,,,,,117.94,,145.38,151.01,174.34,59.94
Effective Decode Throughput Per User (tokens/sec/user),7.40,0.00,21506.78,,,,,,7.37,,9.09,9.44,10.99,5.69
Effective Latency (CO-aware) (ms),1109506.93,1077724.39,1143713.04,35504221.61,1078574.20,1081961.61,1086151.25,1094685.69,1109199.32,1122317.13,1134754.31,1139376.28,1142861.12,18102.41
Effective Prefill Concurrency,0.14,0.00,16.00,,,,,,0.00,,0.00,0.00,3.00,1.04
Effective Prefill Throughput (tokens/sec),118.00,0.00,18821.35,,,,,,0.00,,0.00,0.00,2988.90,830.72
Effective Prefill Throughput Per User (tokens/sec/user),42.20,0.00,2115.85,,,,,,0.00,,0.00,0.00,1438.06,230.22
Effective Total Throughput (tokens/sec),235.99,0.00,18821.35,,,,,,119.79,,119.79,119.79,3092.58,823.58
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
