Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.95,0.00,15727.01,,,,,,71.69,,81.08,86.97,120.52,62.04
Active Decode Throughput Per User (tokens/sec/user),71.95,0.00,15727.01,,,,,,71.69,,81.08,86.97,120.52,62.04
Active Prefill Throughput (tokens/sec),5451.33,5218.78,5686.62,,,,,,5300.11,,5686.62,5686.62,5686.62,202.45
Active Prefill Throughput Per User (tokens/sec/user),5451.33,5218.78,5686.62,,,,,,5300.11,,5686.62,5686.62,5686.62,202.45
Active Total Throughput (tokens/sec),142.10,71.83,5686.62,,,,,,72.00,,72.04,72.04,5218.78,610.71
Credit-to-Start Latency (ms),2.82,2.51,3.42,11.30,2.51,2.52,2.53,2.54,2.68,2.96,3.24,3.33,3.40,0.36
Decode Duration (ms),14217.32,14200.42,14242.58,56869.27,14200.64,14201.52,14202.62,14205.92,14213.13,14224.53,14235.36,14238.97,14241.86,15.94
E2E Output Token Throughput (tokens/sec/user),71.09,70.92,71.20,284.34,70.92,70.94,70.96,71.02,71.11,71.18,71.19,71.19,71.20,0.11
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.12
Effective Decode Throughput (tokens/sec),70.98,0.00,15727.01,,,,,,71.60,,80.99,86.86,120.52,62.18
Effective Decode Throughput Per User (tokens/sec/user),70.98,0.00,15727.01,,,,,,71.60,,80.99,86.86,120.52,62.18
Effective Latency (CO-aware) (ms),14407.99,14384.87,14442.22,57631.94,14385.04,14385.73,14386.60,14389.19,14402.43,14421.23,14433.82,14438.02,14441.38,22.62
Effective Prefill Concurrency,0.01,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.11
Effective Prefill Throughput (tokens/sec),71.05,0.00,5686.62,,,,,,0.00,,0.00,0.00,5218.78,618.72
Effective Prefill Throughput Per User (tokens/sec/user),71.05,0.00,5686.62,,,,,,0.00,,0.00,0.00,5218.78,618.72
Effective Total Throughput (tokens/sec),142.03,0.00,5686.62,,,,,,72.00,,72.04,72.04,5218.78,610.57
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1018.00,1016.00,1020.00,4072.00,1016.06,1016.30,1016.60,1017.50,1018.00,1018.50,1019.40,1019.70,1019.94,1.41
HTTP Chunks Sent,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),286.45,286.21,286.69,1145.78,286.21,286.22,286.23,286.24,286.44,286.64,286.67,286.68,286.69,0.21
HTTP Data Sent (KB),4.38,4.15,4.55,17.53,4.16,4.19,4.23,4.34,4.41,4.45,4.51,4.53,4.54,0.15
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14405.08,14382.24,14438.71,57620.33,14382.41,14383.07,14383.89,14386.36,14399.69,14418.41,14430.59,14434.65,14437.89,22.34
HTTP Receiving (ms),14217.32,14200.43,14242.58,56869.30,14200.65,14201.53,14202.63,14205.92,14213.14,14224.55,14235.37,14238.98,14241.86,15.94
HTTP Sending (ms),0.17,0.13,0.21,0.67,0.13,0.13,0.13,0.14,0.17,0.20,0.21,0.21,0.21,0.04
HTTP Total Time (ms),14405.08,14382.24,14438.71,57620.33,14382.41,14383.07,14383.89,14386.36,14399.69,14418.41,14430.59,14434.65,14437.89,22.34
HTTP Waiting (TTFB) (ms),187.59,179.79,195.91,750.36,179.84,180.07,180.36,181.21,187.33,193.71,195.03,195.47,195.82,6.96
Input Sequence Length (tokens),1024.00,1024.00,1024.00,4096.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
