Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),143.74,0.00,10465.93,,,,,,139.84,,174.95,185.02,255.48,52.75
Active Decode Throughput Per User (tokens/sec/user),17.98,0.00,1308.24,,,,,,17.48,,21.87,23.13,32.05,6.58
Active Prefill Throughput (tokens/sec),7069.79,926.55,14323.84,,,,,,5786.57,,14323.84,14323.84,14323.84,4166.05
Active Prefill Throughput Per User (tokens/sec/user),1330.70,926.55,3055.13,,,,,,1157.31,,1790.48,2177.03,2744.36,428.29
Active Total Throughput (tokens/sec),161.61,17.97,14323.84,,,,,,144.18,,144.18,144.18,144.18,408.28
Credit-to-Start Latency (ms),17.98,1.08,45.74,287.61,1.08,1.10,1.13,1.19,25.43,29.50,34.45,39.04,44.40,15.54
Decode Duration (ms),455340.68,454165.08,456553.43,7285450.82,454173.50,454207.18,454221.57,454431.86,455369.79,456095.20,456494.75,456553.43,456553.43,906.41
E2E Output Token Throughput (tokens/sec/user),17.96,17.93,18.00,287.40,17.93,17.93,17.93,17.93,17.96,18.00,18.00,18.00,18.00,0.03
Effective Concurrency,8.00,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.08
Effective Decode Concurrency,7.99,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.29
Effective Decode Throughput (tokens/sec),143.65,0.00,10465.93,,,,,,139.84,,174.94,184.96,255.48,52.85
Effective Decode Throughput Per User (tokens/sec/user),17.96,0.00,1308.24,,,,,,17.48,,21.87,23.13,31.98,6.60
Effective Latency (CO-aware) (ms),456094.92,455163.03,456994.50,7297518.79,455163.03,455163.05,455163.11,455253.11,456115.85,456956.57,456979.33,456983.92,456992.38,863.14
Effective Prefill Concurrency,0.01,0.00,8.00,,,,,,0.00,,0.00,0.00,0.00,0.27
Effective Prefill Throughput (tokens/sec),17.96,0.00,14323.84,,,,,,0.00,,0.00,0.00,0.00,413.19
Effective Prefill Throughput Per User (tokens/sec/user),3.38,0.00,3055.13,,,,,,0.00,,0.00,0.00,0.00,70.37
Effective Total Throughput (tokens/sec),161.61,0.00,14323.84,,,,,,144.18,,144.18,144.18,144.18,408.28
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,8134.50,8127.00,8142.00,130152.00,8127.00,8127.00,8127.00,8127.75,8135.00,8141.00,8142.00,8142.00,8142.00,6.90
HTTP Chunks Sent,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),8.19,0.00,18.85,131.03,0.00,0.00,0.00,0.00,0.00,18.69,18.79,18.81,18.85,9.29
HTTP Connection Overhead (ms),8.19,0.00,18.85,131.03,0.00,0.00,0.00,0.00,0.00,18.69,18.79,18.81,18.85,9.29
HTTP Connection Reused (ratio),0.56,0.00,1.00,9.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),1896.22,1890.25,1901.17,30339.45,1890.26,1890.30,1891.03,1894.14,1897.45,1898.13,1899.58,1900.03,1900.94,3.23
HTTP Data Sent (KB),4.48,3.89,4.76,71.66,3.94,4.16,4.29,4.39,4.48,4.62,4.73,4.74,4.76,0.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),456076.80,455161.70,456965.28,7297228.74,455161.71,455161.75,455161.78,455251.58,456086.52,456928.89,456942.77,456954.55,456963.14,849.41
HTTP Receiving (ms),455349.48,454188.66,456558.39,7285591.63,454193.55,454213.11,454221.61,454455.70,455384.67,456095.21,456497.24,456558.39,456558.39,900.34
HTTP Sending (ms),8.54,0.14,19.40,136.59,0.14,0.17,0.19,0.24,0.28,19.21,19.31,19.36,19.39,9.42
HTTP Total Time (ms),456084.99,455180.35,456965.28,7297359.76,455180.39,455180.53,455180.61,455270.35,456086.52,456928.89,456942.77,456954.55,456963.14,841.15
