Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),122.88,0.00,63820.52,,,,,,124.13,,142.19,153.00,181.09,220.49
Active Decode Throughput Per User (tokens/sec/user),30.77,0.00,15955.13,,,,,,31.03,,35.55,38.25,45.27,55.10
Active Prefill Throughput (tokens/sec),4973.89,1153.38,5797.33,,,,,,5401.06,,5797.33,5797.33,5797.33,1276.68
Active Prefill Throughput Per User (tokens/sec/user),1349.64,1153.38,1745.12,,,,,,1350.27,,1449.33,1449.33,1449.33,102.96
Active Total Throughput (tokens/sec),571.74,31.01,5797.33,,,,,,126.32,,126.32,5401.06,5797.33,1456.20
Credit-to-Start Latency (ms),0.89,0.57,1.16,7.10,0.58,0.62,0.67,0.74,0.85,1.09,1.13,1.15,1.16,0.20
Decode Duration (ms),4096.05,4019.44,4245.84,32768.39,4019.64,4020.43,4021.43,4022.29,4058.76,4132.87,4245.80,4245.82,4245.84,91.54
E2E Output Token Throughput (tokens/sec/user),28.64,28.20,29.10,229.14,28.20,28.20,28.20,28.20,28.64,29.08,29.09,29.10,29.10,0.44
Effective Concurrency,4.00,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.09
Effective Decode Concurrency,3.66,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.08
Effective Decode Throughput (tokens/sec),113.58,0.00,63820.52,,,,,,122.64,,140.79,152.70,175.25,214.45
Effective Decode Throughput Per User (tokens/sec/user),28.44,0.00,15955.13,,,,,,30.66,,35.20,38.17,43.81,53.59
Effective Latency (CO-aware) (ms),4470.84,4399.40,4540.18,35766.70,4399.60,4400.39,4401.39,4402.29,4471.19,4540.08,4540.15,4540.16,4540.18,69.24
Effective Prefill Concurrency,0.33,0.00,4.00,,,,,,0.00,,0.00,4.00,4.00,1.08
Effective Prefill Throughput (tokens/sec),457.89,0.00,5797.33,,,,,,0.00,,0.00,5401.06,5797.33,1489.26
Effective Prefill Throughput Per User (tokens/sec/user),124.25,0.00,1745.12,,,,,,0.00,,0.00,1350.27,1449.33,391.44
Effective Total Throughput (tokens/sec),571.47,0.00,5797.33,,,,,,126.32,,126.32,5401.06,5797.33,1455.90
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,126.75,125.00,128.00,1014.00,125.00,125.00,125.00,125.75,127.00,128.00,128.00,128.00,128.00,1.30
HTTP Chunks Sent,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),2.23,0.00,10.53,17.85,0.00,0.00,0.00,0.00,0.00,1.83,8.28,9.41,10.31,3.95
HTTP Connection Overhead (ms),2.23,0.00,10.53,17.85,0.00,0.00,0.00,0.00,0.00,1.83,8.28,9.41,10.31,3.95
HTTP Connection Reused (ratio),0.75,0.00,1.00,6.00,0.00,0.00,0.00,0.75,1.00,1.00,1.00,1.00,1.00,0.43
HTTP Data Received (KB),32.15,32.09,32.22,257.17,32.09,32.09,32.10,32.11,32.14,32.17,32.21,32.21,32.22,0.04
HTTP Data Sent (KB),2.38,2.20,2.48,19.04,2.20,2.21,2.22,2.36,2.42,2.45,2.46,2.47,2.48,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4469.85,4398.16,4539.13,35758.76,4398.38,4399.26,4400.36,4401.59,4470.24,4538.95,4539.11,4539.12,4539.13,69.15
HTTP Receiving (ms),4096.05,4019.44,4245.84,32768.40,4019.64,4020.43,4021.43,4022.29,4058.76,4132.88,4245.79,4245.82,4245.84,91.54
HTTP Sending (ms),2.46,0.12,10.92,19.68,0.12,0.12,0.13,0.15,0.20,2.10,8.69,9.81,10.70,4.05
HTTP Total Time (ms),4472.08,4398.16,4549.32,35776.62,4398.38,4399.26,4400.36,4401.59,4470.40,4540.91,4547.15,4548.24,4549.11,71.45
HTTP Waiting (TTFB) (ms),371.34,293.08,435.96,2970.69,293.08,293.10,293.12,357.17,379.04,392.61,433.63,434.79,435.73,50.50
Input Sequence Length (tokens),512.00,512.00,512.00,4096.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),32.25,0.00,179.30,32768.39,0.05,24.02,26.70,29.89,32.09,33.74,35.99,39.17,66.78,11.12
Inter Token Latency (ms),32.25,31.65,33.43,258.02,31.65,31.66,31.66,31.67,31.96,32.54,33.43,33.43,33.43,0.72
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.00,128.00,128.00,1024.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Count (tokens),128.00,128.00,128.00,1024.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Throughput Per User (tokens/sec/user),31.02,29.91,31.60,248.17,29.91,29.91,29.91,30.74,31.29,31.57,31.58,31.59,31.59,0.68
Prefill Throughput Per User (tokens/sec/user),1399.80,1153.38,1745.20,11198.39,1153.41,1153.50,1153.61,1300.39,1350.06,1450.00,1745.09,1745.14,1745.19,214.94
