Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),116.29,10.06,13232.98,,,,,,118.96,,136.90,144.85,225.53,84.54
Active Decode Throughput Per User (tokens/sec/user),58.38,10.06,6616.49,,,,,,59.48,,68.45,72.43,112.77,41.99
Active Prefill Throughput (tokens/sec),4651.32,2325.71,6575.66,,,,,,6575.66,,6575.66,6575.66,6575.66,2115.46
Active Prefill Throughput Per User (tokens/sec/user),2852.22,2325.71,4249.95,,,,,,3287.83,,3287.83,3287.83,3287.83,478.95
Active Total Throughput (tokens/sec),556.95,58.14,6575.66,,,,,,119.09,,119.09,6575.66,6575.66,1490.80
Credit-to-Start Latency (ms),0.92,0.86,0.98,1.84,0.86,0.87,0.87,0.89,0.92,0.95,0.97,0.98,0.98,0.06
Decode Duration (ms),2134.07,2083.90,2184.23,4268.13,2084.91,2088.92,2093.94,2108.99,2134.07,2159.15,2174.20,2179.21,2183.23,50.16
E2E Output Token Throughput (tokens/sec/user),55.52,55.52,55.52,111.04,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52,0.00
Effective Concurrency,2.00,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.07
Effective Decode Concurrency,1.85,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.49
Effective Decode Throughput (tokens/sec),110.04,0.00,13232.98,,,,,,118.80,,136.90,144.85,225.53,86.32
Effective Decode Throughput Per User (tokens/sec/user),55.25,0.00,6616.49,,,,,,59.40,,68.45,72.43,112.77,42.92
Effective Latency (CO-aware) (ms),2306.30,2306.27,2306.32,4612.59,2306.27,2306.27,2306.27,2306.28,2306.30,2306.31,2306.32,2306.32,2306.32,0.03
Effective Prefill Concurrency,0.15,0.00,2.00,,,,,,0.00,,0.00,2.00,2.00,0.48
Effective Prefill Throughput (tokens/sec),446.23,0.00,6575.66,,,,,,0.00,,0.00,6575.66,6575.66,1518.47
Effective Prefill Throughput Per User (tokens/sec/user),273.63,0.00,4249.95,,,,,,0.00,,0.00,3287.83,3287.83,852.99
Effective Total Throughput (tokens/sec),556.27,0.00,6575.66,,,,,,119.09,,119.09,6575.66,6575.66,1490.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.00,128.00,128.00,256.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.24,6.24,6.24,12.47,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,0.00
HTTP Connection Overhead (ms),6.24,6.24,6.24,12.47,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),32.02,31.97,32.06,64.03,31.97,31.98,31.98,31.99,32.02,32.04,32.05,32.06,32.06,0.05
HTTP Data Sent (KB),2.10,1.99,2.21,4.20,1.99,2.00,2.01,2.05,2.10,2.15,2.19,2.20,2.21,0.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2305.20,2305.17,2305.23,4610.40,2305.17,2305.17,2305.18,2305.18,2305.20,2305.21,2305.22,2305.22,2305.23,0.03
HTTP Receiving (ms),2134.08,2083.92,2184.24,4268.16,2084.93,2088.94,2093.95,2109.00,2134.08,2159.16,2174.21,2179.22,2183.24,50.16
HTTP Sending (ms),6.64,6.64,6.64,13.28,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64,0.00
HTTP Total Time (ms),2311.43,2311.41,2311.46,4622.87,2311.41,2311.41,2311.41,2311.42,2311.43,2311.45,2311.46,2311.46,2311.46,0.03
HTTP Waiting (TTFB) (ms),164.48,114.35,214.61,328.96,115.35,119.36,124.37,139.41,164.48,189.54,204.58,209.60,213.61,50.13
Input Sequence Length (tokens),515.00,515.00,515.00,1030.00,515.00,515.00,515.00,515.00,515.00,515.00,515.00,515.00,515.00,0.00
Inter Chunk Latency (ms),16.80,0.08,99.39,4268.13,5.43,12.69,13.97,15.57,16.56,17.39,18.92,20.88,28.32,6.05
Inter Token Latency (ms),16.80,16.41,17.20,33.61,16.42,16.45,16.49,16.61,16.80,17.00,17.12,17.16,17.19,0.39
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.00,128.00,128.00,256.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Count (tokens),128.00,128.00,128.00,256.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Throughput Per User (tokens/sec/user),59.54,58.14,60.94,119.09,58.17,58.28,58.42,58.84,59.54,60.24,60.66,60.80,60.92,1.40
Prefill Throughput Per User (tokens/sec/user),3287.83,2325.71,4249.94,6575.65,2344.95,2421.92,2518.13,2806.77,3287.83,3768.89,4057.52,4153.73,4230.70,962.12
Request Latency (ms),2305.37,2305.34,2305.41,4610.75,2305.34,2305.35,2305.35,2305.36,2305.37,2305.39,2305.40,2305.40,2305.41,0.03
Time to First Output Token (ms),171.31,121.18,221.44,342.62,122.18,126.19,131.20,146.24,171.31,196.37,211.41,216.43,220.44,50.13
Time to First Token (ms),171.31,121.18,221.44,342.62,122.18,126.19,131.20,146.24,171.31,196.37,211.41,216.43,220.44,50.13
Time to Second Token (ms),49.73,0.08,99.39,99.46,1.07,5.04,10.01,24.90,49.73,74.56,89.46,94.42,98.39,49.66
Tokens In Flight (tokens),1145.96,0.00,1285.00,,,,,,1146.00,,1258.00,1272.00,1282.00,88.54
Usage Completion Tokens (tokens),128.00,128.00,128.00,256.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Usage Prompt Tokens (tokens),515.00,515.00,515.00,1030.00,515.00,515.00,515.00,515.00,515.00,515.00,515.00,515.00,515.00,0.00
Usage Total Tokens (tokens),643.00,643.00,643.00,1286.00,643.00,643.00,643.00,643.00,643.00,643.00,643.00,643.00,643.00,0.00

Metric,Value
Benchmark Duration (sec),2.31
Input Token Throughput (tokens/sec),446.23
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),110.91
Request Count,2.00
Request Throughput (requests/sec),0.87
Total Input Sequence Length (tokens),1030.00
Total Output Sequence Length (tokens),256.00
Total Output Tokens (tokens),256.00
Total Token Throughput (tokens/sec),557.13
Total Usage Completion Tokens (tokens),256.00
Total Usage Prompt Tokens (tokens),1030.00
Total Usage Total Tokens (tokens),1286.00
