Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.49,0.00,14217.14,,,,,,71.09,,81.89,87.62,133.02,69.45
Active Decode Throughput Per User (tokens/sec/user),71.49,0.00,14217.14,,,,,,71.09,,81.89,87.62,133.02,69.45
Active Prefill Throughput (tokens/sec),3144.86,3144.86,3144.86,,,,,,3144.86,,3144.86,3144.86,3144.86,0.00
Active Prefill Throughput Per User (tokens/sec/user),3144.86,3144.86,3144.86,,,,,,3144.86,,3144.86,3144.86,3144.86,0.00
Active Total Throughput (tokens/sec),140.06,71.49,3144.86,,,,,,71.49,,71.49,71.49,3144.86,453.93
Credit-to-Start Latency (ms),1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,0.00
Decode Duration (ms),14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,14309.63,0.00
E2E Output Token Throughput (tokens/sec/user),69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,69.96,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.98,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.15
Effective Decode Throughput (tokens/sec),69.87,0.00,14217.14,,,,,,70.82,,81.88,87.31,129.25,69.48
Effective Decode Throughput Per User (tokens/sec/user),69.87,0.00,14217.14,,,,,,70.82,,81.88,87.31,129.25,69.48
Effective Latency (CO-aware) (ms),14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,14637.42,0.00
Effective Prefill Concurrency,0.02,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.15
Effective Prefill Throughput (tokens/sec),70.14,0.00,3144.86,,,,,,0.00,,0.00,0.00,3144.86,464.40
Effective Prefill Throughput Per User (tokens/sec/user),70.14,0.00,3144.86,,,,,,0.00,,0.00,0.00,3144.86,464.40
Effective Total Throughput (tokens/sec),140.01,0.00,3144.86,,,,,,71.49,,71.49,71.49,3144.86,453.85
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,0.00
HTTP Connection Overhead (ms),1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),286.73,286.73,286.73,286.73,286.73,286.73,286.73,286.73,286.73,286.73,286.73,286.73,286.73,0.00
HTTP Data Sent (KB),4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,14636.01,0.00
HTTP Receiving (ms),14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,14309.70,0.00
HTTP Sending (ms),1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00
HTTP Total Time (ms),14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,14637.17,0.00
HTTP Waiting (TTFB) (ms),324.80,324.80,324.80,324.80,324.80,324.80,324.80,324.80,324.80,324.80,324.80,324.80,324.80,0.00
Input Sequence Length (tokens),1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,0.00
Inter Chunk Latency (ms),13.99,0.00,51.84,14309.63,0.07,8.84,11.67,12.97,13.93,14.98,16.30,17.78,31.04,4.20
Inter Token Latency (ms),13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
