Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),71.47,0.00,20025.23,,,,,,71.13,,81.41,87.46,121.75,58.51
Active Decode Throughput Per User (tokens/sec/user),71.47,0.00,20025.23,,,,,,71.13,,81.41,87.46,121.75,58.51
Active Prefill Throughput (tokens/sec),3883.73,3883.73,3883.73,,,,,,3883.73,,3883.73,3883.73,3883.73,0.00
Active Prefill Throughput Per User (tokens/sec/user),3883.73,3883.73,3883.73,,,,,,3883.73,,3883.73,3883.73,3883.73,0.00
Active Total Throughput (tokens/sec),140.61,71.47,3883.73,,,,,,71.47,,71.47,71.47,3883.73,508.75
Credit-to-Start Latency (ms),1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,0.00
Decode Duration (ms),14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,14314.49,0.00
E2E Output Token Throughput (tokens/sec/user),70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.98,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.13
Effective Decode Throughput (tokens/sec),70.14,0.00,20025.23,,,,,,71.02,,81.24,87.37,119.69,58.76
Effective Decode Throughput Per User (tokens/sec/user),70.14,0.00,20025.23,,,,,,71.02,,81.24,87.37,119.69,58.76
Effective Latency (CO-aware) (ms),14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,14580.33,0.00
Effective Prefill Concurrency,0.02,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.13
Effective Prefill Throughput (tokens/sec),70.42,0.00,3883.73,,,,,,0.00,,0.00,0.00,3883.73,518.19
