Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),118.51,0.00,56056.91,,,,,,119.40,,144.08,148.28,166.01,38.12
Active Decode Throughput Per User (tokens/sec/user),7.44,0.00,3503.56,,,,,,7.47,,9.01,9.27,10.51,2.36
Active Prefill Throughput (tokens/sec),3023.80,272.60,18524.76,,,,,,2498.86,,5621.87,9981.32,18524.76,2933.77
Active Prefill Throughput Per User (tokens/sec/user),1081.69,272.60,1783.97,,,,,,1230.55,,1624.33,1758.25,1783.97,495.35
Active Total Throughput (tokens/sec),236.88,7.67,18524.76,,,,,,120.43,,120.43,120.43,3254.36,818.15
Credit-to-Start Latency (ms),8.43,0.79,26.59,269.69,0.81,0.90,0.96,1.35,1.77,23.01,25.47,26.40,26.54,10.57
Decode Duration (ms),1095408.60,1067356.48,1112589.42,35053075.07,1068138.37,1071268.66,1075263.55,1087325.40,1097754.76,1107294.71,1110630.90,1111055.20,1112151.09,13199.10
E2E Output Token Throughput (tokens/sec/user),7.41,7.18,7.64,237.22,7.18,7.21,7.24,7.33,7.42,7.51,7.58,7.61,7.64,0.13
Effective Concurrency,15.98,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,0.39
Effective Decode Concurrency,15.84,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,1.12
Effective Decode Throughput (tokens/sec),118.43,0.00,56056.91,,,,,,119.37,,144.07,148.28,166.01,38.23
Effective Decode Throughput Per User (tokens/sec/user),7.43,0.00,3503.56,,,,,,7.47,,9.01,9.27,10.51,2.37
Effective Latency (CO-aware) (ms),1105407.27,1071949.36,1141229.04,35373032.80,1072774.36,1076124.65,1080435.92,1091329.24,1104756.10,1118241.72,1132246.46,1136868.45,1140372.12,18970.61
Effective Prefill Concurrency,0.14,0.00,16.00,,,,,,0.00,,0.00,0.00,4.00,1.06
Effective Prefill Throughput (tokens/sec),118.44,0.00,18524.76,,,,,,0.00,,0.00,0.00,3149.99,825.39
Effective Prefill Throughput Per User (tokens/sec/user),42.37,0.00,1783.97,,,,,,0.00,,0.00,0.00,1451.32,231.62
Effective Total Throughput (tokens/sec),236.87,0.00,18524.76,,,,,,120.43,,120.43,120.43,3254.36,818.15
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,8155.72,8117.00,8192.00,260983.00,8117.31,8118.00,8118.10,8120.00,8158.00,8191.00,8192.00,8192.00,8192.00,35.45
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),25.32,0.00,53.49,810.17,0.00,0.00,0.00,0.00,13.27,51.44,52.13,52.30,53.12,24.84
HTTP Connection Overhead (ms),25.32,0.00,53.49,810.17,0.00,0.00,0.00,0.00,13.27,51.44,52.13,52.30,53.12,24.84
HTTP Connection Reused (ratio),0.38,0.00,1.00,12.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),1896.80,1890.74,1904.29,60697.63,1891.14,1892.19,1892.58,1894.42,1896.72,1899.06,1901.05,1901.87,1903.79,3.29
HTTP Data Sent (KB),34.84,32.22,37.12,1114.99,32.60,33.46,33.90,34.30,34.82,35.34,36.00,36.33,36.93,0.95
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1105398.71,1071948.40,1141227.02,35372758.82,1072773.38,1076123.64,1080410.42,1091322.08,1104754.70,1118224.20,1132243.95,1136866.76,1140370.23,18973.43
HTTP Receiving (ms),1095413.00,1067356.47,1112589.43,35053216.02,1068139.19,1071269.85,1075263.55,1087326.01,1097759.50,1107295.87,1110633.38,1111057.27,1112151.10,13200.40
HTTP Sending (ms),25.61,0.15,53.91,819.52,0.15,0.16,0.17,0.20,13.52,51.94,52.62,52.83,53.58,24.94
HTTP Total Time (ms),1105424.03,1071948.40,1141279.06,35373568.99,1072773.38,1076123.64,1080410.42,1091324.64,1104783.64,1118237.07,1132295.26,1136919.48,1140422.20,18990.00
HTTP Waiting (TTFB) (ms),9960.10,1396.71,29999.03,318723.27,1895.35,3763.71,4605.38,5266.42,6554.92,12522.36,22131.68,26002.59,29208.93,7418.10
Input Sequence Length (tokens),8192.00,8192.00,8192.00,262144.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Inter Chunk Latency (ms),133.73,0.00,10892.90,35053075.07,46.45,105.70,109.66,116.88,129.90,144.19,152.56,156.70,200.97,98.62
Inter Token Latency (ms),133.73,130.31,135.83,4279.46,130.40,130.79,131.27,132.75,134.02,135.18,135.59,135.64,135.78,1.61
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),8192.00,8192.00,8192.00,262144.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Output Token Count (tokens),8192.00,8192.00,8192.00,262144.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Output Token Throughput Per User (tokens/sec/user),7.48,7.36,7.67,239.32,7.37,7.37,7.38,7.40,7.46,7.53,7.62,7.65,7.67,0.09
Prefill Throughput Per User (tokens/sec/user),1293.29,272.60,5864.07,41385.39,280.43,315.19,369.67,653.84,1249.43,1555.45,1778.83,2221.13,4876.81,987.97
Request Latency (ms),1105394.46,1071948.48,1141227.27,35372622.68,1072772.64,1076122.53,1080410.49,1091320.36,1104750.15,1118224.33,1132239.61,1136863.99,1140369.33,18972.44
