Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),99.67,0.00,60112.86,,,,,,100.75,,117.17,127.38,157.10,56.59
Active Decode Throughput Per User (tokens/sec/user),25.01,0.00,15028.22,,,,,,25.20,,29.32,31.91,40.00,14.09
Active Prefill Throughput (tokens/sec),6440.01,1636.24,10971.21,,,,,,5842.97,,10555.98,10971.21,10971.21,2737.07
Active Prefill Throughput Per User (tokens/sec/user),2124.90,1636.24,5128.24,,,,,,1947.66,,2742.80,2742.80,5128.24,564.89
Active Total Throughput (tokens/sec),296.74,25.56,10971.21,,,,,,101.14,,101.57,101.57,8675.52,1197.85
Credit-to-Start Latency (ms),2.52,0.88,5.20,30.25,0.88,0.91,0.93,2.10,2.76,2.87,3.02,4.01,4.97,1.14
Decode Duration (ms),40531.48,40024.39,41359.73,486377.70,40029.59,40050.38,40089.01,40275.19,40552.58,40754.08,40839.30,41077.13,41303.21,360.86
E2E Output Token Throughput (tokens/sec/user),24.69,24.52,24.86,296.22,24.52,24.53,24.53,24.53,24.69,24.83,24.83,24.84,24.86,0.13
Effective Concurrency,4.00,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.06
Effective Decode Concurrency,3.91,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.54
Effective Decode Throughput (tokens/sec),98.59,0.00,60112.86,,,,,,100.63,,117.06,127.37,157.07,57.22
Effective Decode Throughput Per User (tokens/sec/user),24.73,0.00,15028.22,,,,,,25.16,,29.29,31.89,40.00,14.25
Effective Latency (CO-aware) (ms),41485.63,41195.09,41763.39,497827.52,41200.98,41224.56,41248.77,41249.80,41478.49,41741.96,41749.10,41755.58,41761.82,211.59
Effective Prefill Concurrency,0.09,0.00,4.00,,,,,,0.00,,0.00,0.00,4.00,0.54
Effective Prefill Throughput (tokens/sec),198.14,0.00,10971.21,,,,,,0.00,,0.00,0.00,8675.52,1211.30
Effective Prefill Throughput Per User (tokens/sec/user),65.38,0.00,5128.24,,,,,,0.00,,0.00,0.00,2168.88,380.08
Effective Total Throughput (tokens/sec),296.73,0.00,10971.21,,,,,,101.14,,101.57,101.57,8675.52,1197.83
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1020.83,1017.00,1024.00,12250.00,1017.00,1017.00,1017.10,1018.00,1021.00,1024.00,1024.00,1024.00,1024.00,2.67
HTTP Chunks Sent,1.00,1.00,1.00,12.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,12.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),244.78,244.43,245.06,2937.31,244.45,244.56,244.67,244.70,244.79,244.85,244.90,244.97,245.04,0.15
HTTP Data Sent (KB),8.90,8.57,9.31,106.79,8.57,8.58,8.61,8.74,8.87,9.06,9.21,9.26,9.30,0.23
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),41483.03,41191.98,41760.58,497796.41,41197.94,41221.76,41246.18,41246.99,41477.51,41739.05,41746.24,41752.74,41759.01,211.51
HTTP Receiving (ms),40531.48,40024.39,41359.73,486377.76,40029.59,40050.38,40089.02,40275.20,40552.59,40754.09,40839.30,41077.14,41303.21,360.86
HTTP Sending (ms),0.15,0.12,0.23,1.84,0.12,0.12,0.12,0.13,0.13,0.18,0.19,0.21,0.22,0.03
HTTP Total Time (ms),41483.03,41191.98,41760.58,497796.41,41197.94,41221.76,41246.18,41246.99,41477.51,41739.05,41746.24,41752.74,41759.01,211.51
HTTP Waiting (TTFB) (ms),951.40,400.72,1256.23,11416.81,401.97,406.99,438.19,836.36,1047.59,1187.09,1218.78,1237.19,1252.42,294.30
Input Sequence Length (tokens),2056.00,2056.00,2056.00,24672.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,0.00
Inter Chunk Latency (ms),39.86,0.00,311.86,486377.70,17.44,29.12,32.38,36.32,39.29,42.25,46.08,50.30,68.28,11.26
Inter Token Latency (ms),39.62,39.12,40.43,475.44,39.13,39.15,39.19,39.37,39.64,39.84,39.92,40.15,40.37,0.35
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,12288.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,12288.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),25.24,24.73,25.56,302.90,24.77,24.91,25.05,25.10,25.23,25.40,25.52,25.54,25.56,0.22
Prefill Throughput Per User (tokens/sec/user),2516.89,1636.24,5128.24,30202.71,1641.35,1661.83,1686.75,1731.62,1975.55,2494.22,4793.05,5050.10,5112.62,1199.45
Request Latency (ms),41483.11,41192.05,41760.64,497797.26,41198.01,41221.83,41246.24,41247.07,41477.58,41739.12,41746.32,41752.82,41759.08,211.51
Time to First Output Token (ms),951.63,400.92,1256.54,11419.56,402.17,407.20,438.41,836.57,1047.81,1187.34,1218.97,1237.43,1252.72,294.31
Time to First Token (ms),951.63,400.92,1256.54,11419.56,402.17,407.20,438.41,836.57,1047.81,1187.34,1218.97,1237.43,1252.72,294.31
Time to Second Token (ms),156.43,31.93,271.35,1877.21,32.75,36.00,39.90,59.52,159.11,261.90,265.74,268.48,270.78,102.00
Tokens In Flight (tokens),10221.30,0.00,12313.96,,,,,,10231.29,,11901.33,12105.66,12270.68,1219.87
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,12288.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Tokens (tokens),2056.00,2056.00,2056.00,24672.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,2056.00,0.00
Usage Total Tokens (tokens),3080.00,3080.00,3080.00,36960.00,3080.00,3080.00,3080.00,3080.00,3080.00,3080.00,3080.00,3080.00,3080.00,0.00

Metric,Value
Benchmark Duration (sec),124.51
Input Token Throughput (tokens/sec),198.14
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),98.68
Request Count,12.00
Request Throughput (requests/sec),0.10
Total Input Sequence Length (tokens),24672.00
Total Output Sequence Length (tokens),12288.00
Total Output Tokens (tokens),12288.00
Total Token Throughput (tokens/sec),296.83
Total Usage Completion Tokens (tokens),12288.00
Total Usage Prompt Tokens (tokens),24672.00
Total Usage Total Tokens (tokens),36960.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
