Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),93.20,0.00,1829.66,,,,,,91.68,,109.88,117.50,182.99,33.43
Active Decode Throughput Per User (tokens/sec/user),23.31,0.00,457.41,,,,,,22.92,,27.47,29.38,45.75,8.35
Active Prefill Throughput (tokens/sec),6662.85,1684.92,11888.39,,,,,,5791.67,,11521.04,11888.39,11888.39,2891.18
Active Prefill Throughput Per User (tokens/sec/user),2328.89,1684.92,5729.37,,,,,,2053.25,,2972.10,4080.26,5728.65,801.56
Active Total Throughput (tokens/sec),104.80,23.13,11888.39,,,,,,92.49,,94.08,94.08,94.08,300.48
Credit-to-Start Latency (ms),17.04,1.00,27.25,136.30,1.01,1.03,1.06,1.15,25.99,26.89,27.03,27.14,27.23,12.36
Decode Duration (ms),351243.05,348125.31,354443.49,2809944.44,348125.31,348125.32,348125.33,348231.13,351300.81,354157.69,354313.68,354378.59,354430.51,2997.30
E2E Output Token Throughput (tokens/sec/user),23.30,23.10,23.50,186.36,23.10,23.10,23.10,23.10,23.30,23.49,23.49,23.49,23.50,0.20
Effective Concurrency,4.00,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.04
Effective Decode Concurrency,3.99,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.13
Effective Decode Throughput (tokens/sec),93.15,0.00,1829.66,,,,,,91.66,,109.88,117.49,182.99,33.49
Effective Decode Throughput Per User (tokens/sec/user),23.29,0.00,457.41,,,,,,22.92,,27.47,29.38,45.75,8.36
Effective Latency (CO-aware) (ms),351701.07,348672.49,354711.04,2813608.54,348674.88,348684.42,348696.35,348727.10,351690.99,354696.81,354710.42,354710.73,354710.98,2989.39
Effective Prefill Concurrency,0.00,0.00,4.00,,,,,,0.00,,0.00,0.00,0.00,0.12
Effective Prefill Throughput (tokens/sec),11.64,0.00,11888.39,,,,,,0.00,,0.00,0.00,0.00,303.42
Effective Prefill Throughput Per User (tokens/sec/user),4.07,0.00,5729.37,,,,,,0.00,,0.00,0.00,0.00,102.89
Effective Total Throughput (tokens/sec),104.79,0.00,11888.39,,,,,,92.49,,94.08,94.08,94.08,300.48
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
