Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),99.47,3.90,41305.17,,,,,,106.12,,122.47,132.77,178.70,116.83
Active Decode Throughput Per User (tokens/sec/user),24.97,3.90,10326.29,,,,,,26.53,,30.63,33.24,45.62,29.19
Active Prefill Throughput (tokens/sec),5743.01,1435.84,8696.08,,,,,,4869.13,,8696.08,8696.08,8696.08,2469.96
Active Prefill Throughput Per User (tokens/sec/user),1791.61,1435.84,3826.96,,,,,,1623.04,,2174.02,2174.02,2174.02,302.51
Active Total Throughput (tokens/sec),296.19,25.42,8696.08,,,,,,100.93,,100.93,100.93,8696.08,1129.22
Credit-to-Start Latency (ms),1.13,1.00,1.20,4.52,1.01,1.02,1.04,1.10,1.15,1.18,1.20,1.20,1.20,0.08
Decode Duration (ms),40547.48,40239.42,41077.64,162189.92,40241.47,40249.67,40259.92,40290.67,40436.43,40693.24,40923.88,41000.76,41062.26,329.30
E2E Output Token Throughput (tokens/sec/user),24.59,24.57,24.61,98.34,24.57,24.57,24.57,24.58,24.58,24.59,24.60,24.60,24.61,0.01
Effective Concurrency,4.00,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.09
Effective Decode Concurrency,3.89,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.59
Effective Decode Throughput (tokens/sec),98.17,0.00,41305.17,,,,,,105.89,,122.33,132.40,178.70,116.62
Effective Decode Throughput Per User (tokens/sec/user),24.64,0.00,10326.29,,,,,,26.47,,30.62,33.20,45.62,29.14
Effective Latency (CO-aware) (ms),41651.22,41617.92,41677.38,166604.88,41618.76,41622.13,41626.35,41639.00,41654.79,41667.01,41673.23,41675.31,41676.97,22.21
Effective Prefill Concurrency,0.11,0.00,4.00,,,,,,0.00,,0.00,0.00,4.00,0.58
Effective Prefill Throughput (tokens/sec),197.98,0.00,8696.08,,,,,,0.00,,0.00,0.00,8696.08,1143.72
Effective Prefill Throughput Per User (tokens/sec/user),61.76,0.00,3826.96,,,,,,0.00,,0.00,0.00,2174.02,331.65
Effective Total Throughput (tokens/sec),296.15,0.00,8696.08,,,,,,100.93,,100.93,100.93,8696.08,1129.14
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,960.00,958.00,962.00,3840.00,958.00,958.00,958.00,958.00,960.00,962.00,962.00,962.00,962.00,2.00
HTTP Chunks Sent,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),84.09,77.68,88.55,336.35,77.89,78.76,79.84,83.09,85.06,86.06,87.56,88.05,88.45,3.97
HTTP Connection Overhead (ms),85.65,79.26,90.19,342.61,79.48,80.33,81.40,84.61,86.58,87.61,89.16,89.68,90.09,3.98
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),244.65,244.50,244.77,978.60,244.50,244.51,244.53,244.58,244.67,244.74,244.76,244.76,244.77,0.11
HTTP Data Sent (KB),8.62,8.07,9.19,34.48,8.09,8.14,8.21,8.41,8.61,8.83,9.04,9.11,9.17,0.40
HTTP DNS Lookup (ms),1.56,1.50,1.64,6.26,1.50,1.51,1.51,1.52,1.56,1.60,1.62,1.63,1.64,0.05
HTTP Duration (excl. conn) (ms),41649.94,41616.56,41676.05,166599.76,41617.40,41620.79,41625.02,41637.71,41653.58,41665.81,41671.96,41674.00,41675.64,22.24
HTTP Receiving (ms),40547.53,40239.46,41077.70,162190.14,40241.51,40249.72,40259.97,40290.74,40436.49,40693.28,40923.94,41000.82,41062.33,329.30
HTTP Sending (ms),84.46,78.06,88.98,337.85,78.28,79.14,80.22,83.45,85.41,86.42,87.96,88.47,88.88,3.97
HTTP Total Time (ms),41735.59,41695.82,41766.25,166942.37,41696.88,41701.12,41706.42,41722.32,41740.15,41753.43,41761.12,41763.68,41765.73,26.10
HTTP Waiting (TTFB) (ms),1017.94,460.79,1347.61,4071.77,476.80,540.83,620.86,860.98,1131.69,1288.66,1324.03,1335.82,1345.25,347.38
Input Sequence Length (tokens),2063.00,2063.00,2063.00,8252.00,2063.00,2063.00,2063.00,2063.00,2063.00,2063.00,2063.00,2063.00,2063.00,0.00
Inter Chunk Latency (ms),39.83,0.00,274.75,162189.92,0.00,0.00,24.84,35.49,38.78,42.46,47.49,64.94,140.94,22.29
Inter Token Latency (ms),39.64,39.33,40.15,158.54,39.34,39.34,39.35,39.38,39.53,39.78,40.00,40.08,40.14,0.32
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,4096.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,4096.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
