Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),94.36,0.00,36117.10,,,,,,92.10,,122.88,145.00,231.25,123.29
Active Decode Throughput Per User (tokens/sec/user),94.36,0.00,36117.10,,,,,,92.10,,122.88,145.00,231.25,123.29
Active Prefill Throughput (tokens/sec),1796.48,1796.48,1796.48,,,,,,1796.48,,1796.48,1796.48,1796.48,0.00
Active Prefill Throughput Per User (tokens/sec/user),1796.48,1796.48,1796.48,,,,,,1796.48,,1796.48,1796.48,1796.48,0.00
Active Total Throughput (tokens/sec),179.34,94.36,1796.48,,,,,,94.36,,94.36,94.36,1796.48,370.73
Credit-to-Start Latency (ms),1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,0.00
Decode Duration (ms),86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,86810.09,0.00
E2E Output Token Throughput (tokens/sec/user),89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,89.66,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.95,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.22
Effective Decode Throughput (tokens/sec),89.63,0.00,36117.10,,,,,,90.91,,121.64,143.40,224.68,121.92
Effective Decode Throughput Per User (tokens/sec/user),89.63,0.00,36117.10,,,,,,90.91,,121.64,143.40,224.68,121.92
Effective Latency (CO-aware) (ms),91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,91373.86,0.00
Effective Prefill Concurrency,0.05,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.22
Effective Prefill Throughput (tokens/sec),89.68,0.00,1796.48,,,,,,0.00,,0.00,0.00,1796.48,391.24
Effective Prefill Throughput Per User (tokens/sec/user),89.68,0.00,1796.48,,,,,,0.00,,0.00,0.00,1796.48,391.24
Effective Total Throughput (tokens/sec),179.31,0.00,1796.48,,,,,,94.36,,94.36,94.36,1796.48,370.70
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,4222.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,0.00
HTTP Connection Overhead (ms),6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,1238.07,0.00
HTTP Data Sent (KB),34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,91372.07,0.00
HTTP Receiving (ms),86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,86810.14,0.00
HTTP Sending (ms),7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,7.06,0.00
HTTP Total Time (ms),91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,91378.75,0.00
HTTP Waiting (TTFB) (ms),4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,4554.87,0.00
Input Sequence Length (tokens),8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,8196.00,0.00
Inter Chunk Latency (ms),20.15,0.00,96.30,86810.09,0.00,6.52,11.39,16.85,19.95,22.80,28.00,32.83,49.57,8.43
Inter Token Latency (ms),10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,10.60,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Output Token Throughput Per User (tokens/sec/user),94.36,94.36,94.36,94.36,94.36,94.36,94.36,94.36,94.36,94.36,94.36,94.36,94.36,0.00
Prefill Throughput Per User (tokens/sec/user),1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,1796.48,0.00
Reasoning Token Count (tokens),8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
Request Latency (ms),91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,91372.34,0.00
Time to First Token (ms),4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,4562.25,0.00
Time to Second Token (ms),20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,0.00
Tokens In Flight (tokens),12085.88,0.00,16388.00,,,,,,12075.75,,15526.69,15958.30,16300.54,2477.31

Metric,Value
Benchmark Duration (sec),91.37
Input Token Throughput (tokens/sec),89.68
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),89.64
Request Count,1.00
Request Throughput (requests/sec),0.01
Total Input Sequence Length (tokens),8196.00
Total Output Sequence Length (tokens),8192.00
Total Reasoning Tokens (tokens),8192.00
Total Token Throughput (tokens/sec),179.32
