Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1344.69,0.09,11467.93,,,,,,1974.21,,2772.47,2945.57,3529.54,1286.88
Active Decode Throughput Per User (tokens/sec/user),5.29,0.09,44.80,,,,,,7.71,,10.83,11.51,13.79,4.99
Active Prefill Throughput (tokens/sec),11247.50,44.11,40175.63,,,,,,8139.70,,24568.33,33588.66,37315.63,9694.99
Active Prefill Throughput Per User (tokens/sec/user),71.33,44.10,1428.76,,,,,,60.59,,103.23,132.24,156.94,36.88
Active Total Throughput (tokens/sec),6657.20,9.81,40175.63,,,,,,1834.46,,19173.92,24664.76,37315.63,8145.30
Credit-to-Start Latency (ms),7.88,0.69,43.48,4034.84,0.75,1.19,1.88,3.74,5.37,9.57,16.47,20.96,35.22,7.02
Decode Duration (ms),18357.53,12920.27,24399.38,9399056.97,12950.35,13198.63,13679.16,15501.37,18331.08,21166.62,22834.21,23623.36,23746.32,3283.32
E2E Output Token Throughput (tokens/sec/user),5.21,5.19,5.24,2670.06,5.19,5.19,5.20,5.20,5.21,5.23,5.24,5.24,5.24,0.02
Effective Concurrency,255.70,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,6.82
Effective Decode Concurrency,191.24,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,85.19
Effective Decode Throughput (tokens/sec),1323.05,0.00,11467.93,,,,,,1878.22,,2768.74,2945.57,3445.44,1287.65
Effective Decode Throughput Per User (tokens/sec/user),5.21,0.00,44.80,,,,,,7.34,,10.82,11.51,13.46,5.00
Effective Latency (CO-aware) (ms),24552.90,24432.53,24683.34,12571086.48,24443.06,24457.45,24465.43,24484.01,24551.73,24623.85,24644.81,24653.92,24667.99,69.61
Effective Prefill Concurrency,64.46,0.00,256.00,,,,,,0.00,,214.00,238.00,256.00,84.96
Effective Prefill Throughput (tokens/sec),5333.86,0.00,40175.63,,,,,,0.00,,18943.87,24568.33,37315.63,8724.47
Effective Prefill Throughput Per User (tokens/sec/user),33.83,0.00,1428.76,,,,,,0.00,,88.52,103.23,145.76,43.75
Effective Total Throughput (tokens/sec),6656.91,0.00,40175.63,,,,,,1834.46,,19173.92,24664.76,37315.63,8145.24
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.00,128.00,128.00,65536.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),15.51,0.00,95.09,7939.51,0.00,0.00,0.00,0.00,11.29,25.58,49.45,51.60,54.37,18.78
HTTP Connection Overhead (ms),15.51,0.00,95.09,7939.51,0.00,0.00,0.00,0.00,11.29,25.58,49.45,51.60,54.37,18.78
HTTP Connection Reused (ratio),0.49,0.00,1.00,252.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),32.00,31.65,32.23,16386.21,31.87,31.93,31.94,31.97,32.01,32.04,32.06,32.08,32.13,0.05
HTTP Data Sent (KB),2.34,2.06,2.59,1199.20,2.09,2.20,2.23,2.28,2.34,2.40,2.46,2.49,2.54,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),24544.97,24417.22,24674.29,12567022.71,24425.08,24436.01,24449.57,24477.08,24549.59,24619.25,24637.08,24645.20,24657.95,72.40
HTTP Receiving (ms),18357.53,12920.27,24399.38,9399057.03,12950.35,13198.63,13679.16,15501.37,18331.08,21166.62,22834.21,23623.36,23746.31,3283.32
HTTP Sending (ms),15.63,0.05,95.28,8003.92,0.05,0.06,0.07,0.10,11.37,25.71,49.62,51.71,54.50,18.78
HTTP Total Time (ms),24560.47,24417.22,24728.85,12574962.22,24425.08,24436.01,24449.66,24477.72,24552.60,24646.05,24684.01,24694.73,24711.42,88.70
HTTP Waiting (TTFB) (ms),6171.80,132.34,11563.93,3159961.75,812.20,895.67,1694.25,3336.85,6139.42,8952.28,10919.99,11227.50,11563.61,3276.21
Input Sequence Length (tokens),512.00,512.00,512.00,262144.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),144.55,10.38,11603.86,9399056.97,41.97,72.53,83.35,93.24,101.76,108.88,123.04,137.63,208.37,561.34
Inter Token Latency (ms),144.55,101.73,192.12,74008.32,101.97,103.93,107.71,122.06,144.34,166.67,179.80,186.01,186.98,25.85
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.00,128.00,128.00,65536.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Count (tokens),128.00,128.00,128.00,65536.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Throughput Per User (tokens/sec/user),7.15,5.21,9.83,3662.29,5.35,5.38,5.56,6.00,6.93,8.19,9.28,9.62,9.81,1.33
Prefill Throughput Per User (tokens/sec/user),151.35,43.99,3859.23,77491.26,44.11,45.60,46.73,57.19,83.39,153.43,300.02,563.73,630.21,244.26
Request Latency (ms),24545.02,24417.25,24674.35,12567051.63,24425.11,24436.05,24449.63,24477.13,24549.65,24619.30,24637.14,24645.24,24657.99,72.40
