Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),605.08,0.00,228082.96,,,,,,653.53,,761.03,800.58,1003.75,585.80
Active Decode Throughput Per User (tokens/sec/user),26.63,0.00,38566.99,,,,,,22.63,,35.46,45.62,86.16,73.98
Active Prefill Throughput (tokens/sec),353.03,11.03,1008.06,,,,,,219.77,,714.70,1008.06,1008.06,281.63
Active Prefill Throughput Per User (tokens/sec/user),16.70,11.03,41.40,,,,,,13.74,,23.82,31.50,31.50,5.93
Active Total Throughput (tokens/sec),669.94,12.55,1008.06,,,,,,751.15,,751.15,751.15,1008.06,154.92
Credit-to-Start Latency (ms),4.36,1.21,15.12,139.58,1.21,1.23,1.23,1.40,3.71,6.02,8.38,9.19,13.28,3.17
Decode Duration (ms),349169.68,313172.37,363807.57,11173429.66,315094.29,329220.39,342178.50,344896.82,350565.96,356262.18,359673.68,361725.41,363480.35,10592.16
E2E Output Token Throughput (tokens/sec/user),20.50,18.61,25.58,655.98,18.65,18.73,18.83,19.14,20.14,21.43,22.48,23.94,25.43,1.74
Effective Concurrency,29.24,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,6.41
Effective Decode Concurrency,25.39,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.57
Effective Decode Throughput (tokens/sec),595.44,0.00,228082.96,,,,,,651.30,,759.28,799.63,1003.33,586.04
Effective Decode Throughput Per User (tokens/sec/user),26.21,0.00,38566.99,,,,,,22.56,,35.15,45.24,86.13,73.46
Effective Latency (CO-aware) (ms),402139.75,320162.49,440045.45,12868471.96,322083.98,342772.53,364285.54,382095.20,406708.81,427971.76,434938.52,437324.24,439212.15,31099.84
Effective Prefill Concurrency,3.85,0.00,32.00,,,,,,0.00,,18.00,28.00,32.00,8.47
Effective Prefill Throughput (tokens/sec),74.46,0.00,1008.06,,,,,,0.00,,264.18,605.95,1008.06,193.58
Effective Prefill Throughput Per User (tokens/sec/user),3.52,0.00,41.40,,,,,,0.00,,14.68,21.64,31.50,7.34
Effective Total Throughput (tokens/sec),669.90,0.00,1008.06,,,,,,751.15,,751.15,751.15,1008.06,155.00
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4242.84,4144.00,4421.00,135771.00,4148.65,4170.00,4181.10,4202.75,4237.00,4269.50,4315.20,4358.80,4409.22,60.21
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),18.57,0.00,32.29,594.30,3.87,13.13,14.28,15.00,16.85,18.37,30.86,31.99,32.26,6.92
HTTP Connection Overhead (ms),18.57,0.00,32.29,594.30,3.87,13.13,14.28,15.00,16.85,18.37,30.86,31.99,32.26,6.92
HTTP Connection Reused (ratio),0.03,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.17
HTTP Data Received (KB),1212.76,1180.59,1268.84,38808.22,1180.97,1184.10,1187.15,1199.53,1213.87,1223.25,1226.75,1245.01,1262.20,18.69
HTTP Data Sent (KB),4.41,4.00,4.82,141.22,4.00,4.08,4.17,4.31,4.43,4.53,4.57,4.66,4.79,0.18
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),402135.15,320161.03,440037.71,12868324.83,322078.26,342762.60,364283.89,382091.17,406705.66,427968.10,434931.17,437315.22,439203.90,31099.78
HTTP Receiving (ms),349183.90,313172.43,363807.63,11173884.70,315094.33,329268.36,342178.57,344942.79,350566.00,356262.25,359673.73,361725.45,363480.40,10590.17
HTTP Sending (ms),19.14,0.19,32.89,612.45,4.15,13.56,14.76,15.48,17.35,18.92,32.13,32.46,32.81,7.02
HTTP Total Time (ms),402153.72,320179.40,440070.01,12868919.13,322090.93,342770.49,364301.90,382106.66,406721.27,427984.49,434963.05,437345.53,439235.49,31104.10
HTTP Waiting (TTFB) (ms),52932.12,6969.76,92779.81,1693827.69,6970.87,13485.95,19324.05,28325.35,51816.21,76757.97,92498.26,92779.63,92779.81,27446.47
Input Sequence Length (tokens),1024.00,1024.00,1024.00,32768.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Inter Chunk Latency (ms),87.64,0.00,1250.69,11173429.66,1.39,45.79,60.11,77.08,85.56,91.70,110.47,166.68,183.44,31.82
Inter Token Latency (ms),42.64,38.24,44.43,1364.51,38.48,40.21,41.79,42.13,42.81,43.50,43.92,44.17,44.39,1.29
OSL Mismatch Diff % (%),-0.03,-0.06,-0.01,-0.94,-0.06,-0.05,-0.05,-0.03,-0.02,-0.02,-0.02,-0.02,-0.01,0.01
Output Sequence Length (tokens),8189.59,8187.00,8191.00,262067.00,8187.00,8187.55,8188.00,8189.75,8190.00,8190.00,8190.00,8190.45,8191.00,0.96
Output Token Count (tokens),6621.03,4111.00,7744.00,211873.00,4384.73,5038.55,5407.60,5980.75,7004.00,7277.25,7501.90,7653.05,7734.39,906.72
Output Token Throughput Per User (tokens/sec/user),23.47,22.51,26.15,751.18,22.53,22.64,22.77,22.99,23.36,23.74,23.93,24.89,25.99,0.75
Prefill Throughput Per User (tokens/sec/user),31.50,11.03,146.84,1008.06,11.03,11.03,11.07,13.35,20.00,36.46,53.21,95.84,146.74,32.40
Reasoning Token Count (tokens),1568.56,446.00,4079.00,50194.00,455.61,536.95,688.10,910.50,1186.00,2210.00,2782.40,3150.35,3805.27,906.78
Request Latency (ms),402121.27,320161.25,440037.94,12867880.72,322078.44,342714.82,364275.71,381999.89,406705.90,427968.35,434895.91,437315.44,439204.13,31107.72
Time to First Output Token (ms),118307.19,35553.67,225194.29,3785830.09,37028.77,49442.65,62680.95,89970.38,128183.89,141729.13,167061.95,189186.14,214655.71,43329.58
Time to First Token (ms),52951.60,6973.62,92812.50,1694451.06,6978.35,13501.30,19343.42,28342.27,51833.94,76774.35,92529.88,92812.35,92812.48,27451.40
Time to Second Token (ms),55.68,28.23,86.17,1781.82,28.24,28.25,29.57,34.90,53.83,74.54,78.57,81.20,85.58,20.02
Tokens In Flight (tokens),135945.13,0.00,236429.54,,,,,,138074.44,,223799.61,228311.05,233531.17,66323.86

Metric,Value
Benchmark Duration (sec),440.05
Input Token Throughput (tokens/sec),74.46
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),595.51
Request Count,32.00
Request Throughput (requests/sec),0.07
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),262067.00
Total Output Tokens (tokens),211873.00
Total Reasoning Tokens (tokens),50194.00
Total Token Throughput (tokens/sec),669.97
