Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),299.22,0.00,271204.93,,,,,,305.61,,371.28,400.83,555.70,643.23
Active Decode Throughput Per User (tokens/sec/user),42.59,0.00,33900.62,,,,,,39.85,,50.21,59.86,107.06,106.29
Active Prefill Throughput (tokens/sec),404.04,50.51,641.61,,,,,,336.28,,641.61,641.61,641.61,160.11
Active Prefill Throughput Per User (tokens/sec/user),62.30,50.51,80.20,,,,,,56.05,,80.20,80.20,80.20,11.15
Active Total Throughput (tokens/sec),329.04,40.20,641.61,,,,,,326.95,,326.95,420.83,641.61,66.10
Credit-to-Start Latency (ms),2.61,1.08,12.28,20.89,1.09,1.10,1.11,1.20,1.25,1.30,4.67,8.48,11.52,3.65
Decode Duration (ms),200500.98,188148.78,205661.75,1604007.81,188888.79,191848.84,195548.90,199363.27,202306.12,203608.06,204298.70,204980.22,205525.44,5117.75
E2E Output Token Throughput (tokens/sec/user),37.94,36.56,42.39,303.55,36.57,36.57,36.58,36.73,36.94,38.48,40.07,41.23,42.16,1.88
Effective Concurrency,7.73,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.84
Effective Decode Concurrency,7.16,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.95
Effective Decode Throughput (tokens/sec),292.45,0.00,271204.93,,,,,,304.29,,370.71,399.61,554.61,637.46
Effective Decode Throughput Per User (tokens/sec/user),41.62,0.00,33900.62,,,,,,39.72,,49.85,59.36,106.67,105.27
Effective Latency (CO-aware) (ms),216335.55,193206.59,223990.74,1730684.41,194352.74,198937.37,204668.15,212877.22,221701.82,222970.82,223891.41,223941.07,223980.80,10001.58
Effective Prefill Concurrency,0.57,0.00,8.00,,,,,,0.00,,0.00,6.00,8.00,1.85
Effective Prefill Throughput (tokens/sec),36.57,0.00,641.61,,,,,,0.00,,0.00,336.28,641.61,125.53
Effective Prefill Throughput Per User (tokens/sec/user),5.64,0.00,80.20,,,,,,0.00,,0.00,56.05,80.20,18.19
Effective Total Throughput (tokens/sec),329.02,0.00,641.61,,,,,,326.95,,326.95,420.83,641.61,66.16
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4221.88,4095.00,4315.00,33775.00,4099.41,4117.05,4139.10,4199.25,4227.50,4265.75,4288.40,4301.70,4312.34,65.10
HTTP Chunks Sent,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),21.91,0.00,28.91,175.26,1.11,5.53,11.06,15.87,28.43,28.90,28.91,28.91,28.91,9.91
HTTP Connection Overhead (ms),21.91,0.00,28.91,175.26,1.11,5.53,11.06,15.87,28.43,28.90,28.91,28.91,28.91,9.91
HTTP Connection Reused (ratio),0.12,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.65,0.93,0.33
HTTP Data Received (KB),1214.83,1192.73,1241.90,9718.64,1192.78,1192.98,1193.23,1195.53,1219.12,1227.76,1232.61,1237.26,1240.97,17.58
HTTP Data Sent (KB),4.39,4.00,4.54,35.14,4.02,4.10,4.20,4.38,4.45,4.49,4.53,4.54,4.54,0.17
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),216332.74,193194.24,223989.44,1730661.96,194341.16,198928.85,204663.47,212875.86,221700.28,222969.32,223889.98,223939.71,223979.50,10004.72
HTTP Receiving (ms),200501.03,188148.79,205661.81,1604008.26,188888.80,191848.87,195548.95,199363.37,202306.16,203608.12,204298.77,204980.29,205525.50,5117.76
HTTP Sending (ms),22.34,0.19,29.40,178.72,1.31,5.80,11.42,16.32,28.89,29.37,29.40,29.40,29.40,9.99
HTTP Total Time (ms),216354.65,193194.24,224018.34,1730837.22,194342.27,198934.38,204674.53,212901.50,221722.43,222997.88,223918.89,223968.61,224008.40,10013.36
HTTP Waiting (TTFB) (ms),15809.37,5045.26,20245.47,126474.97,5391.04,6774.15,8503.04,13915.03,17741.68,20245.43,20245.45,20245.46,20245.47,5352.24
Input Sequence Length (tokens),1024.00,1024.00,1024.00,8192.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Inter Chunk Latency (ms),49.89,0.00,226.36,1604007.81,0.07,20.01,34.96,43.65,47.78,52.38,65.48,94.15,133.13,20.63
Inter Token Latency (ms),24.48,22.98,25.11,195.88,23.07,23.43,23.88,24.35,24.71,24.87,24.95,25.03,25.10,0.63
OSL Mismatch Diff % (%),-0.03,-0.04,-0.02,-0.22,-0.04,-0.04,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,0.01
Output Sequence Length (tokens),8189.75,8189.00,8190.00,65518.00,8189.00,8189.00,8189.00,8189.75,8190.00,8190.00,8190.00,8190.00,8190.00,0.43
Output Token Count (tokens),6487.38,4526.00,7497.00,51899.00,4624.77,5019.85,5513.70,6092.25,6646.50,7207.50,7385.70,7441.35,7485.87,904.06
Output Token Throughput Per User (tokens/sec/user),40.87,39.82,43.52,326.95,39.84,39.95,40.08,40.22,40.48,41.08,41.90,42.71,43.36,1.09
Prefill Throughput Per User (tokens/sec/user),80.20,50.51,202.95,641.61,50.51,50.51,50.51,50.51,58.82,75.94,132.56,167.75,195.91,49.28
