Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),607.09,0.00,62889.73,,,,,,639.84,,725.97,751.58,945.43,382.72
Active Decode Throughput Per User (tokens/sec/user),9.54,0.00,982.65,,,,,,10.00,,11.36,11.77,15.00,6.00
Active Prefill Throughput (tokens/sec),7248.33,115.78,16851.78,,,,,,7480.81,,11062.65,15203.12,16851.78,3796.43
Active Prefill Throughput Per User (tokens/sec/user),264.74,115.77,1284.82,,,,,,298.06,,349.15,426.30,695.40,137.12
Active Total Throughput (tokens/sec),1211.26,10.37,16851.78,,,,,,642.33,,642.33,7287.09,11139.20,2196.88
Credit-to-Start Latency (ms),5.77,0.72,20.53,738.94,0.73,0.79,1.16,3.56,4.88,6.84,11.17,15.67,19.56,4.09
Decode Duration (ms),103786.46,98684.33,107772.75,13284667.34,98743.94,98748.68,99440.60,101539.85,105197.29,105377.29,105893.93,106775.94,106785.62,2475.07
E2E Output Token Throughput (tokens/sec/user),9.49,8.93,10.07,1214.64,8.93,8.94,9.02,9.27,9.50,9.70,9.97,10.07,10.07,0.32
Effective Concurrency,63.92,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,1.64
Effective Decode Concurrency,61.41,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,9.67
Effective Decode Throughput (tokens/sec),605.32,0.00,62889.73,,,,,,639.67,,725.97,751.21,945.43,383.56
Effective Decode Throughput Per User (tokens/sec/user),9.51,0.00,982.65,,,,,,10.00,,11.35,11.77,15.00,6.01
Effective Latency (CO-aware) (ms),108039.62,101675.09,114621.88,13829070.75,101679.65,101695.74,102741.07,105611.23,107838.01,110482.94,113521.27,114608.91,114619.15,3656.38
Effective Prefill Concurrency,2.51,0.00,64.00,,,,,,0.00,,0.00,24.00,56.00,9.54
Effective Prefill Throughput (tokens/sec),605.91,0.00,16851.78,,,,,,0.00,,0.00,6907.03,11062.65,2286.81
Effective Prefill Throughput Per User (tokens/sec/user),22.13,0.00,1284.82,,,,,,0.00,,0.00,241.32,338.02,83.31
Effective Total Throughput (tokens/sec),1211.23,0.00,16851.78,,,,,,642.33,,642.33,7287.09,11139.20,2196.86
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1023.99,1023.00,1024.00,131071.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.09
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.48,0.00,7.86,189.26,0.00,0.00,0.00,0.00,0.43,2.45,3.92,5.09,7.19,1.86
HTTP Connection Overhead (ms),1.48,0.00,7.86,189.26,0.00,0.00,0.00,0.00,0.43,2.45,3.92,5.09,7.19,1.86
HTTP Connection Reused (ratio),0.49,0.00,1.00,63.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),286.52,285.33,288.29,36674.56,285.65,286.13,286.20,286.38,286.52,286.67,286.80,286.86,287.02,0.30
HTTP Data Sent (KB),4.51,4.10,4.90,577.64,4.13,4.27,4.33,4.42,4.50,4.60,4.73,4.79,4.86,0.15
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),108033.76,101666.48,114612.97,13828321.18,101671.82,101687.33,102737.89,105601.73,107834.05,110480.35,113515.02,114600.75,114611.21,3656.75
HTTP Receiving (ms),103786.47,98684.33,107772.76,13284668.10,98743.94,98748.67,99440.60,101539.85,105197.31,105377.29,105893.94,106775.93,106785.68,2475.07
HTTP Sending (ms),1.65,0.06,8.36,211.67,0.06,0.07,0.13,0.15,0.58,2.60,4.12,5.54,7.45,1.91
HTTP Total Time (ms),108035.24,101666.48,114614.73,13828510.45,101671.82,101687.33,102737.89,105601.73,107834.05,110485.33,113516.30,114602.08,114613.91,3657.78
HTTP Waiting (TTFB) (ms),4245.64,620.78,8844.47,543441.41,1031.78,1678.22,1727.49,2923.56,3300.01,5266.97,8258.98,8839.01,8842.17,2163.48
Input Sequence Length (tokens),1024.00,1024.00,1024.00,131072.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Inter Chunk Latency (ms),101.45,0.00,1124.82,13284667.34,17.46,79.29,85.71,91.52,97.83,103.15,108.67,122.21,184.44,63.91
Inter Token Latency (ms),101.45,96.47,105.35,12985.99,96.52,96.53,97.20,99.26,102.83,103.01,103.51,104.38,104.38,2.42
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,131072.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,131072.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),9.86,9.49,10.37,1262.40,9.58,9.58,9.66,9.71,9.72,10.07,10.29,10.36,10.36,0.24
Prefill Throughput Per User (tokens/sec/user),315.42,115.75,1648.66,40373.74,115.78,115.83,123.95,195.74,310.28,350.24,591.17,610.03,1103.74,199.90
Request Latency (ms),108033.84,101666.54,114613.01,13828331.81,101671.88,101687.40,102737.98,105601.78,107834.12,110480.55,113515.07,114600.85,114611.26,3656.75
Time to First Output Token (ms),4247.38,621.11,8846.51,543664.47,1031.99,1678.60,1732.15,2923.70,3300.22,5270.36,8261.18,8840.66,8844.03,2163.95
Time to First Token (ms),4247.38,621.11,8846.51,543664.47,1031.99,1678.60,1732.15,2923.70,3300.22,5270.36,8261.18,8840.66,8844.03,2163.95
Time to Second Token (ms),905.87,74.38,1124.82,115951.49,74.85,77.46,81.23,736.33,1088.52,1106.92,1112.12,1114.79,1118.90,355.20
Tokens In Flight (tokens),97250.36,0.00,130741.00,,,,,,97825.00,,124186.00,127514.00,130074.00,19689.22
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,131072.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Tokens (tokens),1024.00,1024.00,1024.00,131072.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
