Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),72.02,0.00,24029.80,,,,,,71.31,,84.65,92.85,146.02,93.11
Active Decode Throughput Per User (tokens/sec/user),72.02,0.00,24029.80,,,,,,71.31,,84.65,92.85,146.02,93.11
Active Prefill Throughput (tokens/sec),4889.82,4889.82,4889.82,,,,,,4889.82,,4889.82,4889.82,4889.82,0.00
Active Prefill Throughput Per User (tokens/sec/user),4889.82,4889.82,4889.82,,,,,,4889.82,,4889.82,4889.82,4889.82,0.00
Active Total Throughput (tokens/sec),142.23,72.02,4889.82,,,,,,72.02,,72.02,72.02,4889.82,577.31
Credit-to-Start Latency (ms),1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,0.00
Decode Duration (ms),14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,14203.63,0.00
E2E Output Token Throughput (tokens/sec/user),71.04,71.04,71.04,71.04,71.04,71.04,71.04,71.04,71.04,71.04,71.04,71.04,71.04,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.12
Effective Decode Throughput (tokens/sec),70.95,0.00,24029.80,,,,,,71.15,,84.59,92.65,145.48,92.83
Effective Decode Throughput Per User (tokens/sec/user),70.95,0.00,24029.80,,,,,,71.15,,84.59,92.65,145.48,92.83
Effective Latency (CO-aware) (ms),14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,14414.80,0.00
Effective Prefill Concurrency,0.01,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.12
Effective Prefill Throughput (tokens/sec),71.23,0.00,4889.82,,,,,,0.00,,0.00,0.00,4889.82,585.84
Effective Prefill Throughput Per User (tokens/sec/user),71.23,0.00,4889.82,,,,,,0.00,,0.00,0.00,4889.82,585.84
Effective Total Throughput (tokens/sec),142.18,0.00,4889.82,,,,,,72.02,,72.02,72.02,4889.82,577.22
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,0.00
HTTP Connection Overhead (ms),1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,0.00
