Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),50.58,0.00,16639.31,,,,,,51.81,,63.64,74.11,137.22,31.48
Active Decode Throughput Per User (tokens/sec/user),50.58,0.00,16639.31,,,,,,51.81,,63.64,74.11,137.22,31.48
Active Prefill Throughput (tokens/sec),5043.77,5043.77,5043.77,,,,,,5043.77,,5043.77,5043.77,5043.77,0.00
Active Prefill Throughput Per User (tokens/sec/user),5043.77,5043.77,5043.77,,,,,,5043.77,,5043.77,5043.77,5043.77,0.00
Active Total Throughput (tokens/sec),56.85,50.58,5043.77,,,,,,50.58,,50.58,50.58,50.58,176.83
Credit-to-Start Latency (ms),1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,0.00
Decode Duration (ms),161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,161949.26,0.00
E2E Output Token Throughput (tokens/sec/user),50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,50.52,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Throughput (tokens/sec),50.51,0.00,16639.31,,,,,,51.80,,63.62,74.10,137.11,31.52
Effective Decode Throughput Per User (tokens/sec/user),50.51,0.00,16639.31,,,,,,51.80,,63.62,74.10,137.11,31.52
Effective Latency (CO-aware) (ms),162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,162154.11,0.00
Effective Prefill Concurrency,0.00,0.00,1.00,,,,,,0.00,,0.00,0.00,0.00,0.04
Effective Prefill Throughput (tokens/sec),6.33,0.00,5043.77,,,,,,0.00,,0.00,0.00,0.00,178.61
Effective Prefill Throughput Per User (tokens/sec/user),6.33,0.00,5043.77,,,,,,0.00,,0.00,0.00,0.00,178.61
Effective Total Throughput (tokens/sec),56.84,0.00,5043.77,,,,,,50.58,,50.58,50.58,50.58,176.82
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,7708.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
