Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),126.66,0.00,936.67,,,,,,126.79,,142.96,152.92,214.03,26.05
Active Decode Throughput Per User (tokens/sec/user),126.66,0.00,936.67,,,,,,126.79,,142.96,152.92,214.03,26.05
Active Prefill Throughput (tokens/sec),321.30,321.30,321.30,,,,,,321.30,,321.30,321.30,321.30,0.00
Active Prefill Throughput Per User (tokens/sec/user),321.30,321.30,321.30,,,,,,321.30,,321.30,321.30,321.30,0.00
Active Total Throughput (tokens/sec),135.85,126.66,321.30,,,,,,126.66,,126.66,126.66,321.30,41.29
Credit-to-Start Latency (ms),1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.00
Decode Duration (ms),64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,64541.83,0.00
E2E Output Token Throughput (tokens/sec/user),120.69,120.69,120.69,120.69,120.69,120.69,120.69,120.69,120.69,120.69,120.69,120.69,120.69,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.95,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.21
Effective Decode Throughput (tokens/sec),120.65,0.00,936.67,,,,,,126.16,,142.24,151.83,210.04,37.02
Effective Decode Throughput Per User (tokens/sec/user),120.65,0.00,936.67,,,,,,126.16,,142.24,151.83,210.04,37.02
Effective Latency (CO-aware) (ms),67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,67745.78,0.00
Effective Prefill Concurrency,0.05,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.21
Effective Prefill Throughput (tokens/sec),15.17,0.00,321.30,,,,,,0.00,,0.00,0.00,321.30,68.15
Effective Prefill Throughput Per User (tokens/sec/user),15.17,0.00,321.30,,,,,,0.00,,0.00,0.00,321.30,68.15
Effective Total Throughput (tokens/sec),135.83,0.00,321.30,,,,,,126.66,,126.66,126.66,321.30,41.32
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,0.00
HTTP Connection Overhead (ms),5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,0.00
