Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),175.95,0.00,53652.81,,,,,,176.09,,201.61,213.80,290.19,181.93
Active Decode Throughput Per User (tokens/sec/user),44.07,0.00,13413.20,,,,,,44.02,,50.43,53.45,72.55,45.46
Active Prefill Throughput (tokens/sec),5618.51,1276.05,8413.16,,,,,,6273.49,,8413.16,8413.16,8413.16,1849.05
Active Prefill Throughput Per User (tokens/sec/user),1643.22,1276.05,2607.94,,,,,,1568.37,,2103.29,2103.29,2103.29,269.26
Active Total Throughput (tokens/sec),346.37,44.79,8413.16,,,,,,178.42,,178.42,178.42,6273.49,997.98
Credit-to-Start Latency (ms),3.29,1.08,6.94,26.35,1.08,1.10,1.11,1.22,3.22,4.74,5.44,6.19,6.79,1.99
Decode Duration (ms),23014.68,22838.87,23322.30,184117.40,22838.92,22839.11,22839.35,22901.18,22986.85,23096.68,23193.64,23257.97,23309.43,152.63
E2E Output Token Throughput (tokens/sec/user),43.34,43.05,43.68,346.73,43.05,43.05,43.05,43.05,43.34,43.61,43.64,43.66,43.68,0.29
Effective Concurrency,4.00,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.07
Effective Decode Concurrency,3.89,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.60
Effective Decode Throughput (tokens/sec),173.08,0.00,53652.81,,,,,,175.75,,201.29,213.47,290.19,181.81
Effective Decode Throughput Per User (tokens/sec/user),43.35,0.00,13413.20,,,,,,43.94,,50.34,53.40,72.55,45.43
Effective Latency (CO-aware) (ms),23630.52,23448.89,23790.20,189044.15,23451.11,23460.00,23471.10,23483.05,23631.71,23787.84,23790.09,23790.14,23790.19,156.28
Effective Prefill Concurrency,0.10,0.00,4.00,,,,,,0.00,,0.00,0.00,4.00,0.60
Effective Prefill Throughput (tokens/sec),173.25,0.00,8413.16,,,,,,0.00,,0.00,0.00,6273.49,1024.12
Effective Prefill Throughput Per User (tokens/sec/user),50.67,0.00,2607.94,,,,,,0.00,,0.00,0.00,1679.52,287.98
Effective Total Throughput (tokens/sec),346.33,0.00,8413.16,,,,,,178.42,,178.42,178.42,6273.49,997.93
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1020.88,1019.00,1022.00,8167.00,1019.07,1019.35,1019.70,1020.75,1021.00,1021.25,1022.00,1022.00,1022.00,0.93
