Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),400.80,1.33,26713.56,,,,,,439.43,,495.81,525.59,651.15,172.70
Active Decode Throughput Per User (tokens/sec/user),25.18,1.33,1669.60,,,,,,27.46,,30.99,32.85,40.70,10.52
Active Prefill Throughput (tokens/sec),9983.37,588.51,14853.13,,,,,,11307.31,,13528.08,14853.13,14853.13,3788.78
Active Prefill Throughput Per User (tokens/sec/user),730.28,588.51,1197.37,,,,,,753.82,,845.51,928.32,928.32,124.73
Active Total Throughput (tokens/sec),1887.19,26.64,14853.13,,,,,,444.53,,7740.05,13528.08,14853.13,3738.12
Credit-to-Start Latency (ms),1.82,0.61,5.02,58.12,0.62,0.74,0.86,1.13,1.58,2.44,2.63,3.06,4.56,0.93
Decode Duration (ms),4729.47,4421.99,5489.00,151342.95,4422.67,4425.18,4429.20,4640.58,4703.96,4768.07,4768.81,5352.84,5447.16,244.97
E2E Output Token Throughput (tokens/sec/user),23.68,22.70,24.69,757.83,22.71,22.71,22.71,22.71,23.68,24.65,24.65,24.67,24.69,0.97
Effective Concurrency,15.98,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,0.41
Effective Decode Concurrency,13.96,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,5.00
Effective Decode Throughput (tokens/sec),374.98,0.00,26713.56,,,,,,436.55,,495.56,524.43,651.15,193.87
Effective Decode Throughput Per User (tokens/sec/user),23.56,0.00,1669.60,,,,,,27.28,,30.97,32.78,40.70,11.91
Effective Latency (CO-aware) (ms),5415.72,5187.50,5639.17,173303.15,5187.77,5188.81,5194.15,5195.92,5417.00,5636.40,5637.72,5638.09,5638.88,221.13
Effective Prefill Concurrency,2.02,0.00,16.00,,,,,,0.00,,13.00,16.00,16.00,4.98
Effective Prefill Throughput (tokens/sec),1511.71,0.00,14853.13,,,,,,0.00,,7669.46,13528.08,14853.13,3870.45
Effective Prefill Throughput Per User (tokens/sec/user),110.58,0.00,1197.37,,,,,,0.00,,589.96,845.51,928.32,266.24
Effective Total Throughput (tokens/sec),1886.69,0.00,14853.13,,,,,,444.53,,7740.05,13528.08,14853.13,3737.75
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,127.78,127.00,128.00,4089.00,127.00,127.00,127.00,128.00,128.00,128.00,128.00,128.00,128.00,0.41
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),3.77,0.00,7.47,120.67,0.00,0.00,0.00,0.00,5.56,6.73,6.87,7.46,7.47,3.20
HTTP Connection Overhead (ms),3.77,0.00,7.47,120.67,0.00,0.00,0.00,0.00,5.56,6.73,6.87,7.46,7.47,3.20
HTTP Connection Reused (ratio),0.41,0.00,1.00,13.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),31.99,31.70,32.12,1023.74,31.72,31.76,31.91,31.97,32.02,32.05,32.07,32.08,32.11,0.09
HTTP Data Sent (KB),2.35,2.12,2.58,75.06,2.14,2.21,2.24,2.28,2.34,2.41,2.45,2.49,2.55,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5413.79,5183.94,5637.68,173241.16,5184.78,5187.42,5191.71,5193.63,5414.77,5635.03,5635.39,5635.64,5637.06,221.07
