Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),117.56,0.00,2274.46,,,,,,122.11,,137.41,148.20,250.21,47.41
Active Decode Throughput Per User (tokens/sec/user),117.56,0.00,2274.46,,,,,,122.11,,137.41,148.20,250.21,47.41
Active Prefill Throughput (tokens/sec),1647.92,1647.92,1647.92,,,,,,1647.92,,1647.92,1647.92,1647.92,0.00
Active Prefill Throughput Per User (tokens/sec/user),1647.92,1647.92,1647.92,,,,,,1647.92,,1647.92,1647.92,1647.92,0.00
Active Total Throughput (tokens/sec),219.75,117.56,1647.92,,,,,,117.56,,117.56,1647.92,1647.92,382.03
Credit-to-Start Latency (ms),1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,0.00
Decode Duration (ms),69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,69501.77,0.00
E2E Output Token Throughput (tokens/sec/user),109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.93,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.25
Effective Decode Throughput (tokens/sec),109.69,0.00,2274.46,,,,,,121.19,,136.68,146.43,243.61,54.41
Effective Decode Throughput Per User (tokens/sec/user),109.69,0.00,2274.46,,,,,,121.19,,136.68,146.43,243.61,54.41
Effective Latency (CO-aware) (ms),74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,74482.13,0.00
Effective Prefill Concurrency,0.07,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.25
Effective Prefill Throughput (tokens/sec),110.02,0.00,1647.92,,,,,,0.00,,0.00,1647.92,1647.92,411.34
Effective Prefill Throughput Per User (tokens/sec/user),110.02,0.00,1647.92,,,,,,0.00,,0.00,1647.92,1647.92,411.34
Effective Total Throughput (tokens/sec),219.71,0.00,1647.92,,,,,,117.56,,117.56,1647.92,1647.92,382.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,2642.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,0.00
HTTP Connection Overhead (ms),17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,17.23,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),908.02,908.02,908.02,908.02,908.02,908.02,908.02,908.02,908.02,908.02,908.02,908.02,908.02,0.00
HTTP Data Sent (KB),34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,74480.31,0.00
