Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),523.04,0.00,34345.78,,,,,,648.64,,742.69,780.42,1010.19,370.76
Active Decode Throughput Per User (tokens/sec/user),8.26,0.00,536.65,,,,,,10.15,,11.61,12.19,16.18,5.81
Active Prefill Throughput (tokens/sec),8295.26,133.87,17891.24,,,,,,8515.08,,15741.62,17158.37,17891.24,5525.50
Active Prefill Throughput Per User (tokens/sec/user),207.60,130.05,1548.60,,,,,,181.17,,249.87,268.10,1548.60,177.20
Active Total Throughput (tokens/sec),2594.87,10.77,17891.24,,,,,,619.42,,9010.84,15618.01,17158.37,4348.00
Credit-to-Start Latency (ms),4.98,0.80,11.47,637.01,1.00,1.14,3.12,3.79,4.68,5.99,7.40,8.98,11.09,2.07
Decode Duration (ms),13274.76,11783.29,15422.40,1699169.53,11783.38,11785.53,11787.19,12636.76,13617.27,14557.14,14587.90,14589.05,15193.84,1038.43
E2E Output Token Throughput (tokens/sec/user),8.13,8.11,8.17,1040.35,8.11,8.11,8.11,8.11,8.13,8.14,8.14,8.15,8.15,0.02
Effective Concurrency,63.95,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,1.52
Effective Decode Concurrency,53.90,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,19.80
Effective Decode Throughput (tokens/sec),515.69,0.00,34345.78,,,,,,646.65,,742.69,780.42,1010.19,373.26
Effective Decode Throughput Per User (tokens/sec/user),8.15,0.00,536.65,,,,,,10.12,,11.60,12.19,15.78,5.85
Effective Latency (CO-aware) (ms),15753.62,15661.37,15791.27,2016462.91,15715.46,15719.90,15720.89,15724.54,15741.54,15784.05,15785.92,15786.89,15788.20,30.88
Effective Prefill Concurrency,10.05,0.00,64.00,,,,,,0.00,,47.00,63.00,64.00,19.75
Effective Prefill Throughput (tokens/sec),2079.00,0.00,17891.24,,,,,,0.00,,8863.32,15609.77,17158.37,4536.02
Effective Prefill Throughput Per User (tokens/sec/user),52.03,0.00,1548.60,,,,,,0.00,,188.58,247.77,279.55,126.35
Effective Total Throughput (tokens/sec),2594.70,0.00,17891.24,,,,,,619.42,,9010.84,15618.01,17158.37,4347.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,127.98,127.00,128.00,16382.00,127.27,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.12
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),11.36,0.00,25.97,1454.18,0.00,0.00,0.00,0.00,10.21,22.52,23.24,25.76,25.95,11.41
HTTP Connection Overhead (ms),11.36,0.00,25.97,1454.18,0.00,0.00,0.00,0.00,10.21,22.52,23.24,25.76,25.95,11.41
HTTP Connection Reused (ratio),0.50,0.00,1.00,64.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),32.14,31.88,32.25,4113.40,31.95,32.07,32.09,32.11,32.14,32.16,32.19,32.21,32.23,0.05
HTTP Data Sent (KB),2.33,2.08,2.58,298.86,2.09,2.18,2.22,2.27,2.34,2.39,2.47,2.50,2.53,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),15748.57,15660.49,15786.93,2015817.24,15710.79,15713.46,15715.41,15718.17,15735.96,15779.98,15781.76,15783.07,15785.44,31.89
HTTP Receiving (ms),13274.76,11783.29,15422.39,1699169.77,11783.37,11785.53,11787.19,12636.76,13617.27,14557.14,14587.92,14589.05,15193.85,1038.43
HTTP Sending (ms),11.51,0.07,26.48,1473.64,0.08,0.09,0.10,0.12,10.37,22.62,23.43,26.29,26.46,11.44
HTTP Total Time (ms),15759.93,15660.49,15811.72,2017271.42,15710.79,15713.46,15715.41,15718.17,15745.97,15802.49,15805.19,15807.08,15810.54,42.73
HTTP Waiting (TTFB) (ms),2462.30,237.85,3938.09,315173.83,552.41,1153.50,1154.26,1167.05,2099.13,3081.51,3919.95,3936.56,3937.34,1039.40
Input Sequence Length (tokens),512.00,512.00,512.00,65536.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),104.53,0.00,3806.43,1699169.53,20.55,66.60,79.59,88.83,94.68,100.02,106.11,125.56,160.20,155.05
Inter Token Latency (ms),104.53,92.78,121.44,13379.29,92.78,92.80,92.81,99.50,107.22,114.62,114.87,114.87,119.64,8.18
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),128.00,128.00,128.00,16384.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Count (tokens),128.00,128.00,128.00,16384.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Output Token Throughput Per User (tokens/sec/user),9.63,8.23,10.78,1232.14,8.36,8.71,8.71,8.72,9.33,10.05,10.77,10.78,10.78,0.76
Prefill Throughput Per User (tokens/sec/user),273.83,130.00,2149.62,35049.61,130.03,130.06,130.08,166.14,243.88,428.94,443.48,443.81,1250.38,233.23
Request Latency (ms),15748.64,15660.58,15787.05,2015825.89,15710.85,15713.52,15715.47,15718.22,15736.02,15780.03,15781.82,15783.11,15785.68,31.90
Time to First Output Token (ms),2473.88,238.18,3938.36,316656.36,552.66,1153.64,1154.51,1193.65,2099.35,3081.73,3936.18,3936.76,3937.54,1039.50
Time to First Token (ms),2473.88,238.18,3938.36,316656.36,552.66,1153.64,1154.51,1193.65,2099.35,3081.73,3936.18,3936.76,3937.54,1039.50
Time to Second Token (ms),1428.00,0.00,2875.11,182783.45,33.30,65.85,65.99,731.71,1413.26,2124.76,2874.74,2875.02,2875.10,1018.35
Tokens In Flight (tokens),35919.35,0.00,40852.00,,,,,,35713.00,,39937.00,40385.00,40769.00,2836.57
Usage Completion Tokens (tokens),128.00,128.00,128.00,16384.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
Usage Prompt Tokens (tokens),512.00,512.00,512.00,65536.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Usage Total Tokens (tokens),640.00,640.00,640.00,81920.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,0.00

Metric,Value
Benchmark Duration (sec),31.52
Input Token Throughput (tokens/sec),2079.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),519.75
Request Count,128.00
Request Throughput (requests/sec),4.06
Total Input Sequence Length (tokens),65536.00
Total Output Sequence Length (tokens),16384.00
Total Output Tokens (tokens),16384.00
Total Token Throughput (tokens/sec),2598.76
Total Usage Completion Tokens (tokens),16384.00
Total Usage Prompt Tokens (tokens),65536.00
Total Usage Total Tokens (tokens),81920.00
