Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),472.43,0.00,1076.25,,,,,,437.47,,831.33,891.25,966.49,267.71
Active Decode Throughput Per User (tokens/sec/user),9.89,0.00,94.96,,,,,,10.47,,15.16,16.16,24.84,5.55
Active Prefill Throughput (tokens/sec),3700.51,126.42,11297.72,,,,,,2881.62,,10825.38,11297.72,11297.72,2987.57
Active Prefill Throughput Per User (tokens/sec/user),863.03,126.42,1325.27,,,,,,1013.52,,1235.62,1279.66,1320.71,402.73
Active Total Throughput (tokens/sec),2304.44,11.89,11297.72,,,,,,679.18,,4772.90,10830.26,11297.72,2708.99
Credit-to-Start Latency (ms),1.84,0.55,4.79,236.08,0.56,0.59,0.63,0.73,1.08,3.31,3.88,3.99,4.61,1.35
Decode Duration (ms),13498.50,6866.25,26010.69,1727807.45,6996.97,7576.64,8884.22,10470.11,12863.26,15957.98,19868.76,21261.38,22584.51,4112.82
E2E Output Token Throughput (tokens/sec/user),9.16,4.72,17.31,1172.31,4.85,5.31,5.74,7.05,8.95,11.04,12.83,14.55,16.78,2.82
Effective Concurrency,55.31,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,17.25
Effective Decode Concurrency,48.68,0.00,64.00,,,,,,61.00,,64.00,64.00,64.00,21.34
Effective Decode Throughput (tokens/sec),457.97,0.00,1076.25,,,,,,432.09,,819.35,891.25,943.57,275.86
Effective Decode Throughput Per User (tokens/sec/user),9.58,0.00,94.96,,,,,,10.22,,15.06,16.16,24.84,5.73
Effective Latency (CO-aware) (ms),15339.21,7393.50,27095.63,1963418.46,7629.33,8814.62,9980.64,11597.01,14302.38,18170.89,22303.42,24117.16,26384.26,4693.77
Effective Prefill Concurrency,6.63,0.00,64.00,,,,,,0.00,,31.00,63.00,64.00,16.51
Effective Prefill Throughput (tokens/sec),1846.31,0.00,11297.72,,,,,,0.00,,4287.45,10825.38,11297.72,2806.54
Effective Prefill Throughput Per User (tokens/sec/user),430.60,0.00,1325.27,,,,,,0.00,,1203.27,1235.62,1313.91,516.85
Effective Total Throughput (tokens/sec),2304.28,0.00,11297.72,,,,,,679.18,,4772.90,10830.26,11297.72,2708.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,74.64,40.00,118.00,9554.00,40.27,47.35,50.70,57.00,74.50,90.25,101.00,107.00,114.73,19.33
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),25.94,0.00,56.68,3320.59,0.00,0.00,0.00,0.00,2.00,53.61,54.38,56.06,56.53,26.49
HTTP Connection Overhead (ms),25.94,0.00,56.68,3320.59,0.00,0.00,0.00,0.00,2.00,53.61,54.38,56.06,56.53,26.49
HTTP Connection Reused (ratio),0.50,0.00,1.00,64.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),19.06,10.47,29.73,2439.73,10.55,12.36,13.20,14.73,19.01,22.94,25.56,27.04,28.90,4.75
HTTP Data Sent (KB),2.33,2.08,2.58,298.86,2.09,2.18,2.22,2.27,2.34,2.39,2.47,2.50,2.53,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),15337.29,7392.63,27094.56,1963173.12,7628.62,8813.87,9979.90,11595.29,14301.57,18167.22,22301.01,24113.88,26380.22,4693.14
HTTP Receiving (ms),13498.50,6866.26,26010.69,1727807.40,6996.97,7576.64,8884.21,10470.13,12863.27,15957.98,19868.75,21261.39,22584.51,4112.83
HTTP Sending (ms),26.10,0.10,57.19,3340.73,0.10,0.11,0.11,0.12,2.20,53.70,54.54,56.55,57.08,26.52
HTTP Total Time (ms),15363.23,7392.63,27094.56,1966493.71,7628.62,8813.87,9979.90,11608.93,14316.69,18220.74,22355.10,24135.98,26433.99,4706.44
