Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),115.29,4.09,60777.05,,,,,,117.96,,142.44,162.60,224.83,284.41
Active Decode Throughput Per User (tokens/sec/user),28.98,4.09,15194.26,,,,,,29.49,,35.61,40.65,56.21,71.05
Active Prefill Throughput (tokens/sec),4875.30,1219.29,6189.33,,,,,,3661.16,,6189.33,6189.33,6189.33,1268.98
Active Prefill Throughput Per User (tokens/sec/user),1378.18,1219.20,2528.17,,,,,,1220.39,,1547.33,1547.33,1547.33,164.00
Active Total Throughput (tokens/sec),566.87,30.36,6189.33,,,,,,119.91,,119.91,3689.98,6189.33,1442.17
Credit-to-Start Latency (ms),1.04,0.98,1.13,4.17,0.98,0.99,0.99,1.00,1.03,1.07,1.10,1.12,1.12,0.05
Decode Duration (ms),4238.70,4182.36,4406.30,16954.79,4182.36,4182.36,4182.37,4182.39,4183.06,4239.37,4339.53,4372.92,4399.62,96.77
E2E Output Token Throughput (tokens/sec/user),27.74,27.74,27.74,110.95,27.74,27.74,27.74,27.74,27.74,27.74,27.74,27.74,27.74,0.00
Effective Concurrency,4.00,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.11
Effective Decode Concurrency,3.67,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.03
Effective Decode Throughput (tokens/sec),110.00,0.00,60777.05,,,,,,117.66,,141.74,160.31,224.83,278.86
Effective Decode Throughput Per User (tokens/sec/user),27.65,0.00,15194.26,,,,,,29.42,,35.43,40.08,56.21,69.66
Effective Latency (CO-aware) (ms),4615.72,4615.58,4615.88,18462.90,4615.59,4615.60,4615.62,4615.68,4615.72,4615.77,4615.83,4615.86,4615.87,0.11
Effective Prefill Concurrency,0.33,0.00,4.00,,,,,,0.00,,0.00,3.00,4.00,1.03
Effective Prefill Throughput (tokens/sec),456.47,0.00,6189.33,,,,,,0.00,,0.00,3661.16,6189.33,1472.36
Effective Prefill Throughput Per User (tokens/sec/user),129.04,0.00,2528.17,,,,,,0.00,,0.00,1220.39,1547.33,404.60
Effective Total Throughput (tokens/sec),566.47,0.00,6189.33,,,,,,119.91,,119.91,3689.98,6189.33,1441.74
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,126.75,126.00,127.00,507.00,126.03,126.15,126.30,126.75,127.00,127.00,127.00,127.00,127.00,0.43
HTTP Chunks Sent,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),30.18,30.09,30.28,120.72,30.09,30.10,30.11,30.14,30.18,30.22,30.25,30.26,30.27,0.07
HTTP Connection Overhead (ms),30.18,30.09,30.28,120.72,30.09,30.10,30.11,30.14,30.18,30.22,30.25,30.26,30.27,0.07
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),36.45,36.37,36.70,145.81,36.37,36.37,36.37,36.37,36.38,36.46,36.60,36.65,36.69,0.14
HTTP Data Sent (KB),2.27,2.05,2.50,9.10,2.06,2.08,2.12,2.21,2.28,2.34,2.43,2.46,2.49,0.16
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4614.50,4614.40,4614.55,18458.01,4614.41,4614.42,4614.43,4614.48,4614.53,4614.55,4614.55,4614.55,4614.55,0.06
HTTP Receiving (ms),4238.72,4182.39,4406.31,16954.88,4182.39,4182.39,4182.40,4182.41,4183.09,4239.40,4339.55,4372.93,4399.64,96.76
HTTP Sending (ms),30.61,30.51,30.68,122.42,30.51,30.52,30.53,30.57,30.62,30.65,30.67,30.67,30.68,0.07
HTTP Total Time (ms),4644.68,4644.49,4644.78,18578.73,4644.50,4644.53,4644.56,4644.66,4644.73,4644.75,4644.77,4644.77,4644.78,0.11
HTTP Waiting (TTFB) (ms),345.18,177.60,401.51,1380.70,184.28,210.99,244.38,344.55,400.80,401.43,401.48,401.49,401.51,96.75
Input Sequence Length (tokens),527.00,527.00,527.00,2108.00,527.00,527.00,527.00,527.00,527.00,527.00,527.00,527.00,527.00,0.00
