Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),355.76,3.37,119919.89,,,,,,367.04,,414.39,434.23,539.15,266.70
Active Decode Throughput Per User (tokens/sec/user),22.36,1.75,7494.99,,,,,,22.95,,25.92,27.20,34.66,16.58
Active Prefill Throughput (tokens/sec),6597.24,425.53,14473.78,,,,,,6898.50,,11081.60,14473.78,14473.78,3128.10
Active Prefill Throughput Per User (tokens/sec/user),938.86,425.53,3041.83,,,,,,1012.44,,1366.07,1907.68,2528.15,467.33
Active Total Throughput (tokens/sec),709.52,23.32,14473.78,,,,,,366.64,,366.64,2020.57,7903.30,1612.04
Credit-to-Start Latency (ms),2.01,0.62,5.90,64.26,0.65,0.75,0.83,0.90,1.23,3.32,4.21,4.63,5.57,1.46
Decode Duration (ms),44879.57,43866.37,45766.58,1436146.17,43867.43,43869.96,44086.13,44621.23,44989.92,45165.07,45352.75,45590.45,45714.78,496.32
E2E Output Token Throughput (tokens/sec/user),22.22,21.51,22.91,711.03,21.51,21.58,21.66,22.01,22.24,22.42,22.75,22.83,22.91,0.37
Effective Concurrency,15.98,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,0.44
Effective Decode Concurrency,15.56,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,2.05
Effective Decode Throughput (tokens/sec),354.57,0.00,119919.89,,,,,,366.84,,414.36,433.88,539.15,267.04
Effective Decode Throughput Per User (tokens/sec/user),22.29,0.00,7494.99,,,,,,22.94,,25.92,27.20,34.66,16.61
Effective Latency (CO-aware) (ms),46100.08,44693.65,47610.87,1475202.62,44698.20,44853.31,45019.73,45672.84,46054.56,46522.16,47283.23,47446.14,47610.77,776.81
Effective Prefill Concurrency,0.42,0.00,16.00,,,,,,0.00,,0.00,3.00,12.00,2.01
Effective Prefill Throughput (tokens/sec),354.91,0.00,14473.78,,,,,,0.00,,0.00,1748.41,7630.74,1655.87
Effective Prefill Throughput Per User (tokens/sec/user),50.51,0.00,3041.83,,,,,,0.00,,0.00,437.10,1125.57,237.94
Effective Total Throughput (tokens/sec),709.48,0.00,14473.78,,,,,,366.64,,366.64,2020.57,7903.30,1612.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1023.19,1022.00,1024.00,32742.00,1022.00,1022.00,1022.00,1023.00,1023.00,1024.00,1024.00,1024.00,1024.00,0.68
HTTP Chunks Sent,1.00,1.00,1.00,32.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
