Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),145.55,0.00,1711.56,,,,,,145.27,,164.31,179.07,281.28,40.89
Active Decode Throughput Per User (tokens/sec/user),145.55,0.00,1711.56,,,,,,145.27,,164.31,179.07,281.28,40.89
Active Prefill Throughput (tokens/sec),281.69,281.69,281.69,,,,,,281.69,,281.69,281.69,281.69,0.00
Active Prefill Throughput Per User (tokens/sec/user),281.69,281.69,281.69,,,,,,281.69,,281.69,281.69,281.69,0.00
Active Total Throughput (tokens/sec),153.88,145.55,281.69,,,,,,145.55,,145.55,281.69,281.69,32.62
Credit-to-Start Latency (ms),1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,0.00
Decode Duration (ms),56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,56010.66,0.00
E2E Output Token Throughput (tokens/sec/user),136.67,136.67,136.67,136.67,136.67,136.67,136.67,136.67,136.67,136.67,136.67,136.67,136.67,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.94,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.24
Effective Decode Throughput (tokens/sec),136.63,0.00,1711.56,,,,,,144.44,,163.33,177.28,272.57,52.81
Effective Decode Throughput Per User (tokens/sec/user),136.63,0.00,1711.56,,,,,,144.44,,163.33,177.28,272.57,52.81
Effective Latency (CO-aware) (ms),59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,59664.20,0.00
Effective Prefill Concurrency,0.06,0.00,1.00,,,,,,0.00,,0.00,1.00,1.00,0.24
Effective Prefill Throughput (tokens/sec),17.23,0.00,281.69,,,,,,0.00,,0.00,281.69,281.69,67.50
Effective Prefill Throughput Per User (tokens/sec/user),17.23,0.00,281.69,,,,,,0.00,,0.00,281.69,281.69,67.50
Effective Total Throughput (tokens/sec),153.85,0.00,281.69,,,,,,145.55,,145.55,281.69,281.69,32.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,2221.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,0.00
HTTP Connection Overhead (ms),45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,45.25,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),751.17,751.17,751.17,751.17,751.17,751.17,751.17,751.17,751.17,751.17,751.17,751.17,751.17,0.00
