Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),50.59,0.00,14142.71,,,,,,51.24,,62.00,71.02,120.04,23.65
Active Decode Throughput Per User (tokens/sec/user),50.59,0.00,14142.71,,,,,,51.24,,62.00,71.02,120.04,23.65
Active Prefill Throughput (tokens/sec),5664.71,5215.36,5851.67,,,,,,5808.91,,5851.67,5851.67,5851.67,274.76
Active Prefill Throughput Per User (tokens/sec/user),5664.71,5215.36,5851.67,,,,,,5808.91,,5851.67,5851.67,5851.67,274.76
Active Total Throughput (tokens/sec),56.85,50.51,5851.67,,,,,,50.62,,50.62,50.62,50.62,187.60
Credit-to-Start Latency (ms),23.02,20.73,24.64,92.08,20.81,21.12,21.51,22.69,23.36,23.69,24.26,24.45,24.60,1.42
Decode Duration (ms),161911.81,161798.45,162150.25,647647.23,161798.96,161800.98,161803.50,161811.06,161849.26,161950.01,162070.16,162110.20,162142.24,141.28
E2E Output Token Throughput (tokens/sec/user),50.54,50.46,50.58,202.16,50.46,50.47,50.49,50.53,50.56,50.57,50.57,50.58,50.58,0.05
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.04
Effective Decode Throughput (tokens/sec),50.52,0.00,14142.71,,,,,,51.23,,61.99,70.97,119.89,23.71
Effective Decode Throughput Per User (tokens/sec/user),50.52,0.00,14142.71,,,,,,51.23,,61.99,70.97,119.89,23.71
Effective Latency (CO-aware) (ms),162116.51,161998.08,162367.32,648466.05,161998.70,162001.16,162004.23,162013.46,162050.32,162153.37,162281.74,162324.53,162358.77,148.08
Effective Prefill Concurrency,0.00,0.00,1.00,,,,,,0.00,,0.00,0.00,0.00,0.03
Effective Prefill Throughput (tokens/sec),6.32,0.00,5851.67,,,,,,0.00,,0.00,0.00,0.00,189.26
Effective Prefill Throughput Per User (tokens/sec/user),6.32,0.00,5851.67,,,,,,0.00,,0.00,0.00,0.00,189.26
Effective Total Throughput (tokens/sec),56.83,0.00,5851.67,,,,,,50.62,,50.62,50.62,50.62,187.58
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,7836.00,7711.00,7923.00,31344.00,7714.54,7728.70,7746.40,7799.50,7855.00,7891.50,7910.40,7916.70,7921.74,79.48
HTTP Chunks Sent,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
