Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),283.20,0.00,218872.00,,,,,,293.42,,349.24,376.01,541.83,399.18
Active Decode Throughput Per User (tokens/sec/user),42.13,0.00,27865.50,,,,,,38.80,,51.25,64.47,106.56,81.97
Active Prefill Throughput (tokens/sec),2019.27,252.51,4936.79,,,,,,1752.29,,4936.79,4936.79,4936.79,1549.41
Active Prefill Throughput Per User (tokens/sec/user),379.24,252.51,669.18,,,,,,350.46,,617.10,617.10,617.10,121.38
Active Total Throughput (tokens/sec),554.47,40.17,4936.79,,,,,,319.40,,1068.14,2469.10,4936.79,838.42
Credit-to-Start Latency (ms),3.23,1.33,13.90,25.88,1.33,1.33,1.33,1.42,1.49,2.04,6.45,10.17,13.15,4.07
Decode Duration (ms),205271.17,198498.30,216732.41,1642169.37,198562.52,198819.41,199140.53,202028.65,204028.04,207840.60,211438.45,214085.43,216203.01,5477.03
E2E Output Token Throughput (tokens/sec/user),36.66,34.66,40.25,293.25,34.69,34.80,34.94,35.22,35.90,37.49,39.59,39.92,40.19,1.94
Effective Concurrency,7.58,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.22
Effective Decode Concurrency,6.95,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.06
Effective Decode Throughput (tokens/sec),277.18,0.00,218872.00,,,,,,291.98,,348.53,374.86,540.91,397.02
Effective Decode Throughput Per User (tokens/sec/user),41.23,0.00,27865.50,,,,,,38.67,,50.93,64.11,105.59,81.32
Effective Latency (CO-aware) (ms),224054.31,203510.73,236359.43,1792434.44,203850.91,205211.65,206912.58,218654.47,228164.86,232561.43,234392.51,235375.97,236162.73,11382.56
Effective Prefill Concurrency,0.64,0.00,8.00,,,,,,0.00,,3.00,6.00,8.00,1.81
Effective Prefill Throughput (tokens/sec),277.26,0.00,4936.79,,,,,,0.00,,868.76,2386.77,4936.79,901.45
Effective Prefill Throughput Per User (tokens/sec/user),52.07,0.00,669.18,,,,,,0.00,,289.59,397.80,617.10,138.05
Effective Total Throughput (tokens/sec),554.44,0.00,4936.79,,,,,,319.40,,1068.14,2469.10,4936.79,838.41
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4288.25,4182.00,4538.00,34306.00,4182.07,4182.35,4182.70,4186.00,4276.00,4324.00,4405.00,4471.50,4524.70,111.88
HTTP Chunks Sent,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),13.87,0.00,16.14,111.00,1.05,5.25,10.50,15.50,15.97,16.12,16.14,16.14,16.14,5.26
HTTP Connection Overhead (ms),13.87,0.00,16.14,111.00,1.05,5.25,10.50,15.50,15.97,16.12,16.14,16.14,16.14,5.26
HTTP Connection Reused (ratio),0.12,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.65,0.93,0.33
HTTP Data Received (KB),1232.44,1194.37,1300.58,9859.51,1194.51,1195.06,1195.75,1203.48,1234.55,1244.61,1265.65,1283.11,1297.09,32.75
HTTP Data Sent (KB),33.95,30.82,34.77,271.61,31.04,31.93,33.05,34.04,34.43,34.55,34.62,34.70,34.76,1.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),224050.87,203508.89,236345.45,1792406.99,203848.97,205209.26,206909.63,218652.28,228163.24,232559.86,234387.16,235366.31,236149.62,11381.26
HTTP Receiving (ms),205271.22,198498.36,216732.48,1642169.79,198562.58,198819.48,199140.60,202028.70,204028.09,207840.65,211438.49,214085.48,216203.08,5477.03
HTTP Sending (ms),14.33,0.20,16.69,114.68,1.26,5.53,10.85,15.94,16.47,16.65,16.68,16.69,16.69,5.36
HTTP Total Time (ms),224064.75,203524.56,236345.45,1792517.99,203864.59,205224.70,206924.83,218668.11,228179.37,232575.92,234398.23,235371.84,236150.73,11379.36
HTTP Waiting (TTFB) (ms),18765.32,4994.42,32442.06,150122.52,5270.32,6373.91,7753.40,11904.73,18724.92,25759.60,29745.52,31093.79,32172.41,9002.31
Input Sequence Length (tokens),8192.00,8192.00,8192.00,65536.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,8192.00,0.00
