Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),49.55,0.00,777.21,,,,,,49.41,,53.07,55.32,66.80,8.93
Active Decode Throughput Per User (tokens/sec/user),49.55,0.00,777.21,,,,,,49.41,,53.07,55.32,66.80,8.93
Active Prefill Throughput (tokens/sec),358.53,358.53,358.53,,,,,,358.53,,358.53,358.53,358.53,0.00
Active Prefill Throughput Per User (tokens/sec/user),358.53,358.53,358.53,,,,,,358.53,,358.53,358.53,358.53,0.00
Active Total Throughput (tokens/sec),87.20,49.55,358.53,,,,,,49.55,,358.53,358.53,358.53,101.07
Credit-to-Start Latency (ms),1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,0.00
Decode Duration (ms),20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,20644.15,0.00
E2E Output Token Throughput (tokens/sec/user),43.56,43.56,43.56,43.56,43.56,43.56,43.56,43.56,43.56,43.56,43.56,43.56,43.56,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.88,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.33
Effective Decode Throughput (tokens/sec),43.51,0.00,777.21,,,,,,48.94,,52.73,55.00,65.20,18.25
Effective Decode Throughput Per User (tokens/sec/user),43.51,0.00,777.21,,,,,,48.94,,52.73,55.00,65.20,18.25
Effective Latency (CO-aware) (ms),23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,23509.74,0.00
Effective Prefill Concurrency,0.12,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.33
Effective Prefill Throughput (tokens/sec),43.68,0.00,358.53,,,,,,0.00,,358.53,358.53,358.53,117.27
Effective Prefill Throughput Per User (tokens/sec/user),43.68,0.00,358.53,,,,,,0.00,,358.53,358.53,358.53,117.27
Effective Total Throughput (tokens/sec),87.19,0.00,358.53,,,,,,49.55,,358.53,358.53,358.53,101.07
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,694.00,694.00,694.00,694.00,694.00,694.00,694.00,694.00,694.00,694.00,694.00,694.00,694.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,0.00
HTTP Connection Overhead (ms),1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),195.82,195.82,195.82,195.82,195.82,195.82,195.82,195.82,195.82,195.82,195.82,195.82,195.82,0.00
HTTP Data Sent (KB),4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,4.52,0.00
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,23508.43,0.00
HTTP Receiving (ms),20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,20644.20,0.00
HTTP Sending (ms),1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,0.00
HTTP Total Time (ms),23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,23509.61,0.00
HTTP Waiting (TTFB) (ms),2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,2862.70,0.00
Input Sequence Length (tokens),1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,1027.00,0.00
