Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),112.08,5.58,62832.32,,,,,,129.51,,162.87,184.64,431.63,455.05
Active Decode Throughput Per User (tokens/sec/user),56.08,4.82,31416.16,,,,,,64.76,,81.43,92.32,215.82,227.52
Active Prefill Throughput (tokens/sec),6798.76,3399.38,8944.12,,,,,,8944.12,,8944.12,8944.12,8944.12,2700.53
Active Prefill Throughput Per User (tokens/sec/user),4057.02,3399.38,4472.06,,,,,,4472.06,,4472.06,4472.06,4472.06,522.44
Active Total Throughput (tokens/sec),330.10,56.77,8944.12,,,,,,112.81,,112.81,112.81,8944.12,1281.34
Credit-to-Start Latency (ms),1.14,1.11,1.17,2.29,1.11,1.11,1.12,1.13,1.14,1.16,1.17,1.17,1.17,0.03
Decode Duration (ms),18137.79,18021.09,18254.49,36275.58,18023.43,18032.76,18044.43,18079.44,18137.79,18196.14,18231.15,18242.82,18252.15,116.70
E2E Output Token Throughput (tokens/sec/user),54.98,54.98,54.98,109.96,54.98,54.98,54.98,54.98,54.98,54.98,54.98,54.98,54.98,0.00
Effective Concurrency,2.00,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.03
Effective Decode Concurrency,1.95,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.30
Effective Decode Throughput (tokens/sec),109.83,0.00,62832.32,,,,,,127.95,,162.09,184.13,431.16,450.72
Effective Decode Throughput Per User (tokens/sec/user),54.96,0.00,31416.16,,,,,,63.97,,81.05,92.07,215.58,225.36
Effective Latency (CO-aware) (ms),18625.56,18625.50,18625.61,37251.11,18625.50,18625.50,18625.51,18625.53,18625.56,18625.59,18625.60,18625.61,18625.61,0.06
Effective Prefill Concurrency,0.05,0.00,2.00,,,,,,0.00,,0.00,0.00,2.00,0.30
Effective Prefill Throughput (tokens/sec),220.19,0.00,8944.12,,,,,,0.00,,0.00,0.00,8944.12,1297.96
Effective Prefill Throughput Per User (tokens/sec/user),131.39,0.00,4472.06,,,,,,0.00,,0.00,0.00,4472.06,724.32
Effective Total Throughput (tokens/sec),330.01,0.00,8944.12,,,,,,112.81,,112.81,112.81,8944.12,1281.17
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,795.00,790.00,800.00,1590.00,790.10,790.50,791.00,792.50,795.00,797.50,799.00,799.50,799.90,5.00
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),109.78,109.73,109.83,219.56,109.73,109.74,109.74,109.76,109.78,109.81,109.82,109.83,109.83,0.05
HTTP Connection Overhead (ms),109.78,109.73,109.83,219.56,109.73,109.74,109.74,109.76,109.78,109.81,109.82,109.83,109.83,0.05
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),254.29,254.24,254.34,508.58,254.24,254.24,254.25,254.26,254.29,254.32,254.33,254.34,254.34,0.05
HTTP Data Sent (KB),8.24,8.02,8.47,16.49,8.03,8.04,8.07,8.13,8.24,8.36,8.42,8.44,8.46,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),18624.20,18624.19,18624.21,37248.39,18624.19,18624.19,18624.19,18624.19,18624.20,18624.20,18624.20,18624.21,18624.21,0.01
HTTP Receiving (ms),18137.82,18021.12,18254.52,36275.63,18023.45,18032.79,18044.46,18079.47,18137.82,18196.17,18231.18,18242.85,18252.18,116.70
HTTP Sending (ms),110.25,110.22,110.27,220.50,110.23,110.23,110.23,110.24,110.25,110.26,110.27,110.27,110.27,0.02
HTTP Total Time (ms),18733.98,18733.92,18734.04,37467.96,18733.92,18733.92,18733.93,18733.95,18733.98,18734.01,18734.03,18734.03,18734.04,0.06
HTTP Waiting (TTFB) (ms),376.13,259.42,492.85,752.26,261.75,271.09,282.76,317.77,376.13,434.49,469.50,481.17,490.51,116.71
Input Sequence Length (tokens),2051.00,2051.00,2051.00,4102.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,0.00
Inter Chunk Latency (ms),17.73,0.00,232.28,36275.58,0.00,0.00,0.00,0.10,16.40,18.41,22.43,91.72,124.81,24.90
Inter Token Latency (ms),17.73,17.62,17.84,35.46,17.62,17.63,17.64,17.67,17.73,17.79,17.82,17.83,17.84,0.11
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
