Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),43.37,0.00,26119.68,,,,,,41.89,,55.67,64.31,98.13,51.95
Active Decode Throughput Per User (tokens/sec/user),43.37,0.00,26119.68,,,,,,41.89,,55.67,64.31,98.13,51.95
Active Prefill Throughput (tokens/sec),5879.14,5879.14,5879.14,,,,,,5879.14,,5879.14,5879.14,5879.14,0.00
Active Prefill Throughput Per User (tokens/sec/user),5879.14,5879.14,5879.14,,,,,,5879.14,,5879.14,5879.14,5879.14,0.00
Active Total Throughput (tokens/sec),86.13,43.37,5879.14,,,,,,43.37,,43.37,43.37,43.37,497.70
Credit-to-Start Latency (ms),1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.00
Decode Duration (ms),188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,188844.69,0.00
E2E Output Token Throughput (tokens/sec/user),43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,0.00
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.01
Effective Decode Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.09
Effective Decode Throughput (tokens/sec),43.05,0.00,26119.68,,,,,,41.83,,55.61,64.28,98.05,51.89
Effective Decode Throughput Per User (tokens/sec/user),43.05,0.00,26119.68,,,,,,41.83,,55.61,64.28,98.05,51.89
Effective Latency (CO-aware) (ms),190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,190239.97,0.00
Effective Prefill Concurrency,0.01,0.00,1.00,,,,,,0.00,,0.00,0.00,0.00,0.09
Effective Prefill Throughput (tokens/sec),43.07,0.00,5879.14,,,,,,0.00,,0.00,0.00,0.00,501.37
Effective Prefill Throughput Per User (tokens/sec/user),43.07,0.00,5879.14,,,,,,0.00,,0.00,0.00,0.00,501.37
Effective Total Throughput (tokens/sec),86.12,0.00,5879.14,,,,,,43.37,,43.37,43.37,43.37,497.67
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,8108.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,0.00
HTTP Connection Overhead (ms),7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,2351.92,0.00
