Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),96.26,0.00,82102.16,,,,,,93.90,,129.39,156.24,254.88,143.43
Active Decode Throughput Per User (tokens/sec/user),96.26,0.00,82102.16,,,,,,93.90,,129.39,156.24,254.88,143.43
Active Prefill Throughput (tokens/sec),375.47,372.34,378.66,,,,,,372.34,,378.66,378.66,378.66,3.16
Active Prefill Throughput Per User (tokens/sec/user),375.47,372.34,378.66,,,,,,372.34,,378.66,378.66,378.66,3.16
Active Total Throughput (tokens/sec),104.93,95.81,378.66,,,,,,96.71,,96.71,96.71,378.66,48.44
Credit-to-Start Latency (ms),11.76,11.00,12.51,23.52,11.02,11.08,11.15,11.38,11.76,12.14,12.36,12.44,12.50,0.76
Decode Duration (ms),85071.98,84677.08,85466.88,170143.96,84684.98,84716.57,84756.06,84874.53,85071.98,85269.43,85387.90,85427.39,85458.98,394.90
E2E Output Token Throughput (tokens/sec/user),93.28,92.84,93.73,186.57,92.85,92.88,92.93,93.06,93.28,93.51,93.64,93.68,93.72,0.44
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.97,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.17
Effective Decode Throughput (tokens/sec),93.24,0.00,82102.16,,,,,,93.00,,128.49,154.54,252.50,142.16
Effective Decode Throughput Per User (tokens/sec/user),93.24,0.00,82102.16,,,,,,93.00,,128.49,154.54,252.50,142.16
Effective Latency (CO-aware) (ms),87810.98,87392.37,88229.60,175621.97,87400.74,87434.23,87476.09,87601.68,87810.98,88020.29,88145.88,88187.74,88221.23,418.61
Effective Prefill Concurrency,0.03,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.17
Effective Prefill Throughput (tokens/sec),11.66,0.00,378.66,,,,,,0.00,,0.00,0.00,378.66,65.13
Effective Prefill Throughput Per User (tokens/sec/user),11.66,0.00,378.66,,,,,,0.00,,0.00,0.00,378.66,65.13
Effective Total Throughput (tokens/sec),104.90,0.00,378.66,,,,,,96.71,,96.71,96.71,378.66,48.47
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4132.50,4126.00,4139.00,8265.00,4126.13,4126.65,4127.30,4129.25,4132.50,4135.75,4137.70,4138.35,4138.87,6.50
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
