Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),402.70,0.41,1187.94,,,,,,510.11,,580.69,602.51,673.03,202.61
Active Decode Throughput Per User (tokens/sec/user),9.47,0.41,24.80,,,,,,9.74,,13.50,13.98,15.26,3.77
Active Prefill Throughput (tokens/sec),1923.78,29.16,16229.18,,,,,,233.61,,8330.52,12361.18,16229.18,3821.15
Active Prefill Throughput Per User (tokens/sec/user),63.71,29.13,486.02,,,,,,29.20,,175.91,251.44,253.58,68.25
Active Total Throughput (tokens/sec),1878.76,13.41,16229.18,,,,,,730.77,,4555.39,8574.98,16229.18,3364.69
Credit-to-Start Latency (ms),3.97,0.59,10.56,508.70,0.62,1.17,1.36,2.14,3.76,5.43,7.07,7.94,10.21,2.26
Decode Duration (ms),13698.98,9463.62,15454.27,1753470.04,9463.91,9467.57,9469.15,13428.98,14055.99,14749.28,15447.74,15450.06,15453.07,1786.38
E2E Output Token Throughput (tokens/sec/user),7.60,3.88,12.14,973.24,3.88,3.88,4.74,7.75,7.76,7.77,7.78,12.13,12.13,1.64
Effective Concurrency,52.35,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,20.57
Effective Decode Concurrency,40.27,0.00,56.00,,,,,,56.00,,56.00,56.00,56.00,20.61
Effective Decode Throughput (tokens/sec),373.38,0.00,1187.94,,,,,,504.19,,578.64,601.14,673.03,221.39
Effective Decode Throughput Per User (tokens/sec/user),8.78,0.00,24.80,,,,,,9.66,,13.43,13.89,15.20,4.39
Effective Latency (CO-aware) (ms),17810.96,10549.80,32978.81,2279802.78,10551.94,10554.88,16457.89,16479.80,16502.88,16512.57,26996.99,32972.76,32977.09,4934.80
Effective Prefill Concurrency,12.08,0.00,64.00,,,,,,8.00,,32.00,48.00,64.00,15.64
Effective Prefill Throughput (tokens/sec),1505.27,0.00,16229.18,,,,,,233.04,,4284.04,8443.45,16229.18,3471.99
Effective Prefill Throughput Per User (tokens/sec/user),49.85,0.00,486.02,,,,,,29.13,,173.55,193.14,253.58,65.84
Effective Total Throughput (tokens/sec),1878.65,0.00,16229.18,,,,,,730.77,,4555.39,8574.98,16229.18,3364.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,128.00,128.00,128.00,16384.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),8.83,0.00,27.49,1130.22,0.00,0.00,0.00,0.00,4.79,18.78,20.38,21.63,25.71,9.27
HTTP Connection Overhead (ms),8.83,0.00,27.49,1130.22,0.00,0.00,0.00,0.00,4.79,18.78,20.38,21.63,25.71,9.27
HTTP Connection Reused (ratio),0.50,0.00,1.00,64.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),32.13,31.88,32.25,4113.27,31.94,32.06,32.08,32.11,32.14,32.16,32.19,32.21,32.23,0.05
HTTP Data Sent (KB),2.33,2.08,2.58,298.86,2.09,2.18,2.22,2.27,2.34,2.39,2.47,2.50,2.53,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),17806.91,10547.02,32974.27,2279283.96,10548.12,10551.66,16456.73,16475.24,16500.39,16509.90,26992.25,32967.52,32971.84,4934.51
