Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),299.56,0.13,142920.01,,,,,,314.76,,351.65,368.40,444.87,200.88
Active Decode Throughput Per User (tokens/sec/user),9.37,0.13,4466.25,,,,,,9.84,,10.99,11.51,13.90,6.27
Active Prefill Throughput (tokens/sec),8483.73,264.52,27161.35,,,,,,5860.03,,20724.94,22198.11,27161.35,6784.27
Active Prefill Throughput Per User (tokens/sec/user),408.83,264.52,2503.88,,,,,,344.71,,668.55,693.69,848.79,150.96
Active Total Throughput (tokens/sec),893.97,9.99,27161.35,,,,,,310.81,,310.81,3920.39,15728.90,2768.49
Credit-to-Start Latency (ms),9.26,0.65,50.87,592.79,0.68,1.14,1.22,3.47,4.67,10.35,22.77,37.69,45.72,10.96
Decode Duration (ms),105553.04,101991.97,109378.73,6755394.45,102164.17,102288.88,102432.08,103368.85,105283.05,107150.66,108641.00,109045.82,109169.08,2181.63
E2E Output Token Throughput (tokens/sec/user),9.32,9.30,9.34,596.34,9.30,9.30,9.30,9.30,9.32,9.33,9.34,9.34,9.34,0.02
Effective Concurrency,31.99,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,0.45
Effective Decode Concurrency,30.73,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,5.23
Effective Decode Throughput (tokens/sec),297.79,0.00,142920.01,,,,,,314.66,,351.45,368.39,444.87,201.60
Effective Decode Throughput Per User (tokens/sec/user),9.31,0.00,4466.25,,,,,,9.83,,10.98,11.51,13.90,6.29
Effective Latency (CO-aware) (ms),109905.93,109692.51,110120.45,7033979.69,109692.89,109694.01,109694.13,109728.06,109910.70,110097.36,110104.37,110106.22,110111.85,185.66
Effective Prefill Concurrency,1.26,0.00,32.00,,,,,,0.00,,0.00,12.00,29.00,5.20
Effective Prefill Throughput (tokens/sec),596.16,0.00,27161.35,,,,,,0.00,,0.00,3729.42,15700.75,2817.18
Effective Prefill Throughput Per User (tokens/sec/user),28.73,0.00,2503.88,,,,,,0.00,,0.00,310.78,541.41,111.90
Effective Total Throughput (tokens/sec),893.94,0.00,27161.35,,,,,,310.81,,310.81,3920.39,15728.90,2768.45
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1023.58,1021.00,1024.00,65509.00,1021.00,1022.00,1022.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.83
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.47,0.00,24.05,413.92,0.00,0.00,0.00,0.00,0.00,12.69,14.69,14.96,19.16,6.87
HTTP Connection Overhead (ms),6.47,0.00,24.05,413.92,0.00,0.00,0.00,0.00,0.00,12.69,14.69,14.96,19.16,6.87
HTTP Connection Reused (ratio),0.52,0.00,1.00,33.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),255.26,254.02,256.34,16336.47,254.14,254.48,254.71,255.07,255.28,255.48,255.79,256.03,256.25,0.45
HTTP Data Sent (KB),8.85,8.16,9.43,566.26,8.16,8.52,8.57,8.69,8.82,8.99,9.23,9.29,9.41,0.26
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),109896.58,109689.04,110119.68,7033380.83,109689.23,109692.19,109692.64,109723.86,109904.09,110081.82,110094.78,110100.40,110108.61,180.12
