Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),132.25,0.00,1149.51,,,,,,133.37,,154.22,165.52,234.12,33.50
Active Decode Throughput Per User (tokens/sec/user),132.25,0.00,1149.51,,,,,,133.37,,154.22,165.52,234.12,33.50
Active Prefill Throughput (tokens/sec),339.83,292.42,405.60,,,,,,292.42,,405.60,405.60,405.60,55.84
Active Prefill Throughput Per User (tokens/sec/user),339.83,292.42,405.60,,,,,,292.42,,405.60,405.60,405.60,55.84
Active Total Throughput (tokens/sec),141.88,127.42,405.60,,,,,,137.46,,137.46,137.46,405.60,45.56
Credit-to-Start Latency (ms),9.17,8.56,9.78,18.34,8.57,8.62,8.68,8.86,9.17,9.48,9.66,9.72,9.77,0.61
Decode Duration (ms),61908.65,59541.73,64275.58,123817.31,59589.07,59778.42,60015.11,60725.19,61908.65,63092.11,63802.19,64038.88,64228.24,2366.92
E2E Output Token Throughput (tokens/sec/user),126.40,120.85,131.94,252.79,120.96,121.41,121.96,123.62,126.40,129.17,130.83,131.38,131.83,5.54
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.02
Effective Decode Concurrency,0.95,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.21
Effective Decode Throughput (tokens/sec),126.07,0.00,1149.51,,,,,,132.40,,153.69,164.74,230.52,42.99
Effective Decode Throughput Per User (tokens/sec/user),126.07,0.00,1149.51,,,,,,132.40,,153.69,164.74,230.52,42.99
Effective Latency (CO-aware) (ms),64942.85,62098.52,67787.18,129885.70,62155.41,62382.95,62667.39,63520.69,64942.85,66365.01,67218.31,67502.75,67730.29,2844.33
Effective Prefill Concurrency,0.05,0.00,1.00,,,,,,0.00,,0.00,0.00,1.00,0.21
Effective Prefill Throughput (tokens/sec),15.77,0.00,405.60,,,,,,0.00,,0.00,0.00,405.60,72.48
Effective Prefill Throughput Per User (tokens/sec/user),15.77,0.00,405.60,,,,,,0.00,,0.00,0.00,405.60,72.48
Effective Total Throughput (tokens/sec),141.84,0.00,405.60,,,,,,137.46,,137.46,137.46,405.60,45.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2441.00,2366.00,2516.00,4882.00,2367.50,2373.50,2381.00,2403.50,2441.00,2478.50,2501.00,2508.50,2514.50,75.00
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),830.11,802.91,857.30,1660.21,803.45,805.63,808.35,816.51,830.11,843.71,851.86,854.58,856.76,27.20
HTTP Data Sent (KB),4.27,4.00,4.54,8.55,4.01,4.03,4.06,4.14,4.27,4.41,4.49,4.52,4.54,0.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),64933.59,62089.87,67777.32,129867.19,62146.74,62374.24,62658.62,63511.73,64933.59,66355.45,67208.57,67492.94,67720.44,2843.72
HTTP Receiving (ms),61920.44,59565.30,64275.58,123840.87,59612.40,59800.81,60036.33,60742.87,61920.44,63098.01,63804.55,64040.06,64228.47,2355.14
HTTP Sending (ms),0.19,0.18,0.19,0.37,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.01
HTTP Total Time (ms),64933.59,62089.87,67777.32,129867.19,62146.74,62374.24,62658.62,63511.73,64933.59,66355.45,67208.57,67492.94,67720.44,2843.72
HTTP Waiting (TTFB) (ms),3012.97,2524.38,3501.56,6025.94,2534.15,2573.24,2622.10,2768.68,3012.97,3257.27,3403.84,3452.70,3491.79,488.59
Input Sequence Length (tokens),1024.00,1024.00,1024.00,2048.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Inter Chunk Latency (ms),24.97,0.00,132.04,123817.31,0.00,16.40,20.45,23.08,24.78,26.45,29.24,33.13,51.46,7.37
Inter Token Latency (ms),7.56,7.27,7.85,15.12,7.28,7.30,7.33,7.42,7.56,7.70,7.79,7.82,7.84,0.29
OSL Mismatch Diff % (%),-0.02,-0.04,-0.01,-0.05,-0.04,-0.04,-0.03,-0.03,-0.02,-0.02,-0.01,-0.01,-0.01,0.01
Output Sequence Length (tokens),8190.00,8189.00,8191.00,16380.00,8189.02,8189.10,8189.20,8189.50,8190.00,8190.50,8190.80,8190.90,8190.98,1.00
Output Token Count (tokens),6114.50,5796.00,6433.00,12229.00,5802.37,5827.85,5859.70,5955.25,6114.50,6273.75,6369.30,6401.15,6426.63,318.50
Output Token Throughput Per User (tokens/sec/user),132.47,127.42,137.52,264.94,127.52,127.92,128.43,129.94,132.47,134.99,136.51,137.01,137.42,5.05
Prefill Throughput Per User (tokens/sec/user),349.01,292.42,405.60,698.02,293.55,298.08,303.74,320.71,349.01,377.30,394.28,399.94,404.47,56.59
Reasoning Token Count (tokens),2075.50,1756.00,2395.00,4151.00,1762.39,1787.95,1819.90,1915.75,2075.50,2235.25,2331.10,2363.05,2388.61,319.50
Request Latency (ms),64921.89,62066.39,67777.40,129843.79,62123.50,62351.94,62637.49,63494.14,64921.89,66349.64,67206.29,67491.84,67720.29,2855.50
Time to First Output Token (ms),22378.57,19005.68,25751.47,44757.15,19073.14,19342.97,19680.26,20692.13,22378.57,24065.02,25076.89,25414.18,25684.01,3372.89
Time to First Token (ms),3013.24,2524.66,3501.82,6026.48,2534.43,2573.52,2622.38,2768.95,3013.24,3257.53,3404.10,3452.96,3492.05,488.58
Time to Second Token (ms),13.99,3.48,24.49,27.97,3.69,4.53,5.58,8.74,13.99,19.24,22.39,23.44,24.28,10.50
Tokens In Flight (tokens),4950.05,0.00,9215.00,,,,,,4950.97,,8360.30,8787.64,9127.39,2462.73

Metric,Value
Benchmark Duration (sec),129.86
Input Token Throughput (tokens/sec),15.77
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),126.09
Request Count,2.00
Request Throughput (requests/sec),0.02
Total Input Sequence Length (tokens),2048.00
Total Output Sequence Length (tokens),16380.00
Total Output Tokens (tokens),12229.00
Total Reasoning Tokens (tokens),4151.00
Total Token Throughput (tokens/sec),141.86


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
