Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),279.43,0.00,43253.38,,,,,,294.26,,337.52,356.57,534.77,106.74
Active Decode Throughput Per User (tokens/sec/user),76.95,0.00,21626.69,,,,,,76.05,,91.12,109.37,159.44,34.34
Active Prefill Throughput (tokens/sec),248.52,62.13,346.83,,,,,,346.83,,346.83,346.83,346.83,110.50
Active Prefill Throughput Per User (tokens/sec/user),75.85,62.13,86.71,,,,,,86.71,,86.71,86.71,86.71,12.20
Active Total Throughput (tokens/sec),291.50,62.13,346.83,,,,,,303.81,,303.81,346.83,346.83,44.65
Credit-to-Start Latency (ms),3.06,1.04,8.91,12.25,1.05,1.05,1.05,1.06,1.15,3.14,6.61,7.76,8.68,3.38
Decode Duration (ms),107773.61,101993.05,111607.38,431094.43,102164.96,102852.58,103712.12,106290.72,108747.00,110229.88,111056.38,111331.88,111552.28,3609.14
E2E Output Token Throughput (tokens/sec/user),67.96,64.78,73.51,271.84,64.82,64.96,65.13,65.66,66.77,69.08,71.74,72.63,73.34,3.36
Effective Concurrency,3.82,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.55
Effective Decode Concurrency,3.41,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.18
Effective Decode Throughput (tokens/sec),259.03,0.00,43253.38,,,,,,290.05,,334.95,354.55,508.70,125.88
Effective Decode Throughput Per User (tokens/sec/user),71.33,0.00,21626.69,,,,,,75.30,,90.03,107.24,158.47,38.65
Effective Latency (CO-aware) (ms),120623.79,111205.25,126255.22,482495.16,111493.63,112647.16,114089.07,118414.80,122517.34,124726.33,125643.67,125949.44,126194.07,5774.27
Effective Prefill Concurrency,0.41,0.00,4.00,,,,,,0.00,,2.00,4.00,4.00,1.11
Effective Prefill Throughput (tokens/sec),32.44,0.00,346.83,,,,,,0.00,,124.26,346.83,346.83,92.75
Effective Prefill Throughput Per User (tokens/sec/user),9.90,0.00,86.71,,,,,,0.00,,62.13,86.71,86.71,25.93
Effective Total Throughput (tokens/sec),291.47,0.00,346.83,,,,,,303.81,,303.81,346.83,346.83,44.73
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2339.25,2168.00,2440.00,9357.00,2173.61,2196.05,2224.10,2308.25,2374.50,2405.50,2426.20,2433.10,2438.62,103.35
HTTP Chunks Sent,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),39.88,0.00,53.26,159.53,1.59,7.97,15.94,39.84,53.14,53.18,53.23,53.24,53.25,23.03
HTTP Connection Overhead (ms),39.88,0.00,53.26,159.53,1.59,7.97,15.94,39.84,53.14,53.18,53.23,53.24,53.25,23.03
HTTP Connection Reused (ratio),0.25,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.25,0.70,0.85,0.97,0.43
HTTP Data Received (KB),807.32,765.28,841.20,3229.28,766.06,769.18,773.09,784.79,811.40,833.93,838.29,839.75,840.91,30.65
HTTP Data Sent (KB),4.38,4.00,4.54,17.51,4.02,4.08,4.15,4.36,4.48,4.50,4.53,4.54,4.54,0.22
