Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),77.38,3.15,34368.91,,,,,,78.14,,86.52,92.00,117.84,84.05
Active Decode Throughput Per User (tokens/sec/user),38.71,3.15,17184.45,,,,,,39.07,,43.26,46.00,58.92,42.01
Active Prefill Throughput (tokens/sec),6558.46,3279.24,9335.18,,,,,,9335.18,,9335.18,9335.18,9335.18,3017.52
Active Prefill Throughput Per User (tokens/sec/user),4031.02,3279.24,6055.94,,,,,,4667.59,,4667.59,4667.59,4667.59,691.79
Active Total Throughput (tokens/sec),229.59,39.12,9335.18,,,,,,77.81,,77.81,77.81,9335.18,1083.17
Credit-to-Start Latency (ms),0.97,0.91,1.04,1.95,0.91,0.92,0.92,0.94,0.97,1.01,1.02,1.03,1.04,0.06
Decode Duration (ms),26296.32,26152.93,26439.70,52592.64,26155.80,26167.27,26181.61,26224.63,26296.32,26368.01,26411.03,26425.37,26436.84,143.39
E2E Output Token Throughput (tokens/sec/user),38.24,38.24,38.24,76.48,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24,38.24,0.00
Effective Concurrency,2.00,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.03
Effective Decode Concurrency,1.96,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.25
Effective Decode Throughput (tokens/sec),76.39,0.00,34368.91,,,,,,78.09,,86.40,92.00,117.84,83.96
Effective Decode Throughput Per User (tokens/sec/user),38.21,0.00,17184.45,,,,,,39.05,,43.20,46.00,58.92,41.97
Effective Latency (CO-aware) (ms),26779.35,26779.29,26779.42,53558.71,26779.29,26779.30,26779.30,26779.32,26779.35,26779.39,26779.41,26779.41,26779.42,0.06
Effective Prefill Concurrency,0.04,0.00,2.00,,,,,,0.00,,0.00,0.00,2.00,0.24
Effective Prefill Throughput (tokens/sec),153.15,0.00,9335.18,,,,,,0.00,,0.00,0.00,9335.18,1092.52
Effective Prefill Throughput Per User (tokens/sec/user),94.13,0.00,6055.94,,,,,,0.00,,0.00,0.00,4667.59,617.87
Effective Total Throughput (tokens/sec),229.54,0.00,9335.18,,,,,,77.81,,77.81,77.81,9335.18,1083.06
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1019.00,1018.00,1020.00,2038.00,1018.02,1018.10,1018.20,1018.50,1019.00,1019.50,1019.80,1019.90,1019.98,1.00
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),4.39,4.39,4.39,8.77,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,0.00
HTTP Connection Overhead (ms),4.39,4.39,4.39,8.77,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),255.41,254.96,255.86,510.81,254.97,255.00,255.05,255.18,255.41,255.63,255.77,255.81,255.85,0.45
HTTP Data Sent (KB),8.25,8.02,8.47,16.49,8.03,8.04,8.07,8.13,8.25,8.36,8.42,8.45,8.46,0.22
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),26778.18,26778.18,26778.18,53556.35,26778.18,26778.18,26778.18,26778.18,26778.18,26778.18,26778.18,26778.18,26778.18,0.00
HTTP Receiving (ms),26296.33,26152.95,26439.72,52592.66,26155.82,26167.29,26181.62,26224.64,26296.33,26368.02,26411.04,26425.38,26436.85,143.38
HTTP Sending (ms),4.82,4.81,4.82,9.63,4.81,4.81,4.81,4.82,4.82,4.82,4.82,4.82,4.82,0.00
HTTP Total Time (ms),26782.56,26782.56,26782.56,53565.13,26782.56,26782.56,26782.56,26782.56,26782.56,26782.56,26782.56,26782.56,26782.56,0.00
HTTP Waiting (TTFB) (ms),477.03,333.64,620.42,954.06,336.51,347.98,362.32,405.33,477.03,548.72,591.74,606.08,617.55,143.39
Input Sequence Length (tokens),2051.00,2051.00,2051.00,4102.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,0.00
Inter Chunk Latency (ms),25.71,0.00,319.57,52592.64,9.17,19.91,22.50,24.28,25.48,26.82,28.64,30.85,41.95,8.23
Inter Token Latency (ms),25.71,25.56,25.85,51.41,25.57,25.58,25.59,25.64,25.71,25.78,25.82,25.83,25.84,0.14
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),1024.00,1024.00,1024.00,2048.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Count (tokens),1024.00,1024.00,1024.00,2048.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Output Token Throughput Per User (tokens/sec/user),38.90,38.69,39.12,77.81,38.70,38.71,38.73,38.80,38.90,39.01,39.07,39.09,39.11,0.21
Prefill Throughput Per User (tokens/sec/user),4667.59,3279.24,6055.93,9335.17,3307.01,3418.08,3556.91,3973.41,4667.59,5361.76,5778.26,5917.10,6028.17,1388.35
Request Latency (ms),26778.38,26778.38,26778.38,53556.76,26778.38,26778.38,26778.38,26778.38,26778.38,26778.38,26778.38,26778.38,26778.38,0.00
Time to First Output Token (ms),482.06,338.68,625.45,964.13,341.54,353.01,367.35,410.37,482.06,553.76,596.77,611.11,622.58,143.39
Time to First Token (ms),482.06,338.68,625.45,964.13,341.54,353.01,367.35,410.37,482.06,553.76,596.77,611.11,622.58,143.39
Time to Second Token (ms),176.17,32.78,319.57,352.35,35.65,47.12,61.46,104.48,176.17,247.87,290.89,305.23,316.70,143.39
Tokens In Flight (tokens),5106.74,0.00,6149.00,,,,,,5112.00,,5942.00,6046.00,6128.00,608.33
Usage Completion Tokens (tokens),1024.00,1024.00,1024.00,2048.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,0.00
Usage Prompt Tokens (tokens),2051.00,2051.00,2051.00,4102.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,2051.00,0.00
