Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),247.50,0.00,35217.83,,,,,,268.33,,310.62,328.94,529.81,144.03
Active Decode Throughput Per User (tokens/sec/user),72.56,0.00,35217.83,,,,,,70.69,,90.30,109.83,156.56,57.86
Active Prefill Throughput (tokens/sec),2535.49,633.87,5275.33,,,,,,1510.19,,5275.33,5275.33,5275.33,1816.21
Active Prefill Throughput Per User (tokens/sec/user),911.97,633.87,1507.34,,,,,,755.09,,1318.83,1318.83,1318.83,269.29
Active Total Throughput (tokens/sec),482.81,63.14,5275.33,,,,,,285.56,,285.56,1638.33,5275.33,884.26
Credit-to-Start Latency (ms),3.80,1.73,9.79,15.20,1.73,1.74,1.76,1.81,1.84,3.83,7.41,8.60,9.55,3.46
Decode Duration (ms),115828.01,101906.20,129704.84,463312.02,102019.77,102474.05,103041.90,104745.46,115850.49,126933.03,128596.12,129150.48,129593.97,12173.53
E2E Output Token Throughput (tokens/sec/user),66.49,60.40,73.35,265.97,60.48,60.83,61.26,62.56,66.11,70.05,72.03,72.69,73.21,5.01
Effective Concurrency,3.65,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.81
Effective Decode Concurrency,3.42,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,1.07
Effective Decode Throughput (tokens/sec),241.19,0.00,35217.83,,,,,,266.80,,310.31,328.28,519.48,147.43
Effective Decode Throughput Per User (tokens/sec/user),70.71,0.00,35217.83,,,,,,70.52,,89.90,109.66,154.07,58.25
Effective Latency (CO-aware) (ms),123744.65,111267.01,135634.53,494978.61,111487.61,112370.02,113473.04,116782.08,124038.54,131001.11,133781.16,134707.84,135449.19,9433.25
Effective Prefill Concurrency,0.23,0.00,4.00,,,,,,0.00,,0.00,2.00,4.00,0.80
Effective Prefill Throughput (tokens/sec),241.57,0.00,5275.33,,,,,,0.00,,0.00,1510.19,5275.33,931.89
Effective Prefill Throughput Per User (tokens/sec/user),86.89,0.00,1507.34,,,,,,0.00,,0.00,755.09,1318.83,280.35
Effective Total Throughput (tokens/sec),482.77,0.00,5275.33,,,,,,285.56,,285.56,1638.33,5275.33,884.23
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,2521.50,2135.00,2953.00,10086.00,2137.94,2149.70,2164.40,2208.50,2499.00,2812.00,2896.60,2924.80,2947.36,345.72
HTTP Chunks Sent,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),4.25,0.00,5.69,16.99,0.17,0.85,1.69,4.23,5.65,5.67,5.68,5.69,5.69,2.45
