Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),157.41,2.11,77131.14,,,,,,159.22,,185.86,201.92,235.55,152.62
Active Decode Throughput Per User (tokens/sec/user),19.75,1.42,9641.39,,,,,,19.90,,23.36,25.39,29.44,19.05
Active Prefill Throughput (tokens/sec),7198.50,899.91,11226.32,,,,,,8525.28,,11226.32,11226.32,11226.32,3524.00
Active Prefill Throughput Per User (tokens/sec/user),1167.60,899.91,1490.74,,,,,,1217.90,,1403.29,1403.29,1403.29,194.38
Active Total Throughput (tokens/sec),467.98,20.27,11226.32,,,,,,160.42,,160.42,160.42,11226.32,1616.04
Credit-to-Start Latency (ms),1.27,1.12,1.40,10.12,1.12,1.13,1.14,1.23,1.28,1.31,1.35,1.38,1.39,0.09
Decode Duration (ms),51019.21,50461.35,51827.52,408153.70,50467.04,50489.80,50518.24,50542.86,50987.95,51401.68,51529.45,51678.48,51797.71,462.75
E2E Output Token Throughput (tokens/sec/user),19.44,19.41,19.47,155.48,19.41,19.41,19.42,19.42,19.43,19.45,19.46,19.46,19.47,0.02
Effective Concurrency,7.99,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.23
Effective Decode Concurrency,7.74,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.29
Effective Decode Throughput (tokens/sec),155.11,0.00,77131.14,,,,,,159.09,,185.60,201.92,235.54,152.68
Effective Decode Throughput Per User (tokens/sec/user),19.47,0.00,9641.39,,,,,,19.89,,23.23,25.34,29.44,19.06
Effective Latency (CO-aware) (ms),52688.22,52592.56,52755.08,421505.74,52595.94,52609.46,52626.36,52640.88,52699.63,52738.43,52743.68,52749.38,52753.94,54.12
Effective Prefill Concurrency,0.25,0.00,8.00,,,,,,0.00,,0.00,0.00,8.00,1.27
Effective Prefill Throughput (tokens/sec),312.80,0.00,11226.32,,,,,,0.00,,0.00,0.00,11226.32,1641.18
Effective Prefill Throughput Per User (tokens/sec/user),50.74,0.00,1490.74,,,,,,0.00,,0.00,0.00,1403.29,241.47
Effective Total Throughput (tokens/sec),467.91,0.00,11226.32,,,,,,160.42,,160.42,160.42,11226.32,1615.93
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1021.00,1021.00,1021.00,8168.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),96.28,92.99,100.40,770.23,93.08,93.45,93.91,94.75,95.45,98.34,99.01,99.70,100.26,2.35
